#1999E       51193.776 .0 51193.776 .0 51193.776 .0 51193.776 .0 51193.776 .0   9999 .00 9999 .00 9999 .00
# IIn        999 .0        999 .0     16 .0        16.32 .0     999 .0   999 .0        999 .0   999 .0
# fit=
#Iras13145-1817   ABg= 1.14 .00  ABi= 0.00 .00 mu= 35.18 .00 (v=7740km/sec H=72km/secMpc)
#UBVRIJHK _________________________________________________________________________________________________
 Date        JD       U             B               V           R             I          source
15/01/99 51193.776  9999  .00    18.000 .00     9999  .00     9999  .00     9999  .00   9999  .00     9999  .00    9999   .00   5  IAUC7089 
16/01/99 51194.874  9999  .00     9999  .00    16.000 .00     9999  .00     9999  .00   9999  .00     9999  .00    9999   .00   5  IAUC7089 
23/01/99 51202.5    9999  .00     9999  .00    16.700 .00     9999  .00     9999  .00   9999  .00     9999  .00    9999   .00   5  IAUC7103 
19/03/99 51256.5    9999  .00     9999  .00    16.800 .00     9999  .00     9999  .00   9999  .00     9999  .00    9999   .00   5  IAUC7104 
22/01/99 51200.78   9999  .00    17.717 .00    16.858 .020   16.320 .00    15.882 .00   15.6  .00    15.2   .00   15.4    .00   2  MS,MT-APas
23/01/99 51201.78  17.785 .00    17.732 .00    16.863 .020   16.324 .00    15.941 .00   9999  .00     9999  .00    9999   .00   2  MS,MT-APas
10/02/99 51219.88   9999  .00     9999  .00     9999  .00    16.491 .00     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph  
19/02/99 51228.87   9999  .00     9999  .00    16.922 .08    16.591 .09     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph  
06/03/99 51243.71   9999  .00    17.924 .06    17.150 .07    16.665 .04    16.168 .05  15.933 .00   15.558  .00  15.783   .00   4  SB/soph   
09/03/99 51246.82   9999  .00     9999  .00     9999  .00    16.672 .03     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph 
16/03/99 51253.90   9999  .00     9999  .00    17.270 .08    16.567 .11     9999  .00   9999  .00     9999  .00    9999   .00   6  mex/soph  
17/03/99 51254.6   18.233 .00    18.039 .00    17.198 .030   16.678 .00    16.247 .00   9999  .00     9999  .00    9999   .00   1  EC,GA     
18/03/99 51255.67  18.230 .00    18.051 .00    17.220 .030   16.736 .00    16.238 .00   9999  .00     9999  .00    9999   .00   1  EC,GA     
21/03/99 51258.63  18.270 .06    18.063 .06    17.251 .03    16.741 .02    16.184 .04   9999  .00     9999  .00    9999   .00   4  SB/soph   
24/03/99 51261.91   9999  .00     9999  .00     9999  .00    16.878 .16     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph  
12/04/99 51281.14  18.561 .00    18.399 .00    17.470 .030   16.932 .00    16.585 .00   9999  .00     9999  .00    9999   .00   3  MT/MT     
14/04/99 51282.77   9999  .00     9999  .00     9999  .00    17.13  .29     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph  
15/04/99 51283.5    9999  .00     9999  .00    17.4   .2      9999  .00     9999  .00  17.129 .00   17.081  .00  17.190   .00   6  mex/soph  
15/04/99 51283.79   9999  .00     9999  .00    17.375 .09    16.746 .07     9999  .00   9999  .00     9999  .00    9999   .00   6  mex/soph  
22/04/99 51290.73   9999  .00     9999  .00     9999  .00    16.977 .12     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph  
08/05/99 51306.71   9999  .00     9999  .00    17.687 .11    16.987 .14     9999  .00   9999  .00     9999  .00    9999   .00   6  mex/soph  
14/05/99 51312.72   9999  .00     9999  .00    17.716 .11    17.018 .20     9999  .00   9999  .00     9999  .00    9999   .00   6  mex/soph  
20/05/99 51319.17   9999  .00    18.570 .00    17.743 .030   17.183 .00    16.857 .00   9999  .00     9999  .00    9999   .00   3  NP-LR/LR  
08/06/99 51338.48  18.831 .20    18.564 .02    17.758 .03    17.213 .03    16.878 .02   9999  .00     9999  .00    9999   .00   4  SB/soph   
15/06/99 51344.66   9999  .00     9999  .00    18.000 .11    17.405 .15     9999  .00   9999  .00     9999  .00    9999   .00   6  mex/soph  
07/07/99 51366.52  19.134 .18    18.935 .08    9999   .00    17.527 .06    17.199 .03   9999  .00     9999  .00    9999   .00   2  ToO/sophPSF  
07/07/99 51366.52  9999   .00    9999   .00    18.04  .050    9999  .00    9999   .00   9999  .00     9999  .00    9999   .00  22  ToO/MTbgrSub  
07/07/99 51367.39  19.037 .00    18.759 .00    17.865 .100   17.447 .00    17.079 .00   9999  .00     9999  .00    9999   .00   4  SB/SB      
08/07/99 51367.61   9999  .00     9999  .00     9999  .00    17.739 .14     9999  .00   9999  .00     9999  .00    9999   .00   7  mex/soph 
24/08/99 51415.48  18.502 .00     9999  .00     9999  .00     9999  .00     9999  .00   9999  .00     9999  .00    9999   .00  -2  ToO/APas  
24/08/99 51415.48   9999  .00    19.173 .00    18.221 .100   17.872 .00    17.614 .00  17.418 .00   17.345  .00  17.230   .00   2  ToO/soph(APas) 
24/08/99 51416.49   9999  .00     9999  .00    18.24  .100    9999  .00     9999  .00   9999  .00     9999  .00    9999   .00   2  ToO/soph(APas) 
26/08/99 51417.47    9999 .00     9999  .00     9999  .00    17.754 .13     9999  .00   9999  .00     9999  .00    9999   .00   2  ToO/APas  
27/08/99 51418.46    9999 .00     9999  .00     9999  .00    17.805 .06     9999  .00   9999  .00     9999  .00    9999   .00   2  ToO/soph  
18/12/99 51530.88  20.025 .25    19.817 .40    9999   .00    18.725 .3     18.394 .34   9999  .00     9999  .00    9999   .00   3  APas/SophPSF bad seeing
18/12/99 51530.88  9999   .00    9999   .00    19.7   .300   9999   .00    9999   .00   9999  .00     9999  .00    9999   .00  33  APas/MTbgrSub 
29/12/99 51541.85   9999  .00     9999  .00    19.530 .44    19.331 .28    19.202 .43   9999  .00     9999  .00    9999   .00   2  MS/soph   
13/02/00 51587.72   9999  .00    20.926 .36    9999   .00    20.240 .38     9999  .00   9999  .00     9999  .00    9999   .00   4  SB/sophPSF 
13/02/00 51587.72   9999  .00    9999   .00    20.28  .200   9999   .00     9999  .00   9999  .00     9999  .00    9999   .00  44  SB/MTbgrSub 
16/02/00 51590.82  20.783 .00    20.840 .00    20.158 .300   20.072 .00    19.965 .00   9999  .00     9999  .00    9999   .00   2  LR/APas   
03/03/00 51606.76   9999  .00    21.8     .00     9999  .00    20.462 .00     9999  .00   9999  .00     9999  .00    9999   .00   3  EC/APas   
30/03/00 51633.57   9999  .00     9999  .00    21.37  .200   9999   .00     9999  .00   9999  .00     9999  .00    9999   .00  44  SB/MTbgrSub
#30/03/00 51633.57   9999  .00    22.01  .62    9999   .00    21.5   .79     9999  .00   9999  .00     9999  .00    9999   .00  -4  SB/SBPSF
08/04/00 51642.61   9999  .00     9999  .00    21.9   .150   9999   .00     9999  .00   9999  .00     9999  .00    9999   .00  33  MT/MTbgrSub 
#08/04/00 51642.61   9999  .00    21.787 .85    9999   .00    21.322 .56     9999  .00   9999  .00     9999  .00    9999   .00  -3  MT/APasPSF 
10/04/00 51644.569  9999  .00     9999  .00    21.6   .400    9999  .00     9999  .00   9999  .00     9999  .00    9999   .00  44  SB/MTbgrSub    
#10/04/00 51644.569  9999  .00     9999  .00    9999   .00    21.802 .32     9999  .00    9999  .00     9999  .00    9999   .00 -4  SB/SBPSF  
#----------------------------------------------------------------------------------------
#JHK         JD_max     9999    0    9999 00     9999 00                        
#             m_max      999     0    999 0       999   0                         
# Date         JD        J           H          K              S  Inst        
#06/03/99   51243.75    15.933 .00   15.558 .00 15.783 .00      0  NTT+SOFI
#24/07/99   51383.5     17.129 .00   17.081 .00 17.190 .00      1  NTT+SOFI
#25/08/99   51416.49    17.418 .00   17.345 .00 17.230 .00      0  NTT+SOFI
# 1=Dutch 2=DFOSC 3=EF2 4=TNG+OIG 6=Cananea 7=Tonantzintla
# 5=iauc
# on Jan. 15.276 UT (MJD  51193.276) B=18 (T-Max 400 film)
# on Jan. 16.374 (MJD 51194.374) V=16 (CCD image)
# notti del 24ago99, 29dic99, 30mar00, 8apr00, 10apr00 rifatte by Sophia ma preferito SB+APas
# BgrSub.migliora last 3 limits (V band) to reliable magnitudes (31May2001,MT)
# error(V): 2 dec. stime Sofia, 3 dec. stime MT basate su Del(psf-bgrSub) e art. stars
# versione riveduta e discussa 31May01 MT,APas,SB

