       4520.0100            -NaN            -NaN            -NaN
       4517.6700            -NaN            -NaN            -NaN
       4513.6200            -NaN            -NaN            -NaN
       4511.9200            -NaN            -NaN            -NaN
       4509.8700            -NaN            -NaN            -NaN
       4509.1700            -NaN            -NaN            -NaN
       4507.9000            -NaN            -NaN            -NaN
       4506.8600            -NaN            -NaN            -NaN
       4505.9900            -NaN            -NaN            -NaN
       4504.8800            -NaN            -NaN            -NaN
       4500.9700            -NaN            -NaN            -NaN
       4500.0300            -NaN            -NaN            -NaN
       4498.9000            -NaN            -NaN            -NaN
       4498.0300            -NaN            -NaN            -NaN
       4496.6200            -NaN            -NaN            -NaN
       4496.0200            -NaN            -NaN            -NaN
       4495.0500            -NaN            -NaN            -NaN
       4493.9400            -NaN            -NaN            -NaN
       4493.1400            -NaN            -NaN            -NaN
       4492.0100            -NaN            -NaN            -NaN
       4491.1300            -NaN            -NaN            -NaN
       4490.2700            -NaN            -NaN            -NaN
       4486.7200            -NaN            -NaN            -NaN
       4484.3800            -NaN            -NaN            -NaN
       4483.0400            -NaN            -NaN            -NaN
       4482.0000            -NaN            -NaN            -NaN
       4481.0300            -NaN            -NaN            -NaN
       4480.0200            -NaN            -NaN            -NaN
       4479.0200            -NaN            -NaN            -NaN
       4478.0500            -NaN            -NaN            -NaN
       4477.1200            -NaN            -NaN            -NaN
       4475.2000            -NaN            -NaN            -NaN
       4471.8200            -NaN            -NaN            -NaN
