       3886.0000   2.1862728e+43   1.7461670e-10      0.97656433
       3878.0300   1.3250752e+43   2.4063108e-09      0.95529477
       3859.8100   3.7032777e+42   2.2449556e-05      0.72403267
       3856.9400   3.3285847e+42   8.2246198e-05      0.64835737
       3853.7100   3.0514239e+42   0.00041345177      0.53936733
       3851.7400   3.1779075e+42    0.0014222427      0.45568443
       3849.6000   3.3936451e+42    0.0032374600      0.38165221
       3847.6600   3.7195885e+42    0.0084039694      0.30972909
       3846.1300   4.0611144e+42     0.013211584      0.27150826
       3843.2800   5.1565646e+42     0.043543722      0.18285460
       3842.8700   5.3916253e+42     0.051807245      0.17066010
       3841.2700   6.5562055e+42      0.10797499      0.12281210
       3840.9700   6.8402380e+42      0.11999155      0.11510286
       3838.9600   9.6168984e+42      0.25850733     0.068881254
       3838.0500   1.3107100e+43      0.39107094     0.043638476
       3836.9500   1.8685527e+43      0.55281512     0.025435372
       3836.0800   2.2339958e+43      0.59440753     0.018772462
