       3817.0800   3.8231146e+42    0.0029673397      0.39922164
       3815.6400   3.4805922e+42    0.0047342998      0.38258345
       3815.4100   4.7961941e+42    0.0019375377      0.45783139
       3812.8600   4.1991898e+42    0.0048757859      0.39401708
       3811.8900   4.9320182e+42    0.0044474818      0.40638716
       3810.6500   5.7761574e+42    0.0030250461      0.46602651
       3809.6500   5.2548965e+42    0.0055504175      0.39781966
       3809.0500   5.6435387e+42    0.0056042496      0.40167801
       3805.7700   7.5062093e+42    0.0044277582      0.40458492
       3805.0300   7.3368831e+42    0.0046442872      0.42437019
       3803.9300   9.2089443e+42    0.0019630652      0.46386343
       3803.0200   9.7567125e+42    0.0017330074      0.47587038
       3797.7300   1.5934535e+43    0.0012678517      0.47599887
       3797.0300   1.6802393e+43    0.0016568152      0.45494860
       3795.9100   1.7559676e+43    0.0016549194      0.45442803
       3795.1200   1.8979442e+43    0.0021463054      0.43813923
       3794.0400   1.8997864e+43    0.0030201653      0.40632872
       3793.2800   2.0550221e+43    0.0016418748      0.45084609
       3792.0400   1.9629024e+43    0.0023692098      0.41939172
       3790.9600   2.0169035e+43    0.0021169653      0.43214983
       3790.0300   1.7483031e+43    0.0033264950      0.39214822
       3789.0200   1.5785236e+43    0.0044779704      0.36186922
