       5241.81           NULL        20.0416
       5238.93           NULL        19.8336
       5231.29           NULL        19.8327
       5227.05           NULL        19.9724
       5223.06           NULL        19.7563
       5211.02           NULL        19.9355
       5209.35           NULL        19.9299
       5207.24           NULL        19.9403
       5204.93        19.7274       0.333522
       5202.92           NULL        19.8610
       5200.99           NULL        19.6419
       5198.90           NULL        19.7096
       5197.23        19.2579       0.238474
       5195.17        19.0921       0.215619
       5193.22        18.9655       0.198041
       5191.16        18.4689       0.177939
       5189.47        18.7792       0.177090
       5186.96        18.4111       0.152462
       5182.60        18.6538       0.158076
       5180.89        18.3524       0.156556
       5178.61        18.9269       0.200785
       5176.42        19.6394       0.335364
