       5679.58        14.7207       0.120353
       5676.77        14.8129       0.194538
       5536.23        14.4118       0.133367
       5532.73        14.3334       0.128911
       5530.24        14.2859       0.140418
       5526.71        14.2758       0.143318
       5523.56        14.4152       0.134133
       5520.61        14.2324       0.134527
       5518.00        14.1842       0.138304
       5517.26        14.1394       0.144085
       5516.09        14.2404       0.105669
       5514.66        14.2021       0.145896
       5514.33        14.1999       0.142563
       5513.00        14.1493       0.128684
       5512.44        14.1957       0.142222
       5509.54        14.0672       0.133808
       5508.69        14.3450       0.131378
       5507.56        14.1818       0.129283
       5506.60        14.0543       0.160757
       5505.61        14.0139       0.139251
