       5139.72        18.2238       0.120341
       5137.28        18.3257       0.122248
       5124.63        18.2595       0.121527
       5122.86        18.0061       0.112880
       5120.67        18.0567       0.115631
       5119.25        17.9319       0.109958
       5117.25        18.0049       0.117398
       5115.24        18.1209       0.115218
       5113.32        18.1604       0.117217
       5111.35        18.2140       0.118628
       5109.01        18.1674       0.117176
       5105.62        18.2852       0.121717
       5104.78        18.4149       0.124325
