       5539.54        19.7815       0.222951
       5538.29        19.5033       0.256903
       5536.32        19.5300       0.176461
       5534.31        19.6404       0.197429
       5532.20        19.3122       0.205768
       5530.36        19.1566       0.158879
       5528.43        19.2876       0.163340
       5525.59        19.0217       0.135839
       5524.05        19.0534       0.137631
       5522.37        19.0604       0.151107
       5519.66        18.6570       0.118760
       5518.21        18.6896       0.152557
