       4474.1000   4.7225441e+42     0.011841726      0.32293130
       4462.0200   5.6073517e+42    0.0086129062      0.35249430
       4451.6800   6.6862846e+42    0.0069617199      0.35382178
       4440.8000   9.2524537e+42    0.0051705140      0.37059052
       4436.9500   1.0421357e+43    0.0056312743      0.35897012
       4433.9000   1.1726886e+43     0.010180054      0.30628482
       4429.6500   1.4862893e+43     0.020416479      0.25006229
       4421.6800   2.8366215e+43      0.15500438      0.10057496
       4420.6800   3.5578439e+43      0.23811690     0.073047499
       4420.2100   4.1508186e+43      0.28946489     0.060817158
       4418.6400   5.9349125e+43      0.43182778     0.037503504
