       4648.9000   8.9140758e+41     0.047366210      0.19890650
       4646.2400   8.9447781e+41     0.038982245      0.21209124
       4645.2000   9.0678075e+41     0.046530085      0.20813481
       4644.4300   9.0627501e+41     0.048671259      0.20438683
       4626.8200   8.8899003e+41     0.039928709      0.21724068
       4624.6800   8.7936847e+41     0.040178106      0.21859758
       4614.7400   8.6017660e+41     0.037442585      0.20371439
       4613.9700   8.7729836e+41     0.032507295      0.21730855
       4603.7000   9.1710857e+41     0.032056576      0.23007342
       4600.7900   8.9605791e+41     0.033067785      0.22105538
       4598.8200   9.0911188e+41     0.035204350      0.21946659
       4596.0700   9.1182014e+41     0.031103649      0.22323416
       4595.3400   8.6479069e+41     0.033830975      0.21090487
       4592.9000   9.3210131e+41     0.031284622      0.22453302
       4591.3600   1.0438248e+42     0.048218443      0.20248531
       4587.9900   9.2209138e+41     0.033526544      0.20900702
       4585.0500   9.3425124e+41     0.028207577      0.23424480
       4582.9600   9.7972000e+41     0.020787277      0.25460384
       4580.6900   1.0881015e+42     0.017499612      0.27554653
       4578.8600   1.1183265e+42     0.016390547      0.28154938
       4577.0100   1.2163243e+42     0.017160698      0.27021004
       4573.7400   1.5957610e+42    0.0068200988      0.34662404
       4571.3300   1.9672923e+42    0.0056416435      0.35963111
       4569.2900   1.9569802e+42    0.0051083751      0.36613679
       4566.7800   1.9387287e+42    0.0046114138      0.37265291
       4565.0000   1.7657824e+42    0.0068068248      0.34594940
       4563.0000   1.5457859e+42    0.0096415721      0.32071094
       4561.2600   1.5214847e+42     0.010565562      0.31788349
