       5539.5400   9.1934786e+14     0.014684190      0.30177144
       5538.2900   1.1450938e+15    0.0090427098      0.33326993
       5536.3200   1.1160644e+15    0.0089540192      0.33000123
       5534.3100   9.4705832e+14     0.015300177      0.28721264
       5532.2000   1.2374176e+15    0.0082474640      0.33753810
       5530.3600   1.5730757e+15    0.0046611242      0.37667005
       5528.4300   1.3741912e+15    0.0074291496      0.33841783
       5525.5900   1.4668330e+15    0.0048720228      0.39371298
       5524.0500   1.7767463e+15    0.0063440450      0.36063445
       5522.3700   1.9373895e+15    0.0079941814      0.32717219
       5519.6600   2.6804688e+15     0.014815400      0.27811248
       5518.2100   2.6630817e+15     0.027617538      0.22934492
