       4154.21        18.8081       0.129282
       4150.22        18.7931       0.117490
       4147.24        18.9920       0.131700
       4144.76        18.8100       0.121403
       4139.99        18.8828       0.156620
       4136.94        18.6879       0.146068
       4129.81        18.8548       0.117581
       4127.19        18.6561       0.120317
       4116.19        19.0331       0.182696
       4107.07        18.9565       0.153025
       4094.04        18.6629      0.0983292
       4089.92        18.8986       0.196146
       4085.65        18.3807       0.138325
       4080.14        17.8331       0.125571
       4071.55        17.5325       0.105226
       4067.54        17.3862       0.100750
       4064.07        17.2562       0.104639
       4061.03        17.0749       0.129784
       4057.14        16.8958      0.0947886
       4053.32        16.9603      0.0995023
       4048.59        16.6930       0.107271
       4044.83        16.4664      0.0861308
       4040.74        16.2348      0.0729438
       4033.57        15.5331      0.0685857
       4031.03        15.2606      0.0710086
       4027.68        14.9787      0.0686774
       4025.56        14.8303      0.0711797
       4022.22        14.6395      0.0823587
