       5766.56        18.4488       0.332883
       5762.61        18.4770       0.331666
       5754.69        18.4326       0.330580
       5750.68        18.2916       0.298225
       5746.16        18.5942       0.360925
       5745.28        18.3121       0.294661
       5743.88        18.4874       0.333627
       5742.92        18.3738       0.308437
       5741.81        18.4941       0.335355
       5741.41        18.2441       0.282213
       5740.37           NULL        18.5147
       5738.77        17.7392       0.248164
       5737.63        17.8249       0.214195
       5736.62        17.7076       0.205797
       5736.13        17.7212       0.214486
       5734.95        17.5823       0.200529
       5734.02        17.6889       0.211877
       5733.08        17.6517       0.223358
       5732.05        17.5374       0.196944
       5730.74        17.4561       0.189061
       5729.67        17.3934       0.181333
       5729.41        17.6068       0.189745
       5727.87        17.4500       0.173244
       5726.73        17.6401       0.192339
       5725.47        17.2568       0.160725
       5723.78        17.3355       0.172937
       5723.18        17.2128       0.156007
       5722.00        17.0727       0.144350
       5720.76        16.8766       0.139459
       5719.10        16.7302       0.162925
       5717.92        16.5115       0.117787
       5716.73        16.1790       0.116055
       5716.06        15.9779       0.124179
