       4522.40           NULL        18.5405
       4520.01        18.8351       0.220726
       4517.67        18.9719       0.319140
       4513.62        18.8030       0.260893
       4511.92        18.8748       0.271710
       4509.87        18.8459       0.245639
       4509.17        18.7634       0.231153
       4507.90        18.9655       0.275675
       4506.86        18.8422       0.236206
       4505.99        18.6702       0.194961
       4504.88        18.5476       0.183253
       4500.97        18.5348       0.237552
       4500.03        18.6194       0.214498
       4498.90        18.4749       0.235551
       4498.03        18.4078       0.180265
       4496.62        18.3325       0.184161
       4496.02        18.3316       0.191006
       4495.05        18.0980       0.171702
       4493.94        18.0545       0.186447
       4493.14        17.9786       0.194172
       4492.01        17.8939       0.184563
       4491.13        17.8273       0.181037
       4490.27        17.6797       0.157475
       4486.72        17.2724       0.164705
       4484.38        17.0018       0.113949
       4483.04        16.9122       0.175700
       4482.00        16.8391       0.140340
       4481.03        16.8166       0.136214
       4480.02        16.8040       0.158194
       4479.02        16.7928       0.157003
       4478.05        16.8232       0.140525
       4477.12        16.8389       0.209206
       4475.20        16.8501       0.105278
       4471.82        17.0863       0.130433
