       5456.8100   1.9901923e+42    0.0021755429      0.44410766
       5455.8900   1.7218040e+42    0.0037830069      0.39202233
       5454.1200   1.6339843e+42    0.0039056070      0.40472703
       5450.1700   1.7855596e+42    0.0044779677      0.40917280
       5448.1000   1.6348938e+42    0.0053556701      0.38386136
       5443.6800   1.8980215e+42    0.0031380135      0.42218385
       5442.0100   1.8504231e+42    0.0023695893      0.41945891
       5439.7300   2.0403852e+42    0.0022215183      0.45349293
       5437.6200   1.9293421e+42    0.0032361011      0.43538042
       5435.6400   2.1532409e+42    0.0017009878      0.46707805
       5429.6600   3.1261938e+42    0.0016681518      0.45806154
       5425.9800   3.3202261e+42    0.0012841612      0.48212205
       5423.9400   3.4734557e+42    0.0012696483      0.47667335
       5421.6000   3.0761087e+42    0.0021302230      0.43485622
       5420.3300   3.0553323e+42    0.0027212167      0.41921976
