       4876.55        15.5007      0.0689099
       4877.26        15.5793      0.0714802
       4864.95        15.4401      0.0745790
       4863.15        15.4202      0.0767107
       4859.14        15.3581      0.0719631
       4856.93        15.3208      0.0684600
       4853.32        15.1927      0.0713575
       4848.56        15.1793      0.0735299
       4844.92        15.0961      0.0784894
       4840.67        15.0899      0.0800034
       4836.89        15.1020      0.0804072
       4831.94        15.0769      0.0767164
       4826.19        15.0598      0.0807181
       4823.99        15.1230      0.0807541
