       5679.5800   1.4483105e+43     0.026336650      0.23572064
       5676.7600   1.3982009e+43     0.023486930      0.24520156
       5536.2300   2.4774982e+43     0.014023122      0.28818599
       5532.7300   2.5650986e+43     0.014996039      0.28150341
       5530.2300   2.5967371e+43     0.016067923      0.27600750
       5526.7000   2.8391901e+43     0.013051654      0.29418101
       5523.5500   2.6952378e+43     0.011247379      0.30672310
       5520.6100   3.0252260e+43     0.012994964      0.29290324
       5517.9900   3.0370004e+43     0.013982497      0.28735113
       5517.2500   3.1001614e+43     0.013996146      0.28763162
       5516.1200   3.0214044e+43     0.014011224      0.28794148
       5514.6500   3.0886531e+43     0.013934251      0.28635963
       5514.3200   3.0618882e+43     0.012999598      0.29300769
       5512.5700   3.0958651e+43     0.013998161      0.28767302
       5512.4300   3.2068649e+43     0.012966320      0.29225761
       5509.5300   3.3278405e+43     0.014944941      0.28054421
       5509.6100   3.3214054e+43     0.016114199      0.27680241
       5506.5900   3.5011464e+43     0.014981652      0.28123333
