       5573.08        20.6406       0.150914
       5571.81        20.5608       0.129588
       5570.80        20.5622       0.127512
       5570.20        20.5550       0.149793
       5569.09        21.0577       0.210197
       5568.26        20.6523       0.222025
       5567.36        20.3714       0.126195
       5563.08        20.7550       0.338853
       5561.91        20.4668       0.262141
       5561.33        20.1548       0.226339
       5560.33           NULL        20.7199
       5557.71        20.4300       0.236155
       5556.88        20.3495       0.225164
       5555.84        20.3694       0.247064
       5554.64           NULL        20.2479
       5553.80        20.0963       0.203539
       5553.02        20.6284       0.352268
       5551.75        20.1100       0.213852
       5550.86        19.5613      0.0817583
       5550.40        18.7023      0.0836859
       5550.23        17.7456      0.0842750
