       3573.55        17.4609       0.128157
       3568.53        16.8792       0.103693
       3565.51        16.6767      0.0927322
       3564.51        16.5610       0.107605
       3562.83        15.9029      0.0842418
       3561.96        16.2665      0.0893144
       3560.63        15.9579      0.0840836
       3560.03        15.4894      0.0861132
       3558.81        14.7449      0.0945687
       3557.88        14.4334       0.113415
       3557.28        14.3031       0.107000
       3552.39        12.7955       0.144924
