       5721.3800   1.7063755e+42    0.0027106994      0.41759951
       5718.8600   1.7693859e+42    0.0029120079      0.39177738
       5716.8300   1.8838425e+42    0.0024437863      0.43259308
       5714.8200   1.9635445e+42    0.0021538312      0.43967551
       5713.2100   2.0661664e+42    0.0018987264      0.44866047
       5710.7700   2.1336484e+42    0.0021387737      0.43660172
       5707.2700   2.2772647e+42    0.0026738482      0.41192236
       5705.1800   2.4440548e+42    0.0040902511      0.37374532
       5700.9000   2.9028365e+42     0.019169526      0.25488979
       5698.8600   3.2792786e+42     0.039000396      0.19856628
       5697.6500   3.7904048e+42     0.059932807      0.16616223
       5695.6500   4.2954932e+42      0.10792022      0.12274980
