       5409.70           NULL        20.6688
       5355.27        20.7017       0.204503
       5344.96        20.6652       0.192381
       5334.28        19.9607       0.204534
       5332.40        20.3455       0.275088
       5330.28           NULL        19.0368
       5327.85        20.2062       0.250586
       5325.62        19.9826       0.212166
       5324.00        19.8531       0.191288
       5321.66        19.5343       0.163387
       5320.19        19.1678       0.136467
       5318.12        18.7699       0.112668
       5316.18        18.7712       0.113219
       5313.58        18.3936       0.123516
       5311.15        18.4268       0.129130
       5307.01        18.2569      0.0823526
