       5950.7400   2.2049952e+42   5.6243531e-07      0.85467365
       5944.1900   2.0751668e+42   6.2369502e-06      0.77048511
       5939.5700   1.8952987e+42   2.2115014e-05      0.71324318
       5930.2700   1.9330288e+42   0.00019412623      0.58665380
       5922.6500   2.2115409e+42   0.00091354681      0.47733173
       5920.2500   2.4042576e+42    0.0010560024      0.46663128
       5917.0400   2.4817363e+42    0.0028953245      0.38953282
       5913.1200   2.8010370e+42    0.0064845808      0.32957171
       5909.7500   2.8726407e+42     0.012412089      0.27976540
       5909.7500   2.8726407e+42     0.012412089      0.27976540
       5907.4100   3.3063790e+42     0.017519975      0.25329927
       5903.8600   3.6618080e+42     0.024088172      0.23268378
       5903.8600   3.6618080e+42     0.024088172      0.23268378
       5901.3300   3.6216613e+42     0.028609700      0.22072941
       5898.3200   4.3389961e+42     0.042351362      0.18944287
       5895.0100   4.8077159e+42     0.048563054      0.18027355
       5895.0100   4.8077159e+42     0.048563054      0.18027355
       5892.2300   5.1116742e+42     0.057230154      0.16790735
       5892.2300   5.1116742e+42     0.057230154      0.16790735
       5889.0300   5.1779303e+42     0.069054385      0.15393921
       5889.0300   5.1779303e+42     0.069054385      0.15393921
       5885.9800   5.4845863e+42     0.066583062      0.15655844
       5885.9800   5.4845863e+42     0.066583062      0.15655844
       5883.2300   5.6200391e+42     0.077208490      0.14734565
       5883.2300   5.6200391e+42     0.077208490      0.14734565
       5880.2500   5.6715904e+42     0.085194988      0.14009165
       5880.2500   5.6715904e+42     0.085194988      0.14009165
       5876.8400   5.8294919e+42     0.085212355      0.14012021
       5876.8400   5.8294919e+42     0.085212355      0.14012021
       5873.5900   5.2585900e+42     0.064229255      0.15942016
       5873.5900   5.2585900e+42     0.064229255      0.15942016
       5871.0500   5.2200220e+42     0.085175687      0.14005991
       5871.0500   5.2200220e+42     0.085175687      0.14005991
       5868.0500   4.3898008e+42     0.063859110      0.15850144
       5868.0500   4.3898008e+42     0.063859110      0.15850144
       5865.4000   4.2398639e+42     0.069298480      0.15448336
       5865.4000   4.2398639e+42     0.069298480      0.15448336
       5861.8300   3.4063597e+42     0.042495949      0.19008963
       5861.8300   3.4063597e+42     0.042495949      0.19008963
       5858.6900   2.5695976e+42     0.030397669      0.21816727
       5858.6900   2.5695976e+42     0.030397669      0.21816727
       5856.3200   1.9173557e+42     0.020411480      0.25000106
       5856.3200   1.9173557e+42     0.020411480      0.25000106
       5852.5300            -NaN             NaN             NaN
       5852.5300            -NaN             NaN             NaN
       5843.2800            -NaN             NaN             NaN
       5842.2100            -NaN             NaN             NaN
       5841.2700            -NaN             NaN             NaN
       5838.5600            -NaN             NaN             NaN
       5838.5600            -NaN             NaN             NaN
