PTF10iam,P48,R,2455345.972000,19.142500,0.114369
PTF10iam,P48,R,2455346.786688,18.942514,0.033443
PTF10iam,P48,R,2455351.823361,18.411375,0.016937
PTF10iam,P48,R,2455356.939960,18.455879,0.021771
PTF10iam,P48,R,2455362.929512,18.597932,0.020985
PTF10iam,P48,R,2455368.807812,18.678097,0.026817
PTF10iam,P48,R,2455373.914775,18.799413,0.045402
PTF10iam,P48,R,2455384.734137,19.012131,0.019300
PTF10iam,P48,R,2455390.734316,19.172544,0.024891
PTF10iam,P48,R,2455396.716246,19.380984,0.035802
PTF10iam,P48,R,2455401.718304,19.557402,0.049715
PTF10iam,P48,R,2455412.826703,19.680302,0.081705
PTF10iam,P48,R,2455419.790000,19.847100,0.140768
PTF10iam,P48,R,2455423.706763,19.956617,0.049074
PTF10iam,P48,R,2455427.716399,20.038187,0.056389
PTF10iam,P48,R,2455430.774192,20.074083,0.096323
PTF10iam,P48,R,2455434.661000,19.954600,0.097094
PTF10iam,P60,r,2455347.940000,18.731800,0.017192
PTF10iam,P60,r,2455406.878000,19.657900,0.134572
PTF10iam,P60,i,2455347.952468,18.813636,0.030597
PTF10iam,P60,i,2455406.868000,19.315100,0.112103
PTF10iam,P48,R,2455281.812000,<20.327200,--
PTF10iam,P48,R,2455313.924000,<20.930100,--
PTF10iam,P48,R,2455318.947349,<21.316161,--
PTF10iam,P48,R,2455323.962000,<21.222700,--
PTF10iam,P48,R,2455324.786127,<21.553096,--
PTF10iam,P48,R,2455330.991000,<20.914400,--
PTF10iam,P48,R,2455338.779000,<20.994400,--
PTF10iam,P48,R,2455464.704000,<20.579800,--
SNLS04D4ec,CFHT,g,53203.572195,23.549336,0.017970
SNLS04D4ec,CFHT,g,53209.591014,24.051722,0.029931
SNLS04D4ec,CFHT,g,53210.563124,24.194710,0.027310
SNLS04D4ec,CFHT,g,53176.597957,<26.608789,--
SNLS04D4ec,CFHT,g,53180.600027,<26.478764,--
SNLS04D4ec,CFHT,r,53195.555150,22.711123,0.018664
SNLS04D4ec,CFHT,r,53198.528625,22.816968,0.016919
SNLS04D4ec,CFHT,r,53203.544160,23.025517,0.023255
SNLS04D4ec,CFHT,r,53209.566284,23.391082,0.027904
SNLS04D4ec,CFHT,r,53224.588429,24.373613,0.167703
SNLS04D4ec,CFHT,r,53227.507000,24.706717,0.181778
SNLS04D4ec,CFHT,r,53231.508000,25.063280,0.248657
SNLS04D4ec,CFHT,r,53234.511000,25.842172,0.378625
SNLS04D4ec,CFHT,r,53176.584984,<25.341728,--
SNLS04D4ec,CFHT,r,53180.578851,<26.332717,--
SNLS04D4ec,CFHT,i,53195.517060,22.609931,0.020807
SNLS04D4ec,CFHT,i,53198.504748,22.558947,0.026750
SNLS04D4ec,CFHT,i,53203.507140,22.710974,0.029460
SNLS04D4ec,CFHT,i,53209.543869,23.111798,0.047570
SNLS04D4ec,CFHT,i,53227.459000,24.481197,0.217158
SNLS04D4ec,CFHT,i,53231.476000,24.400791,0.238481
SNLS04D4ec,CFHT,i,53234.473900,24.535898,0.119546
SNLS04D4ec,CFHT,i,53238.383000,24.957541,0.321220
SNLS04D4ec,CFHT,i,53180.540840,<25.998549,--
SNLS04D4ec,CFHT,z,53196.582126,22.427129,0.050930
SNLS04D4ec,CFHT,z,53197.551760,22.437011,0.054060
SNLS04D4ec,CFHT,z,53198.561851,22.563719,0.050992
SNLS05D2bk,CFHT,g,53385.521028,23.319532,0.017554
SNLS05D2bk,CFHT,g,53390.541053,23.563223,0.029466
SNLS05D2bk,CFHT,g,53408.495088,24.866578,0.064357
SNLS05D2bk,CFHT,g,53415.520000,25.599351,0.234935
SNLS05D2bk,CFHT,g,53446.346612,24.983061,0.099689
SNLS05D2bk,CFHT,g,53463.312549,25.554518,0.140440
SNLS05D2bk,CFHT,g,53469.341369,25.349999,0.098551
SNLS05D2bk,CFHT,g,53474.385873,25.373183,0.141104
SNLS05D2bk,CFHT,r,53375.587226,24.899650,0.125645
