SURVEY:  PS1MD
SNID:  PS0910018
IAUC:    UNKNOWN
RA:        35.6669580  deg
DECL:       -4.0273060  deg
MWEBV:    0.0211 +- 0.0003  MW E(B-V)
REDSHIFT_FINAL:  0.2650 +- 0.0010  (CMB)
SEARCH_PEAKMJD: 55104.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PS0910018.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0005

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 401
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55074.6 g NULL  -39.611 10.919 nan -0.299
OBS: 55086.6 g NULL  -28.938 19.674 nan -0.738
OBS: 55089.6 g NULL  -3.587 9.441 nan -2.858
OBS: 55095.5 g NULL  43.268 12.688 -9.090 0.318
OBS: 55098.5 g NULL  132.372 12.481 -10.304 0.102
OBS: 55101.6 g NULL  248.348 10.544 -10.988 0.046
OBS: 55104.6 g NULL  317.505 12.655 -11.254 0.043
OBS: 55161.3 g NULL  -23.324 18.121 nan -0.844
OBS: 55170.3 g NULL  -8.233 20.050 nan -2.644
OBS: 55173.4 g NULL  -0.593 9.219 nan -16.893
OBS: 55176.4 g NULL  9.342 8.693 -7.426 1.010
OBS: 55179.4 g NULL  15.359 8.016 -7.966 0.567
OBS: 55188.3 g NULL  7.686 12.670 -7.214 1.790
OBS: 55191.2 g NULL  0.686 13.298 -4.590 21.059
OBS: 55203.2 g NULL  13.205 8.193 -7.802 0.674
OBS: 55206.3 g NULL  3.812 6.949 -6.453 1.979
OBS: 55215.2 g NULL  3.236 9.234 -6.275 3.099
OBS: 55413.6 g NULL  1.467 9.858 -5.416 7.296
OBS: 55416.6 g NULL  10.021 9.059 -7.502 0.982
OBS: 55422.6 g NULL  -7.238 12.683 nan -1.902
OBS: 55425.6 g NULL  0.270 10.784 -3.576 43.447
OBS: 55428.6 g NULL  -11.066 8.558 nan -0.840
OBS: 55446.6 g NULL  9.617 9.458 -7.458 1.068
OBS: 55449.6 g NULL  3.552 10.396 -6.376 3.178
OBS: 55452.6 g NULL  -0.256 8.185 nan -34.673
OBS: 55455.6 g NULL  7.011 8.468 -7.114 1.311
OBS: 55458.6 g NULL  -6.449 13.866 nan -2.334
OBS: 55467.6 g NULL  51.115 20.227 -9.271 0.430
OBS: 55476.6 g NULL  14.800 10.199 -7.926 0.748
OBS: 55479.6 g NULL  0.554 16.351 -4.359 32.027
OBS: 55482.6 g NULL  -2.903 9.477 nan -3.545
OBS: 55485.6 g NULL  -21.913 13.742 nan -0.681
OBS: 55500.5 g NULL  1.951 9.315 -5.725 5.185
OBS: 55503.4 g NULL  -10.787 9.740 nan -0.980
OBS: 55509.5 g NULL  6.904 10.043 -7.098 1.579
OBS: 55524.5 g NULL  24.890 39.900 -8.490 1.740
OBS: 55530.4 g NULL  -4.132 39.096 nan -10.272
OBS: 55587.3 g NULL  0.990 10.800 -4.989 11.844
OBS: 55593.3 g NULL  16.952 10.475 -8.073 0.671
OBS: 55596.3 g NULL  -0.564 10.032 nan -19.315
OBS: 55809.6 g NULL  -0.254 8.329 nan -35.644
OBS: 55812.5 g NULL  15.053 15.491 -7.944 1.117
OBS: 55824.6 g NULL  13.075 8.836 -7.791 0.734
OBS: 55828.5 g NULL  1.375 7.801 -5.346 6.161
OBS: 55836.5 g NULL  -13.415 16.133 nan -1.306
OBS: 55839.5 g NULL  2.720 12.449 -6.086 4.970
