SURVEY:  PS1MD
SNID:  PSc360060
IAUC:    UNKNOWN
RA:        186.0911417  deg
DECL:       47.2093889  deg
MWEBV: 0.0110 +- 0.0002 MW E(B-V)
REDSHIFT_FINAL:  0.4374 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.3940 +- 0.0260
SEARCH_PEAKMJD: 55961.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc360060.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0003
# HOSTNAME: dsp058

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 414
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 54980.4 g NULL  -8.024 9.244 nan -1.251
OBS: 54993.3 g NULL  1.891 12.682 -5.692 7.280
OBS: 54999.3 g NULL  1.631 12.309 -5.531 8.196
OBS: 55002.3 g NULL  -16.716 15.561 nan -1.011
OBS: 55191.6 g NULL  0.113 8.400 -2.630 80.920
OBS: 55203.6 g NULL  7.437 8.615 -7.179 1.258
OBS: 55212.6 g NULL  2.456 6.850 -5.976 3.028
OBS: 55215.6 g NULL  -7.857 7.077 nan -0.978
OBS: 55221.6 g NULL  1.836 8.005 -5.659 4.735
OBS: 55230.6 g NULL  -9.513 12.333 nan -1.408
OBS: 55233.5 g NULL  -8.914 13.613 nan -1.658
OBS: 55236.6 g NULL  17.326 11.292 -8.097 0.708
OBS: 55239.5 g NULL  5.539 7.376 -6.859 1.446
OBS: 55242.5 g NULL  -14.088 8.446 nan -0.651
OBS: 55248.5 g NULL  0.501 10.058 -4.250 21.779
OBS: 55251.5 g NULL  39.105 20.873 -8.981 0.580
OBS: 55266.5 g NULL  3.799 19.655 -6.449 5.617
OBS: 55269.6 g NULL  0.270 12.751 -3.580 51.201
OBS: 55272.6 g NULL  -17.844 15.477 nan -0.942
OBS: 55275.5 g NULL  17.858 12.192 -8.130 0.741
OBS: 55301.3 g NULL  26.863 20.286 -8.573 0.820
OBS: 55302.4 g NULL  -15.833 14.620 nan -1.003
OBS: 55305.3 g NULL  29.613 13.506 -8.679 0.495
OBS: 55326.4 g NULL  9.387 12.098 -7.431 1.399
OBS: 55329.4 g NULL  -17.015 10.095 nan -0.644
OBS: 55332.3 g NULL  8.977 11.006 -7.383 1.331
OBS: 55350.3 g NULL  13.715 9.784 -7.843 0.775
OBS: 55353.3 g NULL  -4.523 8.389 nan -2.014
OBS: 55359.3 g NULL  -18.413 43.141 nan -2.544
OBS: 55362.3 g NULL  -33.555 13.477 nan -0.436
OBS: 55365.3 g NULL  9.396 16.100 -7.432 1.860
OBS: 55596.6 g NULL  0.686 7.264 -4.591 11.494
OBS: 55602.5 g NULL  -11.757 7.403 nan -0.684
OBS: 55605.6 g NULL  -25.619 21.480 nan -0.910
OBS: 55632.6 g NULL  17.931 8.547 -8.134 0.518
OBS: 55635.5 g NULL  -11.666 16.004 nan -1.489
OBS: 55650.6 g NULL  7.203 14.419 -7.144 2.174
OBS: 55653.5 g NULL  5.276 9.253 -6.806 1.904
OBS: 55662.4 g NULL  4.092 12.448 -6.530 3.303
OBS: 55665.3 g NULL  13.538 17.215 -7.829 1.381
OBS: 55674.3 g NULL  -5.762 7.076 nan -1.333
OBS: 55677.4 g NULL  7.314 7.246 -7.160 1.076
OBS: 55680.3 g NULL  0.228 14.846 -3.392 70.853
OBS: 55692.4 g NULL  -12.683 17.295 nan -1.481
OBS: 55701.3 g NULL  2.411 8.493 -5.955 3.826
OBS: 55710.3 g NULL  2.923 8.315 -6.165 3.088
OBS: 55719.3 g NULL  7.665 8.793 -7.211 1.246
OBS: 55722.3 g NULL  -43.554 25.688 nan -0.640
OBS: 55731.3 g NULL  24.913 18.854 -8.491 0.822
OBS: 55947.6 g NULL  12.736 10.508 -7.763 0.896
OBS: 55949.6 g NULL  20.949 10.604 -8.303 0.550
OBS: 55952.6 g NULL  41.246 9.386 -9.038 0.247
OBS: 55955.7 g NULL  43.057 10.883 -9.085 0.274
OBS: 55973.6 g NULL  12.557 11.430 -7.747 0.988
OBS: 55981.6 g NULL  20.807 9.577 -8.296 0.500
OBS: 55984.6 g NULL  25.185 9.975 -8.503 0.430
OBS: 56000.5 g NULL  4.928 10.079 -6.732 2.221
OBS: 56006.5 g NULL  2.268 9.977 -5.889 4.776
OBS: 56029.5 g NULL  28.026 11.388 -8.619 0.441
OBS: 56032.3 g NULL  2.269 7.697 -5.890 3.683
OBS: 56037.4 g NULL  5.750 10.220 -6.899 1.930
OBS: 56040.3 g NULL  -11.468 11.721 nan -1.110
OBS: 56043.3 g NULL  6.306 8.202 -6.999 1.412
OBS: 56046.5 g NULL  2.798 11.066 -6.117 4.294
OBS: 56059.3 g NULL  -32.259 18.942 nan -0.638
OBS: 56062.3 g NULL  -1.752 7.356 nan -4.559
OBS: 56065.3 g NULL  4.649 10.601 -6.668 2.476
OBS: 56325.6 g NULL  -6.382 16.241 nan -2.763
OBS: 56328.6 g NULL  0.529 9.930 -4.310 20.360
OBS: 56331.6 g NULL  -11.155 7.325 nan -0.713
OBS: 56336.6 g NULL  -1.542 7.059 nan -4.970
OBS: 56354.6 g NULL  2.552 12.714 -6.017 5.410
OBS: 56357.6 g NULL  -0.244 9.733 nan -43.241
OBS: 56371.5 g NULL  2.711 10.424 -6.083 4.175
OBS: 56384.5 g NULL  -2.633 15.163 nan -6.253
OBS: 56387.5 g NULL  -1.573 14.895 nan -10.280
OBS: 56390.4 g NULL  -0.329 16.692 nan -55.051
OBS: 56398.5 g NULL  7.661 15.329 -7.211 2.173
OBS: 56401.3 g NULL  0.763 12.638 -4.706 17.986
OBS: 56416.4 g NULL  9.138 12.144 -7.402 1.443
OBS: 56421.3 g NULL  -2.383 7.983 nan -3.637
OBS: 56427.3 g NULL  -1.890 13.120 nan -7.536
OBS: 56430.4 g NULL  -11.568 18.692 nan -1.754
OBS: 56443.3 g NULL  1.758 7.243 -5.612 4.474
OBS: 56451.3 g NULL  3.415 11.325 -6.333 3.601
OBS: 56460.3 g NULL  7.237 13.681 -7.149 2.053
OBS: 56478.3 g NULL  0.913 12.951 -4.901 15.410
OBS: 54941.4 r NULL  -0.693 12.935 nan -20.256
OBS: 54952.4 r NULL  0.471 14.669 -4.183 33.792
OBS: 54953.3 r NULL  -7.804 12.310 nan -1.713
OBS: 54993.4 r NULL  0.761 14.925 -4.703 21.308
OBS: 54996.3 r NULL  0.500 14.170 -4.247 30.783
OBS: 54999.3 r NULL  9.261 17.154 -7.417 2.011
OBS: 55002.3 r NULL  4.246 17.050 -6.570 4.360
OBS: 55191.6 r NULL  4.612 12.043 -6.660 2.835
OBS: 55209.6 r NULL  -17.082 15.137 nan -0.962
OBS: 55212.6 r NULL  -13.735 11.967 nan -0.946
OBS: 55215.6 r NULL  -15.403 11.309 nan -0.797
OBS: 55221.6 r NULL  -31.339 13.410 nan -0.465
OBS: 55230.6 r NULL  17.503 17.676 -8.108 1.096
OBS: 55233.5 r NULL  4.176 15.444 -6.552 4.015
OBS: 55236.6 r NULL  -17.033 13.620 nan -0.868
OBS: 55239.6 r NULL  -18.690 12.402 nan -0.720
OBS: 55242.6 r NULL  14.394 12.023 -7.895 0.907
OBS: 55248.5 r NULL  -6.756 11.683 nan -1.877
OBS: 55251.5 r NULL  -35.330 18.556 nan -0.570
OBS: 55266.6 r NULL  -38.059 22.428 nan -0.640
OBS: 55269.6 r NULL  -0.772 22.819 nan -32.114
OBS: 55272.6 r NULL  -6.179 19.076 nan -3.352
OBS: 55275.5 r NULL  65.918 20.472 -9.548 0.337
OBS: 55301.3 r NULL  -14.547 18.990 nan -1.417
