SURVEY:  PS1MD
SNID:  PSc530258
IAUC:    UNKNOWN
RA:        352.0431167  deg
DECL:       0.9557917  deg
MWEBV: 0.0295 +- 0.0010 MW E(B-V)
REDSHIFT_FINAL:  0.2207 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 9.8020 +- 0.1255
SEARCH_PEAKMJD: 56482.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc530258.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp055

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 371
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55074.6 g NULL  -5.380 13.489 nan -2.722
OBS: 55086.5 g NULL  -12.096 19.593 nan -1.759
OBS: 55089.4 g NULL  7.399 8.903 -7.173 1.306
OBS: 55092.4 g NULL  10.613 8.174 -7.565 0.836
OBS: 55095.4 g NULL  -13.309 8.451 nan -0.689
OBS: 55098.5 g NULL  3.199 15.363 -6.263 5.214
OBS: 55101.5 g NULL  -1.259 13.224 nan -11.400
OBS: 55173.3 g NULL  -15.889 6.716 nan -0.459
OBS: 55176.3 g NULL  -12.648 6.759 nan -0.580
OBS: 55179.3 g NULL  -2.309 5.798 nan -2.726
OBS: 55389.5 g NULL  -1.611 8.761 nan -5.907
OBS: 55398.6 g NULL  26.141 14.861 -8.543 0.617
OBS: 55413.6 g NULL  -0.525 9.282 nan -19.181
OBS: 55416.6 g NULL  -11.667 9.416 nan -0.876
OBS: 55422.6 g NULL  -5.690 10.876 nan -2.075
OBS: 55425.6 g NULL  2.957 11.092 -6.177 4.073
OBS: 55428.6 g NULL  17.500 9.727 -8.108 0.603
OBS: 55440.5 g NULL  5.459 12.652 -6.843 2.516
OBS: 55446.6 g NULL  -17.149 9.397 nan -0.595
OBS: 55449.5 g NULL  -2.765 21.319 nan -8.372
OBS: 55452.4 g NULL  4.175 8.116 -6.552 2.111
OBS: 55458.3 g NULL  -7.561 38.214 nan -5.488
OBS: 55467.4 g NULL  13.439 22.257 -7.821 1.798
OBS: 55476.5 g NULL  -0.887 8.490 nan -10.392
OBS: 55479.3 g NULL  2.625 12.280 -6.048 5.079
OBS: 55482.3 g NULL  16.553 14.540 -8.047 0.954
OBS: 55485.3 g NULL  -36.998 21.887 nan -0.642
OBS: 55500.3 g NULL  -11.270 6.989 nan -0.673
OBS: 55503.3 g NULL  6.302 5.521 -6.999 0.951
OBS: 55530.3 g NULL  25.460 15.712 -8.515 0.670
OBS: 55767.6 g NULL  3.416 13.598 -6.334 4.323
OBS: 55770.6 g NULL  -17.863 10.663 nan -0.648
OBS: 55773.6 g NULL  -8.954 10.490 nan -1.272
OBS: 55776.6 g NULL  4.692 4.596 -6.678 1.063
OBS: 55779.6 g NULL  5.361 8.016 -6.823 1.623
OBS: 55782.6 g NULL  0.597 10.207 -4.441 18.551
OBS: 55794.6 g NULL  -20.081 18.829 nan -1.018
OBS: 55797.6 g NULL  -0.149 8.707 nan -63.614
OBS: 55800.5 g NULL  -16.062 14.473 nan -0.978
OBS: 55803.6 g NULL  -1.575 8.003 nan -5.518
OBS: 55806.6 g NULL  -6.156 11.849 nan -2.090
OBS: 55809.6 g NULL  7.758 6.611 -7.224 0.925
OBS: 55812.5 g NULL  -1.072 11.815 nan -11.967
OBS: 55821.4 g NULL  -16.854 21.880 nan -1.410
OBS: 55824.5 g NULL  -1.951 10.552 nan -5.871
OBS: 55828.4 g NULL  10.560 8.312 -7.559 0.855
