SURVEY:  PS1MD
SNID:  PSc510234
IAUC:    UNKNOWN
RA:        242.9167208  deg
DECL:       56.3344472  deg
MWEBV: 0.0070 +- 0.0004 MW E(B-V)
REDSHIFT_FINAL:  0.3402 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.1850 +- 0.0205
SEARCH_PEAKMJD: 56417.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc510234.0x1613.doug.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp056

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 378
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 54979.5 g NULL  4.150 9.019 -6.545 2.360
OBS: 54982.4 g NULL  0.336 7.516 -3.815 24.317
OBS: 54993.4 g NULL  -0.747 13.314 nan -19.347
OBS: 54996.4 g NULL  -24.692 12.516 nan -0.550
OBS: 54999.4 g NULL  7.608 10.697 -7.203 1.527
OBS: 55002.4 g NULL  -13.007 8.177 nan -0.683
OBS: 55011.4 g NULL  4.202 14.013 -6.559 3.620
OBS: 55014.3 g NULL  8.690 17.027 -7.347 2.127
OBS: 55029.3 g NULL  0.391 29.090 -3.981 80.758
OBS: 55089.2 g NULL  -0.757 9.014 nan -12.926
OBS: 55092.2 g NULL  2.816 9.287 -6.124 3.581
OBS: 55296.6 g NULL  -77.981 47.244 nan -0.658
OBS: 55302.6 g NULL  -2.255 13.665 nan -6.581
OBS: 55305.6 g NULL  -1.335 12.862 nan -10.464
OBS: 55326.5 g NULL  1.386 9.697 -5.355 7.594
OBS: 55329.5 g NULL  -15.212 8.068 nan -0.576
OBS: 55332.4 g NULL  2.871 7.571 -6.145 2.863
OBS: 55335.4 g NULL  -5.812 11.332 nan -2.117
OBS: 55338.4 g NULL  7.296 23.403 -7.158 3.483
OBS: 55347.4 g NULL  -2.777 16.703 nan -6.532
OBS: 55350.5 g NULL  11.627 14.195 -7.664 1.326
OBS: 55353.4 g NULL  -2.620 7.227 nan -2.994
OBS: 55362.4 g NULL  5.168 12.800 -6.783 2.689
OBS: 55365.3 g NULL  -0.255 9.168 nan -39.021
OBS: 55368.4 g NULL  -7.618 13.434 nan -1.915
OBS: 55377.4 g NULL  7.201 15.598 -7.143 2.352
OBS: 55389.3 g NULL  5.009 6.208 -6.749 1.346
OBS: 55407.3 g NULL  21.913 13.105 -8.352 0.649
OBS: 55413.3 g NULL  -11.112 11.092 nan -1.084
OBS: 55416.3 g NULL  -4.919 11.352 nan -2.506
OBS: 55422.3 g NULL  -12.874 29.143 nan -2.458
OBS: 55425.3 g NULL  13.721 15.903 -7.843 1.258
OBS: 55428.3 g NULL  35.696 22.742 -8.882 0.692
OBS: 55437.3 g NULL  -10.284 10.784 nan -1.139
OBS: 55440.3 g NULL  0.484 8.998 -4.212 20.185
OBS: 55443.3 g NULL  -1.672 8.266 nan -5.368
OBS: 55446.3 g NULL  16.096 8.801 -8.017 0.594
OBS: 55449.2 g NULL  -18.766 13.842 nan -0.801
OBS: 55452.3 g NULL  3.573 12.485 -6.382 3.794
OBS: 55602.6 g NULL  2.420 6.911 -5.960 3.100
OBS: 55674.5 g NULL  5.437 9.632 -6.838 1.923
OBS: 55677.6 g NULL  22.472 8.682 -8.379 0.419
OBS: 55701.6 g NULL  -16.894 20.820 nan -1.338
OBS: 55710.5 g NULL  -15.305 5.522 nan -0.392
