SURVEY:  PS1MD
SNID:  PSc480128
IAUC:    UNKNOWN
RA:        162.7002917  deg
DECL:       59.3536194  deg
MWEBV: 0.0076 +- 0.0002 MW E(B-V)
REDSHIFT_FINAL:  0.3484 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.3510 +- 0.0140
SEARCH_PEAKMJD: 56324.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc480128.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp054

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 367
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55161.6 g NULL  -13.087 18.915 nan -1.569
OBS: 55173.6 g NULL  -2.764 16.233 nan -6.378
OBS: 55182.6 g NULL  -7.989 8.184 nan -1.112
OBS: 55188.6 g NULL  7.662 12.450 -7.211 1.764
OBS: 55191.6 g NULL  11.833 8.881 -7.683 0.815
OBS: 55203.5 g NULL  6.635 10.125 -7.055 1.657
OBS: 55206.6 g NULL  -0.692 10.389 nan -16.293
OBS: 55209.6 g NULL  3.268 10.759 -6.286 3.575
OBS: 55212.6 g NULL  -9.115 9.139 nan -1.089
OBS: 55215.5 g NULL  15.033 7.580 -7.943 0.547
OBS: 55230.5 g NULL  -6.626 32.815 nan -5.377
OBS: 55233.5 g NULL  -10.412 14.020 nan -1.462
OBS: 55236.6 g NULL  -12.008 10.598 nan -0.958
OBS: 55239.5 g NULL  -3.897 9.248 nan -2.576
OBS: 55242.5 g NULL  -6.546 8.985 nan -1.490
OBS: 55248.5 g NULL  -0.900 9.021 nan -10.887
OBS: 55251.4 g NULL  -14.623 21.932 nan -1.628
OBS: 55266.5 g NULL  -2.689 21.115 nan -8.524
OBS: 55275.4 g NULL  6.241 8.561 -6.988 1.489
OBS: 55281.3 g NULL  -5.167 45.411 nan -9.542
OBS: 55293.4 g NULL  -3.399 17.222 nan -5.501
