SURVEY:  PS1MD
SNID:  PSc180549
IAUC:    UNKNOWN
RA:        241.3308583  deg
DECL:       55.6476750  deg
MWEBV: 0.0069 +- 0.0005 MW E(B-V)
REDSHIFT_FINAL:  0.3388 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.9630 +- 0.3625
SEARCH_PEAKMJD: 55770.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc180549.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: dsp056

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 373
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 54979.5 g NULL  -22.501 13.999 nan -0.675
OBS: 54982.4 g NULL  7.921 10.956 -7.247 1.502
OBS: 54996.4 g NULL  3.464 14.261 -6.349 4.470
OBS: 54999.4 g NULL  -6.526 12.372 nan -2.058
OBS: 55002.4 g NULL  -2.636 13.226 nan -5.448
OBS: 55011.4 g NULL  -22.801 15.462 nan -0.736
OBS: 55014.3 g NULL  -35.231 18.900 nan -0.582
OBS: 55029.3 g NULL  -71.374 26.228 nan -0.399
OBS: 55089.2 g NULL  -44.079 13.678 nan -0.337
OBS: 55296.6 g NULL  2.030 59.360 -5.769 31.753
OBS: 55302.6 g NULL  -30.412 18.332 nan -0.654
OBS: 55305.6 g NULL  -6.887 19.593 nan -3.089
OBS: 55326.5 g NULL  -9.107 12.256 nan -1.461
OBS: 55329.5 g NULL  -12.181 16.008 nan -1.427
OBS: 55332.4 g NULL  -12.293 12.568 nan -1.110
OBS: 55335.4 g NULL  6.212 14.302 -6.983 2.500
OBS: 55338.4 g NULL  -76.359 25.145 nan -0.358
OBS: 55347.4 g NULL  -1.887 29.489 nan -16.965
OBS: 55350.5 g NULL  -8.706 15.227 nan -1.899
OBS: 55353.4 g NULL  16.492 10.916 -8.043 0.719
OBS: 55362.4 g NULL  -22.088 15.549 nan -0.764
OBS: 55365.3 g NULL  2.272 12.698 -5.891 6.068
OBS: 55368.4 g NULL  8.158 13.483 -7.279 1.795
OBS: 55377.4 g NULL  -16.621 15.416 nan -1.007
OBS: 55389.3 g NULL  2.250 10.356 -5.880 4.998
OBS: 55407.3 g NULL  3.845 14.284 -6.462 4.033
OBS: 55413.3 g NULL  -9.893 12.906 nan -1.416
OBS: 55416.3 g NULL  -8.744 14.103 nan -1.751
OBS: 55422.3 g NULL  -3.886 32.956 nan -9.208
OBS: 55425.3 g NULL  18.706 23.651 -8.180 1.373
OBS: 55428.3 g NULL  21.605 18.556 -8.336 0.932
OBS: 55437.3 g NULL  3.754 13.280 -6.436 3.841
OBS: 55440.3 g NULL  -0.359 11.890 nan -35.919
OBS: 55443.3 g NULL  4.143 11.442 -6.543 2.998
OBS: 55446.3 g NULL  5.307 13.532 -6.812 2.768
OBS: 55449.2 g NULL  -23.890 23.962 nan -1.089
OBS: 55452.3 g NULL  7.792 17.126 -7.229 2.386
OBS: 55602.6 g NULL  3.340 11.000 -6.309 3.575
OBS: 55674.5 g NULL  13.547 14.310 -7.830 1.147
OBS: 55677.6 g NULL  -14.418 12.368 nan -0.931
OBS: 55701.6 g NULL  30.585 24.342 -8.714 0.864
OBS: 55710.5 g NULL  1.927 10.330 -5.712 5.821
OBS: 55722.4 g NULL  -49.252 41.602 nan -0.917
OBS: 55737.4 g NULL  -3.224 13.374 nan -4.503
OBS: 55740.4 g NULL  -44.527 37.026 nan -0.903
OBS: 55743.3 g NULL  9.514 11.715 -7.446 1.337
OBS: 55746.3 g NULL  3.577 10.028 -6.384 3.044
OBS: 55752.3 g NULL  -10.872 20.316 nan -2.029
OBS: 55761.3 g NULL  -2.449 12.542 nan -5.561
OBS: 55764.3 g NULL  21.537 16.299 -8.333 0.822
OBS: 55767.3 g NULL  21.337 10.422 -8.323 0.530
OBS: 55770.3 g NULL  47.626 10.975 -9.195 0.250
OBS: 55773.3 g NULL  97.666 13.202 -9.974 0.147
OBS: 55776.3 g NULL  144.467 11.010 -10.399 0.083
OBS: 55779.3 g NULL  175.080 18.392 -10.608 0.114
OBS: 55791.3 g NULL  202.352 13.097 -10.765 0.070
OBS: 55794.3 g NULL  148.393 13.002 -10.429 0.095
OBS: 55797.3 g NULL  128.125 10.998 -10.269 0.093
OBS: 55800.3 g NULL  81.988 22.283 -9.784 0.295
OBS: 55803.3 g NULL  81.169 14.121 -9.773 0.189
OBS: 55806.2 g NULL  54.360 14.933 -9.338 0.298
OBS: 56059.4 g NULL  17.248 14.947 -8.092 0.941
OBS: 56062.6 g NULL  -4.053 10.529 nan -2.821
OBS: 56065.4 g NULL  2.544 9.895 -6.014 4.223
OBS: 56067.5 g NULL  2.182 11.406 -5.847 5.675
OBS: 56088.3 g NULL  4.174 14.238 -6.551 3.704
OBS: 56091.3 g NULL  0.734 11.981 -4.665 17.713
OBS: 56094.4 g NULL  4.577 12.594 -6.651 2.987
OBS: 56416.5 g NULL  -3.940 11.027 nan -3.038
OBS: 56421.5 g NULL  10.799 12.403 -7.583 1.247
OBS: 56424.5 g NULL  -10.038 10.999 nan -1.190
OBS: 56427.5 g NULL  2.150 12.397 -5.831 6.261
OBS: 56443.5 g NULL  -11.865 12.605 nan -1.153
OBS: 56451.5 g NULL  2.819 13.635 -6.125 5.252
OBS: 56460.5 g NULL  1.204 11.504 -5.201 10.378
OBS: 56472.4 g NULL  -15.537 21.918 nan -1.532
OBS: 56475.4 g NULL  1.692 10.646 -5.571 6.833
OBS: 56478.3 g NULL  12.489 10.252 -7.741 0.891
OBS: 56480.4 g NULL  10.861 11.836 -7.590 1.183
OBS: 56486.3 g NULL  -5.245 11.190 nan -2.317
OBS: 56489.3 g NULL  26.492 13.416 -8.558 0.550
OBS: 56501.4 g NULL  -18.981 14.961 nan -0.856
OBS: 56507.3 g NULL  -13.223 11.273 nan -0.926
OBS: 56512.3 g NULL  4.056 10.702 -6.520 2.865
OBS: 56518.3 g NULL  15.867 15.034 -8.001 1.029
OBS: 56537.3 g NULL  15.876 17.057 -8.002 1.166
OBS: 54941.6 r NULL  3.164 11.678 -6.251 4.007
OBS: 54950.6 r NULL  -12.762 19.190 nan -1.633
OBS: 54951.6 r NULL  10.439 13.784 -7.547 1.434
OBS: 54953.6 r NULL  -7.954 19.610 nan -2.677
OBS: 54973.5 r NULL  25.327 15.481 -8.509 0.664
OBS: 54996.5 r NULL  -26.763 16.954 nan -0.688
OBS: 54999.5 r NULL  32.180 21.577 -8.769 0.728
OBS: 55002.4 r NULL  -22.429 13.377 nan -0.648
OBS: 55011.4 r NULL  -0.552 9.494 nan -18.673
OBS: 55014.3 r NULL  -17.003 18.495 nan -1.181
OBS: 55029.3 r NULL  -1.417 1803.916 nan -1382.199
OBS: 55089.3 r NULL  -13.790 13.960 nan -1.099
OBS: 55296.6 r NULL  -41.311 109.296 nan -2.873
OBS: 55302.6 r NULL  -2.346 23.413 nan -10.837
OBS: 55305.6 r NULL  7.264 21.245 -7.153 3.176
OBS: 55326.6 r NULL  -7.997 9.763 nan -1.325
OBS: 55329.5 r NULL  6.494 13.306 -7.031 2.225
OBS: 55332.4 r NULL  -35.216 10.973 nan -0.338
OBS: 55335.4 r NULL  5.719 13.886 -6.893 2.636
OBS: 55338.4 r NULL  31.925 27.162 -8.760 0.924
OBS: 55347.5 r NULL  -5.713 15.865 nan -3.015
OBS: 55350.5 r NULL  -8.015 12.305 nan -1.667
OBS: 55353.4 r NULL  -2.431 9.922 nan -4.432
OBS: 55362.4 r NULL  6.323 12.943 -7.002 2.223
