SURVEY:  PS1MD
SNID:  PS0909010
IAUC:    UNKNOWN
RA:        37.1182000  deg
DECL:       -4.0789110  deg
MWEBV:    0.0223 +- 0.009  MW E(B-V)
REDSHIFT_FINAL:  0.2700 +- 0.0010  (CMB)
SEARCH_PEAKMJD: 55089.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PS0909010.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0003

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 403
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55074.6 g NULL  6.163 7.818 -6.974 1.377
OBS: 55086.6 g NULL  161.295 21.284 -10.519 0.143
OBS: 55089.6 g NULL  259.119 10.559 -11.034 0.044
OBS: 55095.5 g NULL  268.650 12.786 -11.073 0.052
OBS: 55098.5 g NULL  277.280 11.478 -11.107 0.045
OBS: 55101.6 g NULL  260.890 11.853 -11.041 0.049
OBS: 55104.6 g NULL  207.323 10.214 -10.792 0.053
OBS: 55161.3 g NULL  15.717 13.757 -7.991 0.950
OBS: 55170.3 g NULL  26.287 17.580 -8.549 0.726
OBS: 55173.4 g NULL  8.157 7.388 -7.279 0.983
OBS: 55176.4 g NULL  -12.084 11.435 nan -1.027
OBS: 55179.4 g NULL  12.548 6.148 -7.746 0.532
OBS: 55188.3 g NULL  5.385 17.831 -6.828 3.595
OBS: 55191.2 g NULL  7.125 11.514 -7.132 1.755
OBS: 55203.2 g NULL  8.089 4.435 -7.270 0.595
OBS: 55206.3 g NULL  3.325 7.439 -6.304 2.429
OBS: 55215.2 g NULL  4.657 6.591 -6.670 1.537
OBS: 55413.6 g NULL  -17.450 10.440 nan -0.650
OBS: 55416.6 g NULL  -6.668 9.142 nan -1.489
OBS: 55422.6 g NULL  -6.587 10.098 nan -1.665
OBS: 55425.6 g NULL  0.780 7.063 -4.730 9.833
OBS: 55428.6 g NULL  7.940 6.769 -7.250 0.926
OBS: 55446.6 g NULL  -2.257 7.813 nan -3.758
