SURVEY:  PS1MD
SNID:  PSc530218
IAUC:    UNKNOWN
RA:        352.0040500  deg
DECL:       -0.3609361  deg
MWEBV: 0.0359 +- 0.0008 MW E(B-V)
REDSHIFT_FINAL:  0.5080 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.2550 +- 0.3490
SEARCH_PEAKMJD: 56482.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 1
# PHOTCAT: PSc530218.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0002
# HOSTNAME: dsp059

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 366
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55086.5 g NULL  58.238 23.170 -9.413 0.432
OBS: 55089.4 g NULL  -1.589 9.827 nan -6.716
OBS: 55092.4 g NULL  -6.450 15.247 nan -2.567
OBS: 55095.4 g NULL  102.330 24.872 -10.025 0.264
OBS: 55101.5 g NULL  -5.791 17.383 nan -3.259
OBS: 55173.3 g NULL  -4.021 9.208 nan -2.487
OBS: 55176.3 g NULL  5.676 7.824 -6.885 1.497
OBS: 55179.3 g NULL  6.791 7.657 -7.080 1.224
OBS: 55389.5 g NULL  3.378 8.870 -6.322 2.851
OBS: 55398.6 g NULL  -0.310 16.076 nan -56.284
OBS: 55410.5 g NULL  5.780 24.057 -6.905 4.519
OBS: 55413.6 g NULL  -3.478 10.077 nan -3.146
OBS: 55416.6 g NULL  -1.839 6.876 nan -4.060
OBS: 55422.6 g NULL  0.077 8.777 -2.218 123.598
OBS: 55425.6 g NULL  -6.860 5.893 nan -0.933
OBS: 55428.6 g NULL  -0.289 7.819 nan -29.376
OBS: 55440.5 g NULL  13.117 10.728 -7.795 0.888
OBS: 55446.6 g NULL  -1.123 9.170 nan -8.866
OBS: 55449.5 g NULL  -0.540 15.464 nan -31.081
OBS: 55458.3 g NULL  3.472 26.369 -6.351 8.246
OBS: 55467.4 g NULL  31.128 20.573 -8.733 0.718
OBS: 55476.5 g NULL  -2.871 6.765 nan -2.558
OBS: 55479.3 g NULL  2.484 10.501 -5.988 4.591
OBS: 55482.3 g NULL  14.099 11.372 -7.873 0.876
