SURVEY:  PS1MD
SNID:  PSc140107
IAUC:    UNKNOWN
RA:        130.8364417  deg
DECL:       43.3665250  deg
MWEBV: 0.0249 +- 0.0006 MW E(B-V)
REDSHIFT_FINAL:  0.4355 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.5480 +- 0.2995
SEARCH_PEAKMJD: 55633.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc140107.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0002
# HOSTNAME: dsp055

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 390
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55161.5 g NULL  -9.513 12.141 nan -1.386
OBS: 55173.5 g NULL  -2.245 6.374 nan -3.082
OBS: 55179.5 g NULL  6.296 4.424 -6.998 0.763
OBS: 55182.5 g NULL  -0.060 4.919 nan -89.450
OBS: 55188.6 g NULL  -0.202 11.530 nan -62.127
OBS: 55191.5 g NULL  -5.877 8.292 nan -1.532
OBS: 55203.4 g NULL  -0.268 5.891 nan -23.912
OBS: 55206.5 g NULL  3.109 4.352 -6.232 1.520
OBS: 55212.4 g NULL  11.766 4.949 -7.677 0.457
OBS: 55215.4 g NULL  -1.812 4.197 nan -2.514
OBS: 55221.4 g NULL  -2.602 13.247 nan -5.527
OBS: 55230.5 g NULL  -3.489 17.433 nan -5.425
OBS: 55233.4 g NULL  -1.597 9.604 nan -6.531
OBS: 55239.4 g NULL  -6.493 8.942 nan -1.495
OBS: 55242.3 g NULL  -5.616 6.186 nan -1.196
OBS: 55248.4 g NULL  0.632 8.118 -4.501 13.958
OBS: 55479.6 g NULL  3.153 21.879 -6.247 7.534
OBS: 55482.6 g NULL  9.478 5.382 -7.442 0.616
OBS: 55485.6 g NULL  -6.883 7.440 nan -1.174
OBS: 55503.6 g NULL  -1.008 6.325 nan -6.810
OBS: 55509.6 g NULL  6.713 8.118 -7.067 1.313
OBS: 55515.6 g NULL  0.699 6.569 -4.611 10.207
OBS: 55518.6 g NULL  -4.537 4.264 nan -1.020
OBS: 55530.6 g NULL  22.117 13.627 -8.362 0.669
OBS: 55545.5 g NULL  -0.587 7.979 nan -14.751
OBS: 55548.6 g NULL  -9.078 7.499 nan -0.897
OBS: 55560.4 g NULL  10.452 8.372 -7.548 0.870
OBS: 55563.6 g NULL  10.031 14.840 -7.503 1.606
OBS: 55566.6 g NULL  2.353 8.719 -5.929 4.024
OBS: 55584.5 g NULL  6.993 12.954 -7.112 2.011
OBS: 55587.6 g NULL  -7.923 10.217 nan -1.400
OBS: 55590.5 g NULL  5.876 5.253 -6.923 0.970
OBS: 55593.6 g NULL  1.957 10.817 -5.729 6.000
OBS: 55596.3 g NULL  -1.308 6.886 nan -5.715
OBS: 55602.3 g NULL  -21.094 14.698 nan -0.757
OBS: 55614.4 g NULL  -30.764 101.737 nan -3.590
OBS: 55650.3 g NULL  93.383 8.427 -9.926 0.098
OBS: 55653.3 g NULL  61.882 9.645 -9.479 0.169
OBS: 55665.3 g NULL  19.461 15.010 -8.223 0.837
OBS: 55889.6 g NULL  -10.706 9.636 nan -0.977
OBS: 55911.6 g NULL  4.616 17.503 -6.661 4.117
OBS: 55947.4 g NULL  -6.509 5.732 nan -0.956
OBS: 55952.6 g NULL  -1.037 6.461 nan -6.767
OBS: 55955.3 g NULL  12.362 10.501 -7.730 0.922
