SURVEY:  PS1MD
SNID:  PSc310226
IAUC:    UNKNOWN
RA:        53.8649167  deg
DECL:       -27.3737722  deg
MWEBV: 0.0097 +- 0.0010 MW E(B-V)
REDSHIFT_FINAL:  0.3585 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.3880 +- 0.0085
SEARCH_PEAKMJD: 55825.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc310226.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp055

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 314
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55086.6 g NULL  -43.011 22.584 nan -0.570
OBS: 55089.6 g NULL  6.478 10.508 -7.029 1.761
OBS: 55092.6 g NULL  -5.979 10.554 nan -1.917
OBS: 55095.6 g NULL  -7.420 11.065 nan -1.619
OBS: 55098.6 g NULL  -4.458 12.650 nan -3.081
OBS: 55104.6 g NULL  -2.970 11.205 nan -4.096
OBS: 55170.4 g NULL  27.169 61.510 -8.585 2.458
OBS: 55188.3 g NULL  -0.067 13.154 nan -212.207
OBS: 55191.3 g NULL  -2.070 12.197 nan -6.398
OBS: 55203.3 g NULL  0.220 8.827 -3.354 43.661
OBS: 55221.2 g NULL  25.685 18.862 -8.524 0.797
OBS: 55446.6 g NULL  2.892 10.669 -6.153 4.005
OBS: 55449.6 g NULL  6.716 8.926 -7.068 1.443
OBS: 55452.6 g NULL  5.864 10.851 -6.920 2.009
OBS: 55455.6 g NULL  0.700 12.102 -4.613 18.763
OBS: 55458.6 g NULL  3.612 15.061 -6.394 4.527
OBS: 55467.6 g NULL  14.624 68.136 -7.913 5.059
OBS: 55476.6 g NULL  17.090 10.050 -8.082 0.638
OBS: 55479.5 g NULL  -1.157 11.733 nan -11.015
OBS: 55482.5 g NULL  -10.816 10.518 nan -1.056
OBS: 55485.5 g NULL  4.612 10.782 -6.660 2.538
OBS: 55500.5 g NULL  -0.729 10.481 nan -15.608
OBS: 55503.5 g NULL  -10.929 21.684 nan -2.154
OBS: 55509.4 g NULL  -15.188 9.473 nan -0.677
OBS: 55524.4 g NULL  -89.943 36.387 nan -0.439
OBS: 55545.4 g NULL  -19.970 23.070 nan -1.254
OBS: 55548.4 g NULL  14.897 50.607 -7.933 3.688
OBS: 55557.3 g NULL  16.789 14.543 -8.063 0.940
OBS: 55596.2 g NULL  5.125 10.202 -6.774 2.161
OBS: 55821.6 g NULL  98.970 23.302 -9.989 0.256
OBS: 55824.6 g NULL  142.394 14.743 -10.384 0.112
OBS: 55828.6 g NULL  130.831 9.841 -10.292 0.082
OBS: 55833.6 g NULL  139.559 22.719 -10.362 0.177
OBS: 55836.6 g NULL  129.042 23.763 -10.277 0.200
OBS: 55852.5 g NULL  42.306 17.578 -9.066 0.451
OBS: 55858.5 g NULL  21.721 10.901 -8.342 0.545
OBS: 55863.5 g NULL  -0.736 17.460 nan -25.768
OBS: 55869.5 g NULL  -15.630 28.387 nan -1.972
OBS: 55889.4 g NULL  -1.872 9.841 nan -5.708
OBS: 55895.4 g NULL  13.350 9.751 -7.814 0.793
OBS: 55911.4 g NULL  2.888 11.945 -6.152 4.490
OBS: 56206.5 g NULL  -18.136 14.887 nan -0.891
OBS: 56209.5 g NULL  10.274 12.230 -7.529 1.292
OBS: 56214.5 g NULL  -7.372 16.010 nan -2.358
OBS: 56217.5 g NULL  -11.988 10.733 nan -0.972
OBS: 56220.5 g NULL  10.210 17.257 -7.523 1.835
