SURVEY:  PS1MD
SNID:  PSc170558
IAUC:    UNKNOWN
RA:        334.6907250  deg
DECL:       1.3655167  deg
MWEBV: 0.0600 +- 0.0035 MW E(B-V)
REDSHIFT_FINAL:  0.0894 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 9.7970 +- 0.2295
SEARCH_PEAKMJD: 55741.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc170558.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp058

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 364
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55029.6 g NULL  -5.116 13.746 nan -2.917
OBS: 55038.6 g NULL  -34.389 79.025 nan -2.495
OBS: 55074.4 g NULL  -7.916 24.293 nan -3.332
OBS: 55086.4 g NULL  -4.306 13.079 nan -3.298
OBS: 55089.4 g NULL  1.295 9.495 -5.280 7.963
OBS: 55389.5 g NULL  -0.104 8.664 nan -90.711
OBS: 55410.5 g NULL  3.175 15.534 -6.254 5.312
OBS: 55413.5 g NULL  -9.758 9.448 nan -1.051
OBS: 55416.5 g NULL  -6.959 9.027 nan -1.408
OBS: 55422.5 g NULL  -14.287 12.871 nan -0.978
OBS: 55425.4 g NULL  4.990 8.853 -6.745 1.926
OBS: 55428.5 g NULL  -24.108 9.959 nan -0.449
OBS: 55437.5 g NULL  99.024 30.654 -9.989 0.336
OBS: 55440.5 g NULL  3.549 9.398 -6.375 2.875
OBS: 55443.5 g NULL  9.880 7.939 -7.487 0.872
OBS: 55446.5 g NULL  -0.281 11.112 nan -42.889
OBS: 55449.4 g NULL  -1.799 7.774 nan -4.691
OBS: 55452.4 g NULL  0.682 7.063 -4.585 11.238
OBS: 55455.4 g NULL  5.124 10.413 -6.774 2.207
OBS: 55458.3 g NULL  -29.001 47.784 nan -1.789
OBS: 55467.3 g NULL  -7.535 14.230 nan -2.050
OBS: 55473.3 g NULL  12.927 9.806 -7.779 0.824
OBS: 55479.2 g NULL  -7.206 9.910 nan -1.493
OBS: 55482.2 g NULL  0.844 9.449 -4.815 12.160
OBS: 55500.2 g NULL  2.107 7.590 -5.809 3.911
OBS: 55503.3 g NULL  -4.780 10.205 nan -2.318
OBS: 55512.3 g NULL  9.083 27.281 -7.396 3.261
OBS: 55530.2 g NULL  12.135 16.441 -7.710 1.471
OBS: 55536.3 g NULL  43.149 16.494 -9.087 0.415
OBS: 55743.6 g NULL  181.871 10.173 -10.649 0.061
OBS: 55764.6 g NULL  88.612 15.059 -9.869 0.185
OBS: 55767.6 g NULL  86.007 9.781 -9.836 0.123
OBS: 55770.5 g NULL  49.801 8.376 -9.243 0.183
OBS: 55773.6 g NULL  32.938 8.161 -8.794 0.269
OBS: 55776.6 g NULL  1.298 12.206 -5.283 10.210
OBS: 55779.6 g NULL  20.726 9.898 -8.291 0.519
OBS: 55782.4 g NULL  21.378 22.954 -8.325 1.166
OBS: 55791.6 g NULL  65.118 46.196 -9.534 0.770
OBS: 55794.5 g NULL  15.041 11.894 -7.943 0.859
OBS: 55797.5 g NULL  7.747 9.820 -7.223 1.376
OBS: 55800.3 g NULL  -2.290 28.077 nan -13.314
OBS: 55803.5 g NULL  2.657 11.204 -6.061 4.579
OBS: 55806.4 g NULL  51.100 16.773 -9.271 0.356
OBS: 55809.3 g NULL  1.086 14.245 -5.090 14.238
OBS: 55812.4 g NULL  0.247 19.876 -3.480 87.509
OBS: 55821.3 g NULL  -3.536 13.367 nan -4.105
OBS: 55824.3 g NULL  -16.486 11.925 nan -0.785
OBS: 55828.3 g NULL  5.309 5.889 -6.813 1.204
OBS: 55830.3 g NULL  -20.938 31.959 nan -1.657
OBS: 55833.3 g NULL  8.055 13.889 -7.265 1.872
OBS: 55836.2 g NULL  14.428 11.532 -7.898 0.868
OBS: 55839.4 g NULL  18.850 26.049 -8.188 1.500
OBS: 55852.3 g NULL  -4.222 6.390 nan -1.643
OBS: 55855.2 g NULL  -0.325 8.803 nan -29.400
OBS: 55858.2 g NULL  -0.830 8.690 nan -11.368
OBS: 55860.2 g NULL  1.605 7.261 -5.514 4.912
OBS: 55863.3 g NULL  19.613 7.054 -8.231 0.390
OBS: 56147.5 g NULL  14.885 12.645 -7.932 0.922
OBS: 56150.5 g NULL  3.805 10.018 -6.451 2.859
OBS: 56153.6 g NULL  -13.740 11.214 nan -0.886
OBS: 56155.5 g NULL  -2.027 10.677 nan -5.718
OBS: 56161.3 g NULL  -11.503 18.674 nan -1.763
OBS: 56164.4 g NULL  -31.368 15.867 nan -0.549
OBS: 56176.4 g NULL  19.358 13.452 -8.217 0.755
OBS: 56206.2 g NULL  3.483 7.311 -6.355 2.279
OBS: 56209.2 g NULL  -1.107 6.949 nan -6.818
OBS: 56214.2 g NULL  28.754 51.642 -8.647 1.950
OBS: 56217.3 g NULL  -15.699 9.145 nan -0.632
OBS: 56220.3 g NULL  2.590 12.988 -6.033 5.444
OBS: 56475.5 g NULL  -3.044 9.245 nan -3.297
OBS: 56480.5 g NULL  1.993 9.323 -5.749 5.080
OBS: 56486.6 g NULL  -0.495 9.057 nan -19.878
OBS: 56489.5 g NULL  2.653 7.475 -6.059 3.059
OBS: 56501.4 g NULL  -0.090 9.950 nan -119.901
OBS: 56507.6 g NULL  3.562 7.355 -6.379 2.242
OBS: 56512.5 g NULL  0.338 9.182 -3.821 29.539
OBS: 56518.5 g NULL  24.117 9.576 -8.456 0.431
OBS: 56531.5 g NULL  -2.200 19.528 nan -9.637
OBS: 56539.4 g NULL  0.255 9.914 -3.518 42.143
OBS: 56545.3 g NULL  -2.190 11.744 nan -5.822
OBS: 56548.3 g NULL  24.954 20.135 -8.493 0.876
OBS: 56563.3 g NULL  -30.362 14.637 nan -0.523
OBS: 56571.2 g NULL  -18.187 13.565 nan -0.810
OBS: 56574.2 g NULL  2.483 15.292 -5.987 6.687
OBS: 56590.3 g NULL  -7.641 9.100 nan -1.293
OBS: 56593.3 g NULL  1.596 9.806 -5.507 6.671
OBS: 56596.2 g NULL  3.838 14.169 -6.460 4.009
OBS: 56601.2 g NULL  -26.889 29.235 nan -1.180
OBS: 56628.3 g NULL  -7.088 85.073 nan -13.032
OBS: 55029.6 r NULL  -10.347 13.533 nan -1.420
OBS: 55074.5 r NULL  43.987 38.305 -9.108 0.945
OBS: 55083.5 r NULL  -10.755 17.569 nan -1.774
OBS: 55086.4 r NULL  -4.830 8.741 nan -1.965
OBS: 55089.4 r NULL  -10.441 10.546 nan -1.097
OBS: 55389.5 r NULL  4.574 8.391 -6.651 1.992
OBS: 55398.5 r NULL  -16.848 26.132 nan -1.684
OBS: 55410.5 r NULL  19.061 30.916 -8.200 1.761
OBS: 55413.4 r NULL  -0.309 7.146 nan -25.140
OBS: 55416.5 r NULL  1.457 6.564 -5.408 4.892
OBS: 55422.5 r NULL  -13.401 9.618 nan -0.779
OBS: 55425.4 r NULL  -4.907 6.790 nan -1.502
OBS: 55428.5 r NULL  -6.021 9.892 nan -1.784
OBS: 55437.5 r NULL  -11.257 19.418 nan -1.873
OBS: 55440.5 r NULL  11.575 7.444 -7.659 0.698
OBS: 55443.5 r NULL  -4.316 9.446 nan -2.376
OBS: 55446.5 r NULL  -6.154 14.015 nan -2.473
OBS: 55449.4 r NULL  2.622 8.749 -6.047 3.623
OBS: 55452.4 r NULL  -1.842 7.829 nan -4.613
OBS: 55458.3 r NULL  -17.905 35.793 nan -2.170
OBS: 55467.4 r NULL  15.214 8.974 -7.956 0.640
OBS: 55473.3 r NULL  0.739 7.524 -4.672 11.050
