SURVEY:  PS1MD
SNID:  PSc010230
IAUC:    UNKNOWN
RA:        185.2950625  deg
DECL:       47.8037306  deg
MWEBV: 0.0122 +- 0.0006 MW E(B-V)
REDSHIFT_FINAL:  0.3032 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.3950 +- 0.1565
SEARCH_PEAKMJD: 55246.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc010230.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp058

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 416
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 54980.4 g NULL  -6.743 8.380 nan -1.349
OBS: 54993.3 g NULL  -12.733 10.205 nan -0.870
OBS: 55002.3 g NULL  -18.332 13.570 nan -0.804
OBS: 55191.6 g NULL  2.186 8.540 -5.849 4.242
OBS: 55203.6 g NULL  -8.741 9.274 nan -1.152
OBS: 55209.6 g NULL  -5.105 10.308 nan -2.192
OBS: 55212.6 g NULL  -5.264 6.656 nan -1.373
OBS: 55215.6 g NULL  -4.429 6.199 nan -1.520
OBS: 55221.6 g NULL  3.325 7.636 -6.305 2.493
OBS: 55230.6 g NULL  61.022 17.176 -9.464 0.306
OBS: 55233.5 g NULL  40.953 16.296 -9.031 0.432
OBS: 55236.6 g NULL  115.298 10.654 -10.155 0.100
OBS: 55239.5 g NULL  156.520 11.268 -10.486 0.078
OBS: 55242.5 g NULL  175.368 13.265 -10.610 0.082
OBS: 55248.5 g NULL  158.865 10.650 -10.503 0.073
OBS: 55251.5 g NULL  156.416 17.955 -10.486 0.125
OBS: 55266.5 g NULL  -0.372 20.573 nan -59.981
OBS: 55269.6 g NULL  18.272 15.221 -8.154 0.904
OBS: 55272.6 g NULL  31.017 10.856 -8.729 0.380
OBS: 55275.5 g NULL  10.670 12.285 -7.570 1.250
OBS: 55301.3 g NULL  -3.598 15.853 nan -4.784
OBS: 55302.4 g NULL  -10.485 19.916 nan -2.062
OBS: 55305.3 g NULL  -14.284 13.558 nan -1.031
OBS: 55326.4 g NULL  0.331 8.841 -3.800 28.991
OBS: 55329.4 g NULL  1.434 9.372 -5.391 7.097
OBS: 55332.3 g NULL  15.222 9.844 -7.956 0.702
OBS: 55350.3 g NULL  10.305 8.132 -7.533 0.857
OBS: 55353.3 g NULL  1.314 7.667 -5.296 6.337
OBS: 55359.3 g NULL  4.599 54.424 -6.657 12.848
OBS: 55362.3 g NULL  -2.987 11.712 nan -4.257
OBS: 55596.6 g NULL  -0.232 7.390 nan -34.645
OBS: 55602.5 g NULL  8.738 10.090 -7.354 1.254
OBS: 55605.6 g NULL  4.197 46.313 -6.557 11.980
OBS: 55632.6 g NULL  8.579 9.506 -7.334 1.203
OBS: 55635.5 g NULL  -11.970 17.566 nan -1.593
OBS: 55650.6 g NULL  -8.175 17.414 nan -2.313
OBS: 55653.5 g NULL  12.094 10.791 -7.706 0.969
OBS: 55662.4 g NULL  5.429 10.201 -6.837 2.040
OBS: 55665.3 g NULL  22.090 15.106 -8.360 0.742
OBS: 55674.3 g NULL  -14.443 7.791 nan -0.586
OBS: 55677.4 g NULL  -1.191 7.858 nan -7.162
OBS: 55680.3 g NULL  -0.143 16.020 nan -121.890
OBS: 55692.4 g NULL  -9.909 11.880 nan -1.302
OBS: 55701.3 g NULL  3.551 9.815 -6.376 3.001
OBS: 55710.3 g NULL  -10.349 10.654 nan -1.118
OBS: 55719.3 g NULL  5.624 8.758 -6.875 1.691
OBS: 55722.3 g NULL  -32.266 38.352 nan -1.291
OBS: 55731.3 g NULL  -40.755 23.481 nan -0.626
OBS: 55947.6 g NULL  -10.354 8.355 nan -0.876
OBS: 55949.6 g NULL  -25.255 11.833 nan -0.509
OBS: 55952.6 g NULL  14.284 10.017 -7.887 0.761
OBS: 55955.7 g NULL  11.927 9.166 -7.691 0.834
OBS: 55970.6 g NULL  -9.524 11.638 nan -1.327
OBS: 55973.6 g NULL  -26.740 12.609 nan -0.512
OBS: 55981.6 g NULL  0.044 10.343 -1.606 255.803
OBS: 56000.5 g NULL  5.472 9.356 -6.845 1.856
OBS: 56006.5 g NULL  7.368 8.336 -7.168 1.228
OBS: 56029.5 g NULL  -6.410 12.608 nan -2.136
OBS: 56032.3 g NULL  2.429 10.367 -5.963 4.634
OBS: 56037.4 g NULL  1.336 11.401 -5.314 9.268
OBS: 56040.3 g NULL  12.632 9.894 -7.754 0.850
OBS: 56043.3 g NULL  12.129 7.567 -7.710 0.677
OBS: 56046.5 g NULL  -0.653 9.762 nan -16.224
OBS: 56059.3 g NULL  0.505 19.868 -4.257 42.758
OBS: 56062.3 g NULL  -0.043 7.981 nan -203.397
OBS: 56065.3 g NULL  -1.426 9.658 nan -7.352
OBS: 56067.3 g NULL  0.978 6.265 -4.976 6.957
OBS: 56325.6 g NULL  17.145 13.700 -8.085 0.868
OBS: 56328.6 g NULL  -6.442 11.209 nan -1.889
OBS: 56331.6 g NULL  -7.937 8.465 nan -1.158
OBS: 56336.6 g NULL  17.200 8.833 -8.089 0.558
OBS: 56354.6 g NULL  -6.715 18.999 nan -3.072
OBS: 56357.6 g NULL  17.571 8.374 -8.112 0.517
OBS: 56371.5 g NULL  2.027 11.803 -5.767 6.321
OBS: 56384.5 g NULL  5.634 22.109 -6.877 4.261
OBS: 56387.5 g NULL  0.762 11.826 -4.705 16.843
OBS: 56390.4 g NULL  -14.064 27.953 nan -2.158
OBS: 56398.5 g NULL  -6.198 20.340 nan -3.563
OBS: 56401.3 g NULL  20.148 12.199 -8.261 0.657
OBS: 56416.4 g NULL  0.897 8.374 -4.882 10.140
OBS: 56427.3 g NULL  -8.955 11.991 nan -1.454
OBS: 56430.4 g NULL  -12.721 15.476 nan -1.321
OBS: 56451.3 g NULL  2.518 11.287 -6.002 4.868
OBS: 56478.3 g NULL  8.716 10.896 -7.351 1.357
OBS: 54941.4 r NULL  -4.033 10.172 nan -2.738
OBS: 54952.4 r NULL  -16.349 12.033 nan -0.799
OBS: 54953.3 r NULL  6.816 10.039 -7.084 1.599
OBS: 54993.4 r NULL  -19.351 17.223 nan -0.966
OBS: 54996.3 r NULL  9.934 13.255 -7.493 1.449
OBS: 55002.3 r NULL  -49.336 23.120 nan -0.509
OBS: 55191.6 r NULL  -0.458 10.328 nan -24.499
OBS: 55203.6 r NULL  10.001 10.300 -7.500 1.118
OBS: 55209.6 r NULL  -12.955 12.681 nan -1.063
OBS: 55212.6 r NULL  -0.037 9.340 nan -275.570
OBS: 55215.6 r NULL  -9.943 8.947 nan -0.977
OBS: 55221.6 r NULL  -0.595 12.588 nan -22.977
OBS: 55230.6 r NULL  34.904 17.500 -8.857 0.544
OBS: 55233.5 r NULL  82.783 18.598 -9.795 0.244
OBS: 55236.6 r NULL  108.704 14.425 -10.091 0.144
OBS: 55239.6 r NULL  171.134 11.734 -10.583 0.074
OBS: 55242.6 r NULL  183.802 13.425 -10.661 0.079
OBS: 55248.5 r NULL  202.093 12.102 -10.764 0.065
OBS: 55251.5 r NULL  180.441 16.103 -10.641 0.097
OBS: 55266.6 r NULL  58.792 15.326 -9.423 0.283
OBS: 55269.6 r NULL  94.743 32.378 -9.941 0.371
OBS: 55272.6 r NULL  54.059 11.145 -9.332 0.224
OBS: 55275.5 r NULL  22.318 13.229 -8.372 0.644
OBS: 55301.3 r NULL  4.329 16.779 -6.591 4.209
OBS: 55302.5 r NULL  15.227 16.815 -7.957 1.199
OBS: 55305.4 r NULL  12.476 13.728 -7.740 1.195
OBS: 55326.4 r NULL  -1.530 12.196 nan -8.655
OBS: 55329.4 r NULL  20.625 10.957 -8.286 0.577
OBS: 55332.3 r NULL  36.456 12.497 -8.904 0.372
OBS: 55350.3 r NULL  30.291 11.806 -8.703 0.423
OBS: 55353.4 r NULL  5.698 10.549 -6.889 2.010
OBS: 55365.3 r NULL  19.002 10.937 -8.197 0.625
OBS: 55596.6 r NULL  7.329 10.376 -7.163 1.537
OBS: 55605.6 r NULL  11.469 19.625 -7.649 1.858
OBS: 55632.6 r NULL  11.924 13.194 -7.691 1.201
OBS: 55635.5 r NULL  -4.658 18.831 nan -4.389
OBS: 55650.6 r NULL  -14.387 18.175 nan -1.372
OBS: 55653.5 r NULL  38.126 13.880 -8.953 0.395
OBS: 55662.4 r NULL  11.911 13.194 -7.690 1.203
OBS: 55665.3 r NULL  6.149 17.321 -6.972 3.058
OBS: 55674.4 r NULL  6.324 10.450 -7.002 1.794
OBS: 55677.4 r NULL  -1.917 12.049 nan -6.826
OBS: 55680.3 r NULL  24.549 16.316 -8.475 0.722
OBS: 55692.4 r NULL  7.364 11.366 -7.168 1.676
OBS: 55701.3 r NULL  2.898 10.676 -6.155 3.999
OBS: 55710.3 r NULL  -6.665 10.706 nan -1.744
OBS: 55719.3 r NULL  5.230 11.046 -6.796 2.293
OBS: 55722.3 r NULL  39.672 21.791 -8.996 0.596
OBS: 55731.3 r NULL  -26.199 42.084 nan -1.744
OBS: 55947.6 r NULL  0.914 15.144 -4.903 17.985
OBS: 55952.6 r NULL  -4.106 10.108 nan -2.673
OBS: 55970.6 r NULL  -5.747 18.293 nan -3.456
OBS: 55973.6 r NULL  -6.003 15.803 nan -2.858
OBS: 55977.6 r NULL  4.342 60.693 -6.594 15.177
OBS: 55981.6 r NULL  -3.753 11.412 nan -3.301
OBS: 55984.6 r NULL  -9.447 12.999 nan -1.494
OBS: 56000.5 r NULL  -0.399 12.259 nan -33.325
OBS: 56006.5 r NULL  0.928 16.194 -4.919 18.953
OBS: 56029.5 r NULL  -5.967 12.869 nan -2.342
OBS: 56032.3 r NULL  0.674 9.802 -4.571 15.792
OBS: 56040.3 r NULL  -1.537 12.344 nan -8.718
OBS: 56043.3 r NULL  -13.753 8.908 nan -0.703
OBS: 56046.5 r NULL  -23.962 14.448 nan -0.655
OBS: 56059.3 r NULL  -59.783 41.807 nan -0.759
OBS: 56062.3 r NULL  15.568 9.942 -7.981 0.693
OBS: 56065.3 r NULL  -6.237 11.149 nan -1.941
OBS: 56325.6 r NULL  8.479 17.537 -7.321 2.246
OBS: 56331.6 r NULL  -5.191 10.020 nan -2.096
OBS: 56332.6 r NULL  11.373 10.310 -7.640 0.984
OBS: 56336.6 r NULL  11.612 9.524 -7.662 0.891
OBS: 56354.6 r NULL  -7.207 16.572 nan -2.497
OBS: 56357.6 r NULL  0.045 11.819 -1.638 283.889
OBS: 56371.5 r NULL  -17.373 14.271 nan -0.892
OBS: 56384.5 r NULL  25.122 15.791 -8.500 0.682
OBS: 56387.5 r NULL  29.232 16.221 -8.665 0.602
OBS: 56390.4 r NULL  1.477 19.518 -5.423 14.351
OBS: 56398.5 r NULL  18.379 18.983 -8.161 1.121
OBS: 56401.3 r NULL  -6.447 13.433 nan -2.262
OBS: 56416.4 r NULL  -5.496 13.819 nan -2.730
OBS: 56420.4 r NULL  1.764 9.267 -5.616 5.704
OBS: 56427.3 r NULL  -0.807 12.619 nan -16.977
OBS: 56430.4 r NULL  -41.338 17.029 nan -0.447
OBS: 56443.3 r NULL  0.416 11.635 -4.046 30.403
OBS: 56450.3 r NULL  32.362 23.303 -8.775 0.782
OBS: 56460.3 r NULL  1.349 12.622 -5.325 10.156
OBS: 56478.3 r NULL  -5.673 12.042 nan -2.305
OBS: 54926.6 i NULL  -62.098 159.003 nan -2.780
OBS: 54940.5 i NULL  -6.280 15.178 nan -2.624
OBS: 54941.4 i NULL  0.986 14.181 -4.985 15.616
OBS: 54942.3 i NULL  -12.262 19.024 nan -1.685
OBS: 54947.4 i NULL  23.871 29.844 -8.445 1.357
OBS: 54951.3 i NULL  -11.983 14.393 nan -1.304
OBS: 54952.3 i NULL  7.682 15.958 -7.214 2.255
OBS: 54984.3 i NULL  -12.403 19.108 nan -1.673
OBS: 54985.4 i NULL  10.020 16.388 -7.502 1.776
OBS: 54987.4 i NULL  -27.181 19.276 nan -0.770
OBS: 54994.3 i NULL  16.040 18.615 -8.013 1.260
OBS: 55000.3 i NULL  -114.044 63.292 nan -0.603
OBS: 55189.6 i NULL  1.395 16.223 -5.362 12.624
OBS: 55192.6 i NULL  -0.745 16.002 nan -23.314
OBS: 55207.6 i NULL  5.056 13.500 -6.759 2.899
OBS: 55210.6 i NULL  -6.999 14.534 nan -2.255
OBS: 55213.6 i NULL  0.420 12.731 -4.057 32.941
OBS: 55219.6 i NULL  -1.104 13.131 nan -12.913
OBS: 55222.6 i NULL  19.966 13.457 -8.251 0.732
OBS: 55231.6 i NULL  29.073 14.782 -8.659 0.552
OBS: 55234.6 i NULL  93.457 14.346 -9.927 0.167
OBS: 55237.6 i NULL  149.907 13.300 -10.440 0.096
OBS: 55240.5 i NULL  164.338 14.191 -10.539 0.094
OBS: 55243.5 i NULL  211.775 15.214 -10.815 0.078
OBS: 55246.5 i NULL  177.402 15.640 -10.622 0.096
OBS: 55249.6 i NULL  190.611 18.797 -10.700 0.107
OBS: 55252.6 i NULL  153.980 22.744 -10.469 0.160
OBS: 55258.6 i NULL  138.167 16.107 -10.351 0.127
OBS: 55264.5 i NULL  81.903 21.708 -9.783 0.288
OBS: 55276.6 i NULL  95.924 15.710 -9.955 0.178
OBS: 55288.4 i NULL  47.043 21.773 -9.181 0.503
OBS: 55297.3 i NULL  50.772 16.859 -9.264 0.361
OBS: 55303.5 i NULL  47.726 16.526 -9.197 0.376
OBS: 55327.4 i NULL  12.218 14.039 -7.717 1.248
OBS: 55330.3 i NULL  2.217 16.097 -5.865 7.882
OBS: 55339.3 i NULL  72.454 70.712 -9.650 1.060
OBS: 55348.3 i NULL  7.131 14.775 -7.133 2.250
OBS: 55354.3 i NULL  16.687 14.207 -8.056 0.924
OBS: 55360.3 i NULL  -5.670 19.980 nan -3.826
OBS: 55363.3 i NULL  19.589 14.364 -8.230 0.796
OBS: 55366.3 i NULL  30.076 15.913 -8.696 0.574
OBS: 55567.6 i NULL  19.741 15.470 -8.238 0.851
OBS: 55594.6 i NULL  -31.646 15.081 nan -0.517
