SURVEY:  PS1MD
SNID:  PSc360067
IAUC:    UNKNOWN
RA:        159.6091875  deg
DECL:       58.1090306  deg
MWEBV: 0.0055 +- 0.0006 MW E(B-V)
REDSHIFT_FINAL:  0.5935 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.7740 +- 0.0790
SEARCH_PEAKMJD: 55961.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc360067.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0005
# HOSTNAME: dsp058

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 368
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55161.6 g NULL  -12.508 20.544 nan -1.783
OBS: 55173.6 g NULL  17.709 13.105 -8.120 0.803
OBS: 55182.6 g NULL  0.287 5.452 -3.644 20.634
OBS: 55188.6 g NULL  0.000 8.350 inf inf
OBS: 55203.5 g NULL  7.697 7.550 -7.216 1.065
OBS: 55206.6 g NULL  -2.425 5.940 nan -2.660
OBS: 55209.6 g NULL  14.635 8.878 -7.913 0.659
OBS: 55212.6 g NULL  5.239 6.982 -6.798 1.447
OBS: 55215.5 g NULL  -1.743 4.636 nan -2.887
OBS: 55221.5 g NULL  -3.917 7.855 nan -2.177
OBS: 55230.5 g NULL  4.333 21.217 -6.592 5.316
OBS: 55233.5 g NULL  6.808 6.316 -7.082 1.007
OBS: 55236.6 g NULL  2.999 10.229 -6.192 3.703
OBS: 55239.5 g NULL  -3.524 7.003 nan -2.157
OBS: 55242.5 g NULL  1.589 6.893 -5.502 4.712
OBS: 55248.5 g NULL  -3.444 5.975 nan -1.884
OBS: 55251.4 g NULL  18.765 22.803 -8.183 1.319
OBS: 55266.5 g NULL  -6.869 11.094 nan -1.754
OBS: 55275.4 g NULL  8.344 7.103 -7.303 0.924
OBS: 55281.3 g NULL  -15.268 27.582 nan -1.961
OBS: 55293.4 g NULL  1.647 11.111 -5.542 7.324
OBS: 55302.4 g NULL  -18.717 19.682 nan -1.142
OBS: 55305.3 g NULL  23.989 19.954 -8.450 0.903
OBS: 55320.4 g NULL  4.388 10.535 -6.606 2.607
OBS: 55326.3 g NULL  -14.660 10.231 nan -0.758
OBS: 55329.3 g NULL  0.710 9.935 -4.629 15.184
OBS: 55332.3 g NULL  1.463 6.261 -5.413 4.645
OBS: 55338.3 g NULL  -8.226 27.600 nan -3.643
OBS: 55350.3 g NULL  -1.158 7.029 nan -6.592
OBS: 55353.3 g NULL  2.379 7.190 -5.941 3.282
OBS: 55563.6 g NULL  -10.038 11.054 nan -1.196
OBS: 55572.6 g NULL  -4.160 9.074 nan -2.369
OBS: 55584.6 g NULL  -0.314 22.904 nan -79.120
OBS: 55587.6 g NULL  0.464 14.937 -4.167 34.922
OBS: 55590.6 g NULL  2.050 5.941 -5.779 3.146
OBS: 55593.6 g NULL  1.083 6.453 -5.087 6.469
OBS: 55596.5 g NULL  -1.103 6.861 nan -6.752
OBS: 55602.4 g NULL  -11.786 20.219 nan -1.863
OBS: 55629.4 g NULL  -5.783 7.585 nan -1.424
OBS: 55632.5 g NULL  -1.937 8.382 nan -4.698
OBS: 55635.3 g NULL  -3.720 14.252 nan -4.159
OBS: 55650.5 g NULL  -0.336 8.030 nan -25.932
OBS: 55653.5 g NULL  7.498 8.934 -7.187 1.294
OBS: 55662.3 g NULL  -0.029 10.345 nan -380.729
OBS: 55665.3 g NULL  4.216 16.837 -6.562 4.336
OBS: 55674.3 g NULL  1.393 5.948 -5.359 4.638
OBS: 55677.4 g NULL  -5.884 6.893 nan -1.272
OBS: 55680.3 g NULL  -3.250 8.350 nan -2.789
OBS: 55692.3 g NULL  -13.832 11.814 nan -0.927
OBS: 55710.3 g NULL  1.099 7.604 -5.103 7.510
OBS: 55719.3 g NULL  12.703 8.269 -7.760 0.707
OBS: 55722.3 g NULL  4.152 24.692 -6.546 6.457
OBS: 55911.6 g NULL  19.129 13.626 -8.204 0.773
