SURVEY:  PS1MD
SNID:  PSc360156
IAUC:    UNKNOWN
RA:        150.8072583  deg
DECL:       1.8952917  deg
MWEBV: 0.0181 +- 0.0006 MW E(B-V)
REDSHIFT_FINAL:  0.0467 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.3000 +- 0.0505
SEARCH_PEAKMJD: 55972.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc360156.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: dsp055

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 326
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55161.6 g NULL  -7.191 27.740 nan -4.188
OBS: 55176.6 g NULL  -14.013 19.533 nan -1.513
OBS: 55179.6 g NULL  -15.816 17.700 nan -1.215
OBS: 55191.5 g NULL  26.793 17.172 -8.570 0.696
OBS: 55206.6 g NULL  -10.889 16.593 nan -1.654
OBS: 55212.5 g NULL  -6.373 16.683 nan -2.842
OBS: 55215.6 g NULL  -4.205 17.207 nan -4.443
OBS: 55217.5 g NULL  -12.239 16.845 nan -1.494
OBS: 55221.5 g NULL  -35.090 20.021 nan -0.619
OBS: 55230.4 g NULL  36.645 56.719 -8.910 1.681
OBS: 55233.5 g NULL  -1.092 18.248 nan -18.150
OBS: 55236.5 g NULL  -3.485 18.670 nan -5.816
OBS: 55239.5 g NULL  4.328 18.543 -6.591 4.652
OBS: 55242.4 g NULL  -8.309 16.746 nan -2.188
OBS: 55248.4 g NULL  7.367 18.988 -7.168 2.798
OBS: 55275.4 g NULL  1.807 21.520 -5.642 12.932
OBS: 55290.4 g NULL  135.971 36.974 -10.334 0.295
OBS: 55302.4 g NULL  27.309 31.166 -8.591 1.239
OBS: 55305.3 g NULL  36.640 23.642 -8.910 0.701
OBS: 55320.3 g NULL  1.014 20.351 -5.015 21.787
OBS: 55545.5 g NULL  1.811 17.113 -5.645 10.260
OBS: 55560.6 g NULL  -16.694 17.668 nan -1.149
OBS: 55563.6 g NULL  -10.846 20.201 nan -2.022
OBS: 55566.6 g NULL  62.258 25.457 -9.485 0.444
OBS: 55572.5 g NULL  44.686 21.348 -9.125 0.519
OBS: 55587.6 g NULL  -8.467 20.487 nan -2.627
OBS: 55590.5 g NULL  22.056 19.498 -8.359 0.960
OBS: 55593.5 g NULL  2.161 17.154 -5.837 8.619
OBS: 55596.4 g NULL  -8.202 18.744 nan -2.481
OBS: 55602.4 g NULL  73.944 39.144 -9.672 0.575
OBS: 55614.3 g NULL  -17.751 22.997 nan -1.407
OBS: 55629.3 g NULL  9.978 18.865 -7.498 2.053
OBS: 55632.3 g NULL  -10.601 17.910 nan -1.834
OBS: 55635.3 g NULL  1.512 19.132 -5.449 13.737
OBS: 55644.4 g NULL  41.382 54.230 -9.042 1.423
OBS: 55650.4 g NULL  7.710 25.909 -7.218 3.648
OBS: 55653.4 g NULL  -13.870 18.332 nan -1.435
OBS: 55662.3 g NULL  -36.632 19.537 nan -0.579
OBS: 55674.3 g NULL  2.004 16.421 -5.755 8.898
OBS: 55677.3 g NULL  22.306 19.661 -8.371 0.957
OBS: 55680.3 g NULL  -21.227 19.574 nan -1.001
OBS: 55941.6 g NULL  -37.739 20.916 nan -0.602
OBS: 55947.6 g NULL  6.711 18.845 -7.067 3.049
OBS: 55949.6 g NULL  70.589 28.345 -9.622 0.436
OBS: 55952.6 g NULL  -11.743 17.288 nan -1.598
OBS: 55955.6 g NULL  11.821 20.582 -7.682 1.890
OBS: 55970.5 g NULL  38.802 19.157 -8.972 0.536
OBS: 55973.5 g NULL  768.659 19.345 -12.214 0.027
OBS: 55984.3 g NULL  8425.987 132.722 -14.814 0.017
OBS: 56000.5 g NULL  5314.336 64.025 -14.314 0.013
OBS: 56006.4 g NULL  2830.063 30.633 -13.629 0.012
OBS: 56014.3 g NULL  1429.287 23.855 -12.888 0.018
OBS: 56029.4 g NULL  719.731 23.438 -12.143 0.035
OBS: 56032.4 g NULL  649.613 18.193 -12.032 0.030
OBS: 56040.3 g NULL  548.254 20.917 -11.847 0.041
OBS: 56043.3 g NULL  556.919 20.121 -11.864 0.039
OBS: 56325.5 g NULL  -3.756 21.970 nan -6.352
OBS: 56328.5 g NULL  27.735 21.599 -8.608 0.846
OBS: 56331.6 g NULL  32.124 18.649 -8.767 0.630
OBS: 56333.4 g NULL  1.555 17.237 -5.479 12.038
OBS: 56336.5 g NULL  18.356 18.735 -8.159 1.108
OBS: 56354.4 g NULL  8.096 19.913 -7.271 2.671
OBS: 56357.4 g NULL  0.011 18.745 -0.073 1902.108
OBS: 56360.3 g NULL  26.032 20.552 -8.539 0.857
OBS: 56384.3 g NULL  30.694 21.786 -8.718 0.771
OBS: 56387.4 g NULL  -3.031 18.816 nan -6.739
OBS: 56395.3 g NULL  -18.036 20.852 nan -1.255
OBS: 56416.3 g NULL  7.022 17.249 -7.116 2.667
OBS: 56625.6 g NULL  8.203 16.994 -7.285 2.249
OBS: 56630.6 g NULL  -29.898 23.294 nan -0.846
OBS: 56636.6 g NULL  -17.278 20.535 nan -1.290
OBS: 56657.6 g NULL  -16.085 19.968 nan -1.348
OBS: 56666.6 g NULL  -0.660 23.688 nan -38.974
OBS: 56682.5 g NULL  8.233 18.216 -7.289 2.402
OBS: 56709.3 g NULL  164.365 25.410 -10.540 0.168
OBS: 55161.6 r NULL  1.604 139.818 -5.513 94.642
OBS: 55176.6 r NULL  -19.206 22.863 nan -1.292
OBS: 55179.6 r NULL  -9.541 21.735 nan -2.473
OBS: 55188.6 r NULL  7.442 22.341 -7.179 3.259
OBS: 55206.6 r NULL  -4.299 21.766 nan -5.497
OBS: 55212.5 r NULL  -20.761 21.421 nan -1.120
OBS: 55215.6 r NULL  13.288 21.878 -7.809 1.788
OBS: 55217.5 r NULL  -2.352 21.179 nan -9.779
OBS: 55221.5 r NULL  -25.189 24.286 nan -1.047
OBS: 55230.4 r NULL  -52.338 62.750 nan -1.302
OBS: 55233.5 r NULL  10.865 22.896 -7.590 2.288
OBS: 55236.5 r NULL  3.233 23.041 -6.274 7.739
OBS: 55239.5 r NULL  1.113 23.713 -5.116 23.134
OBS: 55242.4 r NULL  -6.126 21.502 nan -3.811
