SURVEY:  PS1MD
SNID:  PSc560120
IAUC:    UNKNOWN
RA:        37.1435333  deg
DECL:       -4.3800667  deg
MWEBV: 0.0228 +- 0.0002 MW E(B-V)
REDSHIFT_FINAL:  0.3868 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.9430 +- 0.3265
SEARCH_PEAKMJD: 56593.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc560120.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0003
# HOSTNAME: dsp058

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 407
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55074.6 g NULL  -1.894 8.793 nan -5.041
OBS: 55086.6 g NULL  -29.639 17.955 nan -0.658
OBS: 55089.6 g NULL  5.340 9.281 -6.819 1.887
OBS: 55095.5 g NULL  5.350 7.487 -6.821 1.519
OBS: 55098.5 g NULL  3.783 15.267 -6.444 4.382
OBS: 55101.6 g NULL  -9.631 7.232 nan -0.815
OBS: 55104.6 g NULL  -2.716 7.941 nan -3.174
OBS: 55161.3 g NULL  16.361 15.010 -8.035 0.996
OBS: 55170.3 g NULL  31.207 20.434 -8.736 0.711
OBS: 55173.4 g NULL  -9.488 8.407 nan -0.962
OBS: 55176.4 g NULL  0.794 6.365 -4.749 8.704
OBS: 55188.3 g NULL  -9.755 15.248 nan -1.697
OBS: 55191.2 g NULL  19.375 12.691 -8.218 0.711
OBS: 55203.2 g NULL  -7.022 4.885 nan -0.755
OBS: 55206.3 g NULL  -9.913 6.692 nan -0.733
OBS: 55215.2 g NULL  -1.924 6.636 nan -3.745
OBS: 55413.6 g NULL  -7.842 9.873 nan -1.367
OBS: 55416.6 g NULL  4.804 8.915 -6.704 2.015
OBS: 55422.6 g NULL  1.819 11.274 -5.650 6.730
OBS: 55425.6 g NULL  -9.157 6.397 nan -0.759
OBS: 55428.6 g NULL  9.230 6.483 -7.413 0.763
OBS: 55446.6 g NULL  3.074 6.743 -6.219 2.382
OBS: 55449.6 g NULL  6.624 9.208 -7.053 1.509
OBS: 55452.6 g NULL  9.284 7.431 -7.419 0.869
OBS: 55455.6 g NULL  5.401 5.475 -6.831 1.101
OBS: 55458.6 g NULL  -9.865 13.065 nan -1.438
OBS: 55467.6 g NULL  -41.407 32.735 nan -0.858
OBS: 55476.6 g NULL  19.164 7.439 -8.206 0.421
OBS: 55479.6 g NULL  6.756 16.348 -7.074 2.627
OBS: 55482.6 g NULL  4.842 7.656 -6.713 1.717
OBS: 55485.6 g NULL  -18.530 14.479 nan -0.848
OBS: 55500.5 g NULL  1.035 8.833 -5.037 9.265
OBS: 55503.4 g NULL  -12.797 7.581 nan -0.643
OBS: 55509.5 g NULL  5.938 10.512 -6.934 1.922
OBS: 55524.5 g NULL  52.037 35.905 -9.291 0.749
OBS: 55530.4 g NULL  10.676 28.149 -7.571 2.863
OBS: 55587.3 g NULL  -21.721 10.168 nan -0.508
OBS: 55590.3 g NULL  -1.428 7.463 nan -5.673
OBS: 55593.3 g NULL  -7.175 8.539 nan -1.292
OBS: 55596.3 g NULL  -0.670 8.045 nan -13.030
OBS: 55809.6 g NULL  6.626 5.366 -7.053 0.879
OBS: 55812.5 g NULL  -17.827 9.849 nan -0.600
OBS: 55824.6 g NULL  -0.193 9.514 nan -53.519
OBS: 55828.5 g NULL  0.890 3.810 -4.873 4.648
