SURVEY:  PS1MD
SNID:  PSc190340
IAUC:    UNKNOWN
RA:        334.1344458  deg
DECL:       0.4732944  deg
MWEBV: 0.0534 +- 0.0019 MW E(B-V)
REDSHIFT_FINAL:  0.1384 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.7480 +- 0.0655
SEARCH_PEAKMJD: 55801.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 1
# PHOTCAT: PSc190340.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: dsp054

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 376
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55011.6 g NULL  -19.704 15.062 nan -0.830
OBS: 55014.6 g NULL  1.992 15.579 -5.748 8.492
OBS: 55029.6 g NULL  -5.275 9.410 nan -1.937
OBS: 55038.6 g NULL  -91.195 80.966 nan -0.964
OBS: 55074.4 g NULL  -17.222 24.616 nan -1.552
OBS: 55086.4 g NULL  -6.578 11.665 nan -1.925
OBS: 55089.4 g NULL  2.680 8.166 -6.070 3.309
OBS: 55092.4 g NULL  1.489 10.991 -5.432 8.014
OBS: 55095.4 g NULL  2.856 8.822 -6.139 3.354
OBS: 55098.3 g NULL  4.557 9.114 -6.647 2.171
OBS: 55389.5 g NULL  3.198 6.854 -6.262 2.327
OBS: 55398.5 g NULL  -18.945 34.269 nan -1.964
OBS: 55410.5 g NULL  3.655 12.494 -6.407 3.711
OBS: 55413.5 g NULL  -10.108 9.347 nan -1.004
OBS: 55416.5 g NULL  -4.872 7.059 nan -1.573
OBS: 55422.5 g NULL  -10.779 10.405 nan -1.048
OBS: 55425.4 g NULL  0.671 10.885 -4.566 17.624
OBS: 55428.5 g NULL  19.796 10.025 -8.241 0.550
OBS: 55440.5 g NULL  -1.598 8.179 nan -5.559
OBS: 55443.5 g NULL  4.561 8.065 -6.648 1.920
OBS: 55446.5 g NULL  3.189 10.231 -6.259 3.483
OBS: 55449.4 g NULL  14.325 12.078 -7.890 0.915
OBS: 55452.4 g NULL  5.973 9.815 -6.940 1.784
OBS: 55455.4 g NULL  1.280 11.771 -5.268 9.986
OBS: 55458.3 g NULL  -36.970 43.073 nan -1.265
OBS: 55467.3 g NULL  -4.126 14.407 nan -3.791
OBS: 55473.3 g NULL  -30.728 14.795 nan -0.523
OBS: 55479.2 g NULL  5.361 11.063 -6.823 2.241
OBS: 55482.2 g NULL  10.074 13.360 -7.508 1.440
OBS: 55500.2 g NULL  2.764 8.386 -6.104 3.294
OBS: 55503.3 g NULL  -7.062 10.837 nan -1.666
OBS: 55512.3 g NULL  -34.755 34.559 nan -1.080
OBS: 55530.2 g NULL  -34.255 18.600 nan -0.590
OBS: 55536.3 g NULL  -40.090 15.132 nan -0.410
OBS: 55743.6 g NULL  -8.391 11.337 nan -1.467
OBS: 55764.6 g NULL  -1.030 15.184 nan -16.006
OBS: 55767.6 g NULL  -1.919 9.755 nan -5.519
OBS: 55770.5 g NULL  -6.904 9.064 nan -1.425
OBS: 55773.6 g NULL  11.281 8.880 -7.631 0.855
OBS: 55776.6 g NULL  1.676 8.416 -5.560 5.453
OBS: 55779.6 g NULL  12.033 7.364 -7.701 0.664
OBS: 55782.4 g NULL  -34.441 29.600 nan -0.933
OBS: 55791.6 g NULL  -61.637 39.022 nan -0.687
OBS: 55794.5 g NULL  -24.925 9.671 nan -0.421
OBS: 55797.5 g NULL  59.752 6.573 -9.441 0.119
OBS: 55800.3 g NULL  191.944 24.087 -10.708 0.136
OBS: 55803.5 g NULL  560.337 11.481 -11.871 0.022
OBS: 55806.4 g NULL  854.488 17.281 -12.329 0.022
OBS: 55809.3 g NULL  1141.227 20.834 -12.643 0.020
OBS: 55812.4 g NULL  1271.923 25.234 -12.761 0.022
OBS: 55821.3 g NULL  1064.981 14.559 -12.568 0.015
OBS: 55824.3 g NULL  864.848 15.718 -12.342 0.020
OBS: 55828.3 g NULL  727.347 15.522 -12.154 0.023
OBS: 55830.3 g NULL  550.483 15.271 -11.852 0.030
OBS: 55833.3 g NULL  460.349 13.206 -11.658 0.031
OBS: 55836.2 g NULL  345.738 13.509 -11.347 0.042
OBS: 55839.4 g NULL  248.827 25.163 -10.990 0.110
OBS: 55852.3 g NULL  102.961 8.208 -10.032 0.087
OBS: 55855.2 g NULL  99.255 9.397 -9.992 0.103
OBS: 55858.2 g NULL  97.377 11.241 -9.971 0.125
OBS: 55860.2 g NULL  84.522 11.289 -9.817 0.145
OBS: 55863.3 g NULL  80.266 10.647 -9.761 0.144
OBS: 56147.5 g NULL  4.293 10.369 -6.582 2.623
OBS: 56150.5 g NULL  13.766 8.815 -7.847 0.695
OBS: 56153.6 g NULL  -1.738 11.251 nan -7.027
OBS: 56155.5 g NULL  -7.700 7.147 nan -1.008
OBS: 56161.3 g NULL  1.339 19.250 -5.317 15.614
OBS: 56164.4 g NULL  -5.868 16.652 nan -3.081
OBS: 56176.4 g NULL  1.324 14.121 -5.304 11.583
OBS: 56206.2 g NULL  2.736 8.617 -6.093 3.420
OBS: 56209.2 g NULL  19.810 7.481 -8.242 0.410
OBS: 56214.2 g NULL  -103.409 37.127 nan -0.390
OBS: 56217.3 g NULL  -2.301 7.926 nan -3.740
OBS: 56220.3 g NULL  -18.919 13.667 nan -0.784
OBS: 56475.5 g NULL  -10.953 10.285 nan -1.020
OBS: 56480.5 g NULL  -0.912 12.039 nan -14.329
OBS: 56486.6 g NULL  -5.654 7.721 nan -1.483
OBS: 56489.5 g NULL  -2.739 8.200 nan -3.251
OBS: 56501.4 g NULL  -16.940 12.008 nan -0.770
OBS: 56507.6 g NULL  4.266 9.108 -6.575 2.318
OBS: 56512.5 g NULL  -6.462 9.690 nan -1.628
OBS: 56518.5 g NULL  -2.888 9.109 nan -3.424
