SURVEY:  PS1MD
SNID:  PS0910017
IAUC:    UNKNOWN
RA:        35.2774790  deg
DECL:       -5.0232890  deg
MWEBV:    0.0191 +- 0.0006  MW E(B-V)
REDSHIFT_FINAL:  0.3200 +- 0.0010  (CMB)
SEARCH_PEAKMJD: 55104.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PS0910017.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0008

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 399
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55074.6 g NULL  -0.267 9.162 nan -37.328
OBS: 55086.6 g NULL  34.673 15.482 -8.850 0.485
OBS: 55089.6 g NULL  -0.579 5.801 nan -10.888
OBS: 55095.5 g NULL  63.779 9.119 -9.512 0.155
OBS: 55098.5 g NULL  124.383 8.308 -10.237 0.073
OBS: 55101.6 g NULL  171.688 9.683 -10.587 0.061
OBS: 55104.6 g NULL  228.014 9.549 -10.895 0.045
OBS: 55161.3 g NULL  10.611 15.798 -7.564 1.616
OBS: 55170.3 g NULL  50.588 17.681 -9.260 0.379
OBS: 55173.4 g NULL  -4.719 8.483 nan -1.952
OBS: 55176.4 g NULL  -0.814 6.152 nan -8.211
OBS: 55179.4 g NULL  7.620 3.683 -7.205 0.525
OBS: 55188.3 g NULL  -6.135 14.178 nan -2.509
OBS: 55191.2 g NULL  14.863 12.435 -7.930 0.908
OBS: 55203.2 g NULL  -1.774 3.823 nan -2.340
OBS: 55206.3 g NULL  7.277 5.297 -7.155 0.790
OBS: 55215.2 g NULL  -2.830 7.705 nan -2.956
OBS: 55413.6 g NULL  8.819 7.421 -7.364 0.914
OBS: 55416.6 g NULL  -12.041 7.474 nan -0.674
OBS: 55422.6 g NULL  -9.663 12.614 nan -1.417
OBS: 55425.6 g NULL  3.138 7.050 -6.242 2.439
OBS: 55428.6 g NULL  1.477 6.724 -5.423 4.942
OBS: 55446.6 g NULL  10.550 6.069 -7.558 0.625
OBS: 55449.6 g NULL  -0.146 5.899 nan -43.992
OBS: 55452.6 g NULL  0.399 7.695 -4.003 20.935
OBS: 55455.6 g NULL  0.127 4.948 -2.757 42.399
OBS: 55458.6 g NULL  -7.041 9.844 nan -1.518
OBS: 55467.6 g NULL  17.970 16.480 -8.136 0.996
OBS: 55476.6 g NULL  -3.019 10.319 nan -3.712
OBS: 55479.6 g NULL  -11.009 16.065 nan -1.584
OBS: 55482.6 g NULL  -1.772 8.169 nan -5.007
OBS: 55485.6 g NULL  -0.193 14.722 nan -82.907
OBS: 55500.5 g NULL  0.283 3.731 -3.631 14.294
OBS: 55503.4 g NULL  9.171 8.045 -7.406 0.952
OBS: 55509.5 g NULL  -7.008 9.589 nan -1.486
OBS: 55524.5 g NULL  30.348 33.960 -8.705 1.215
OBS: 55530.4 g NULL  78.069 44.416 -9.731 0.618
OBS: 55587.3 g NULL  0.371 7.856 -3.923 22.995
OBS: 55590.3 g NULL  -0.108 6.293 nan -63.143
OBS: 55593.3 g NULL  -4.288 8.563 nan -2.168
OBS: 55596.3 g NULL  1.462 6.422 -5.412 4.769
OBS: 55809.6 g NULL  -9.587 5.004 nan -0.567
OBS: 55812.5 g NULL  3.660 12.387 -6.409 3.675
