SURVEY:  PS1MD
SNID:  PSc310042
IAUC:    UNKNOWN
RA:        351.4510792  deg
DECL:       -1.7232194  deg
MWEBV: 0.0487 +- 0.0015 MW E(B-V)
REDSHIFT_FINAL:  0.2400 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.6450 +- 58.7120
SEARCH_PEAKMJD: 55812.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc310042.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0010

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 102
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55098.5 g NULL  5.776 12.328 -6.904 2.317
OBS: 55422.6 g NULL  8.564 14.377 -7.332 1.823
OBS: 55425.6 g NULL  0.533 8.817 -4.316 17.971
OBS: 55428.6 g NULL  2.002 10.656 -5.754 5.779
OBS: 55446.6 g NULL  -3.780 11.937 nan -3.429
OBS: 55476.5 g NULL  13.075 9.062 -7.791 0.752
OBS: 55500.3 g NULL  -8.146 6.479 nan -0.863
OBS: 55767.6 g NULL  -4.649 10.453 nan -2.441
OBS: 55836.4 g NULL  67.994 17.875 -9.581 0.285
OBS: 55889.3 g NULL  21.285 9.840 -8.320 0.502
OBS: 55095.4 r NULL  3.322 15.022 -6.303 4.910
OBS: 55101.5 r NULL  1.349 11.388 -5.325 9.167
OBS: 55173.3 r NULL  -4.887 9.462 nan -2.102
OBS: 55176.3 r NULL  -0.534 9.758 nan -19.826
OBS: 55179.3 r NULL  -0.811 8.499 nan -11.384
OBS: 55422.6 r NULL  -1.415 8.490 nan -6.516
OBS: 55440.5 r NULL  -4.503 12.371 nan -2.983
OBS: 55443.5 r NULL  -7.686 10.607 nan -1.498
OBS: 55446.6 r NULL  2.864 7.927 -6.142 3.006
OBS: 55449.5 r NULL  1.782 15.549 -5.627 9.475
OBS: 55467.4 r NULL  -22.978 19.045 nan -0.900
OBS: 55476.5 r NULL  3.164 10.382 -6.251 3.562
OBS: 55500.3 r NULL  0.804 7.096 -4.764 9.576
OBS: 55530.3 r NULL  36.261 21.399 -8.899 0.641
OBS: 55852.5 r NULL  69.168 22.450 -9.600 0.352
OBS: 55859.4 r NULL  50.352 15.196 -9.255 0.328
OBS: 55881.3 r NULL  37.297 9.999 -8.929 0.291
OBS: 55887.3 r NULL  20.599 15.888 -8.285 0.837
OBS: 56147.6 r NULL  -2.785 30.892 nan -12.044
OBS: 56161.6 r NULL  -18.898 14.874 nan -0.855
OBS: 56176.6 r NULL  30.657 19.694 -8.716 0.697
OBS: 56209.5 r NULL  4.714 13.946 -6.683 3.212
OBS: 56220.3 r NULL  -33.643 24.501 nan -0.791
