SURVEY:  PS1MD
SNID:  PSc051109
IAUC:    UNKNOWN
RA:        243.0480708  deg
DECL:       54.0090167  deg
MWEBV: 0.0082 +- 0.0003 MW E(B-V)
REDSHIFT_FINAL:  0.2302 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 9.8740 +- 0.2655
SEARCH_PEAKMJD: 55298.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc051109.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0002
# HOSTNAME: dsp056

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 379
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 54979.5 g NULL  -1.121 9.080 nan -8.791
OBS: 54982.4 g NULL  -11.582 9.841 nan -0.923
OBS: 54993.4 g NULL  -10.331 13.395 nan -1.408
OBS: 54996.4 g NULL  13.590 14.702 -7.833 1.175
OBS: 54999.4 g NULL  -15.417 9.017 nan -0.635
OBS: 55002.4 g NULL  -18.934 12.439 nan -0.713
OBS: 55011.4 g NULL  -16.820 14.078 nan -0.909
OBS: 55014.3 g NULL  -9.751 15.977 nan -1.779
OBS: 55029.3 g NULL  0.078 27.052 -2.234 375.106
OBS: 55089.2 g NULL  8.136 10.239 -7.276 1.366
OBS: 55092.2 g NULL  1.585 11.394 -5.500 7.803
OBS: 55296.6 g NULL  300.260 72.212 -11.194 0.261
OBS: 55302.6 g NULL  342.682 15.960 -11.337 0.051
OBS: 55305.6 g NULL  323.572 15.532 -11.275 0.052
OBS: 55326.5 g NULL  66.990 8.640 -9.565 0.140
OBS: 55329.5 g NULL  49.191 11.541 -9.230 0.255
OBS: 55332.4 g NULL  46.317 8.344 -9.164 0.196
OBS: 55335.4 g NULL  30.318 10.744 -8.704 0.385
OBS: 55338.4 g NULL  -26.700 20.593 nan -0.837
OBS: 55347.4 g NULL  7.807 17.188 -7.231 2.390
OBS: 55350.5 g NULL  10.973 12.522 -7.601 1.239
OBS: 55353.4 g NULL  4.994 7.997 -6.746 1.739
OBS: 55362.4 g NULL  19.186 9.486 -8.207 0.537
OBS: 55365.3 g NULL  6.825 7.590 -7.085 1.207
OBS: 55368.4 g NULL  18.106 13.348 -8.145 0.800
OBS: 55377.4 g NULL  10.769 16.085 -7.580 1.622
OBS: 55389.3 g NULL  5.395 6.658 -6.830 1.340
OBS: 55407.3 g NULL  10.190 13.045 -7.520 1.390
OBS: 55413.3 g NULL  2.874 8.183 -6.146 3.091
OBS: 55416.3 g NULL  8.853 9.159 -7.368 1.123
OBS: 55425.3 g NULL  10.204 17.959 -7.522 1.911
OBS: 55428.3 g NULL  8.886 14.520 -7.372 1.774
OBS: 55437.3 g NULL  20.393 11.052 -8.274 0.588
