SURVEY:  PS1MD
SNID:  PSc390442
IAUC:    UNKNOWN
RA:        243.3677625  deg
DECL:       54.3628250  deg
MWEBV: 0.0080 +- 0.0007 MW E(B-V)
REDSHIFT_FINAL:  0.3861 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.9790 +- 0.0160
SEARCH_PEAKMJD: 56066.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc390442.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0003
# HOSTNAME: dsp054

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 373
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 54979.5 g NULL  2.323 11.311 -5.915 5.288
OBS: 54982.4 g NULL  -3.473 8.904 nan -2.784
OBS: 54993.4 g NULL  -21.936 12.839 nan -0.635
OBS: 54996.4 g NULL  -6.651 14.574 nan -2.379
OBS: 54999.4 g NULL  -17.924 10.057 nan -0.609
OBS: 55002.4 g NULL  -12.880 11.643 nan -0.981
OBS: 55011.4 g NULL  -24.431 10.085 nan -0.448
OBS: 55014.3 g NULL  31.517 18.586 -8.746 0.640
OBS: 55029.3 g NULL  9.914 14.941 -7.491 1.636
OBS: 55089.2 g NULL  -10.300 6.997 nan -0.738
OBS: 55092.2 g NULL  -0.565 1378.865 nan -2651.114
OBS: 55296.6 g NULL  -11.691 70.966 nan -6.590
OBS: 55302.6 g NULL  12.293 14.649 -7.724 1.294
OBS: 55305.6 g NULL  1.443 13.851 -5.398 10.423
OBS: 55326.5 g NULL  -0.044 9.172 nan -224.784
OBS: 55329.5 g NULL  9.385 13.960 -7.431 1.615
OBS: 55332.4 g NULL  -18.449 8.780 nan -0.517
OBS: 55335.4 g NULL  -5.045 9.665 nan -2.080
OBS: 55338.4 g NULL  28.653 28.421 -8.643 1.077
OBS: 55347.4 g NULL  -13.831 20.969 nan -1.646
OBS: 55350.5 g NULL  26.851 13.124 -8.572 0.531
OBS: 55353.4 g NULL  1.687 7.508 -5.568 4.832
OBS: 55362.4 g NULL  15.886 10.704 -8.003 0.732
OBS: 55365.3 g NULL  12.856 7.256 -7.773 0.613
OBS: 55368.4 g NULL  1.763 12.103 -5.616 7.452
OBS: 55377.4 g NULL  12.483 15.047 -7.741 1.309
OBS: 55407.3 g NULL  5.535 11.741 -6.858 2.303
OBS: 55413.3 g NULL  -8.104 9.448 nan -1.266
OBS: 55416.3 g NULL  4.611 9.367 -6.659 2.206
OBS: 55422.3 g NULL  21.452 32.823 -8.329 1.661
OBS: 55425.3 g NULL  -14.193 20.174 nan -1.543
OBS: 55428.3 g NULL  -23.238 16.052 nan -0.750
OBS: 55437.3 g NULL  7.936 10.432 -7.249 1.427
OBS: 55440.3 g NULL  -3.187 7.669 nan -2.613
OBS: 55443.3 g NULL  -11.943 8.514 nan -0.774
OBS: 55449.2 g NULL  11.681 17.347 -7.669 1.612
OBS: 55452.3 g NULL  -7.867 11.988 nan -1.654
OBS: 55602.6 g NULL  -1.936 8.079 nan -4.531
OBS: 55674.5 g NULL  -0.145 8.832 nan -65.993
OBS: 55677.6 g NULL  4.067 6.031 -6.523 1.610
OBS: 55701.6 g NULL  -29.203 19.822 nan -0.737
OBS: 55710.5 g NULL  0.948 6.529 -4.942 7.476
OBS: 55722.4 g NULL  -1.761 35.793 nan -22.070
OBS: 55737.4 g NULL  9.479 8.919 -7.442 1.022
OBS: 55740.4 g NULL  51.103 35.420 -9.271 0.753
OBS: 55743.3 g NULL  -11.141 8.966 nan -0.874
OBS: 55746.3 g NULL  -3.693 6.040 nan -1.776
OBS: 55752.3 g NULL  6.799 17.503 -7.081 2.795
