SURVEY:  PS1MD
SNID:  PSc040377
IAUC:    UNKNOWN
RA:        160.2161917  deg
DECL:       58.8815278  deg
MWEBV: 0.0066 +- 0.0010 MW E(B-V)
REDSHIFT_FINAL:  0.3520 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 9.7500 +- 0.4670
SEARCH_PEAKMJD: 55329.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc040377.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0008
# HOSTNAME: dsp054

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 367
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55161.6 g NULL  7.623 27.904 -7.205 3.974
OBS: 55173.6 g NULL  -6.792 15.540 nan -2.484
OBS: 55182.6 g NULL  4.187 9.258 -6.555 2.401
OBS: 55191.6 g NULL  -1.347 8.423 nan -6.788
OBS: 55203.5 g NULL  0.807 11.812 -4.768 15.882
OBS: 55206.6 g NULL  1.242 9.004 -5.235 7.870
OBS: 55209.6 g NULL  -1.351 10.810 nan -8.685
OBS: 55212.6 g NULL  5.697 9.107 -6.889 1.736
OBS: 55215.5 g NULL  -6.216 8.352 nan -1.459
OBS: 55221.5 g NULL  -6.894 9.834 nan -1.549
OBS: 55230.5 g NULL  17.795 19.726 -8.126 1.204
OBS: 55233.5 g NULL  -1.841 14.472 nan -8.534
OBS: 55236.6 g NULL  8.010 12.909 -7.259 1.750
OBS: 55239.5 g NULL  0.613 9.943 -4.469 17.606
OBS: 55242.5 g NULL  -11.234 9.636 nan -0.931
OBS: 55248.5 g NULL  6.714 9.970 -7.067 1.612
OBS: 55251.4 g NULL  -26.494 28.763 nan -1.179
OBS: 55266.5 g NULL  -23.660 16.173 nan -0.742
OBS: 55275.4 g NULL  -3.149 12.969 nan -4.471
OBS: 55281.3 g NULL  7.782 36.771 -7.228 5.130
OBS: 55302.4 g NULL  110.672 24.175 -10.110 0.237
OBS: 55305.3 g NULL  115.798 22.034 -10.159 0.207
OBS: 55320.4 g NULL  54.129 12.921 -9.334 0.259
OBS: 55326.3 g NULL  22.413 13.437 -8.376 0.651
OBS: 55329.3 g NULL  22.457 10.554 -8.378 0.510
OBS: 55332.3 g NULL  -0.300 11.571 nan -41.877
OBS: 55338.3 g NULL  -6.721 32.566 nan -5.261
OBS: 55350.3 g NULL  0.476 10.559 -4.193 24.099
OBS: 55353.3 g NULL  -0.151 12.368 nan -88.751
OBS: 55563.6 g NULL  -29.700 13.917 nan -0.509
OBS: 55572.6 g NULL  5.499 14.428 -6.851 2.849
OBS: 55584.6 g NULL  2.796 22.456 -6.116 8.722
OBS: 55587.6 g NULL  11.584 16.192 -7.660 1.518
OBS: 55590.6 g NULL  -2.983 9.727 nan -3.541
OBS: 55593.6 g NULL  0.457 11.042 -4.149 26.244
OBS: 55596.5 g NULL  -4.187 12.899 nan -3.345
