SURVEY:  PS1MD
SNID:  PSc091748
IAUC:    UNKNOWN
RA:        52.1228917  deg
DECL:       -26.8284944  deg
MWEBV: 0.0095 +- 0.0003 MW E(B-V)
REDSHIFT_FINAL:  0.1445 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 8.1540 +- 0.6370
SEARCH_PEAKMJD: 55500.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc091748.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: dsp053

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 315
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55086.6 g NULL  126.634 40.795 -10.256 0.350
OBS: 55089.6 g NULL  2.173 12.804 -5.843 6.398
OBS: 55092.6 g NULL  -7.929 11.272 nan -1.544
OBS: 55095.6 g NULL  -20.722 20.942 nan -1.097
OBS: 55098.6 g NULL  -27.605 15.056 nan -0.592
OBS: 55101.6 g NULL  -5.105 11.010 nan -2.342
OBS: 55104.6 g NULL  -7.521 12.856 nan -1.856
OBS: 55170.4 g NULL  53.754 54.659 -9.326 1.104
OBS: 55188.3 g NULL  -15.923 19.170 nan -1.307
OBS: 55191.3 g NULL  -3.230 13.500 nan -4.538
OBS: 55203.3 g NULL  2.477 12.674 -5.985 5.556
OBS: 55221.2 g NULL  16.920 16.509 -8.071 1.059
OBS: 55446.6 g NULL  -8.849 11.610 nan -1.424
OBS: 55449.6 g NULL  -6.226 10.523 nan -1.835
OBS: 55452.6 g NULL  15.953 11.985 -8.007 0.816
OBS: 55455.6 g NULL  -16.156 11.543 nan -0.776
OBS: 55458.6 g NULL  18.705 25.085 -8.180 1.456
OBS: 55467.6 g NULL  -17.770 70.539 nan -4.310
OBS: 55476.6 g NULL  7.112 12.041 -7.130 1.838
OBS: 55479.5 g NULL  15.745 14.893 -7.993 1.027
OBS: 55482.5 g NULL  -11.021 10.038 nan -0.989
OBS: 55485.5 g NULL  17.480 14.973 -8.106 0.930
OBS: 55500.5 g NULL  1068.754 23.015 -12.572 0.023
OBS: 55503.5 g NULL  1214.258 23.411 -12.711 0.021
OBS: 55509.4 g NULL  1238.384 19.811 -12.732 0.017
OBS: 55518.4 g NULL  758.611 33.590 -12.200 0.048
OBS: 55524.4 g NULL  397.868 41.106 -11.499 0.112
OBS: 55545.4 g NULL  105.463 23.803 -10.058 0.245
OBS: 55548.4 g NULL  124.453 34.986 -10.238 0.305
OBS: 55557.3 g NULL  58.468 13.111 -9.417 0.243
OBS: 55596.2 g NULL  43.113 12.017 -9.087 0.303
OBS: 55821.6 g NULL  8.571 27.890 -7.333 3.533
OBS: 55824.6 g NULL  -12.512 12.340 nan -1.071
OBS: 55828.6 g NULL  1.012 9.144 -5.013 9.812
OBS: 55833.6 g NULL  12.400 29.124 -7.734 2.550
OBS: 55836.6 g NULL  -4.756 24.697 nan -5.638
OBS: 55852.5 g NULL  21.458 17.772 -8.329 0.899
OBS: 55858.5 g NULL  13.812 10.239 -7.851 0.805
OBS: 55869.5 g NULL  -22.534 26.642 nan -1.284
OBS: 55889.4 g NULL  -0.169 9.577 nan -61.599
OBS: 55895.4 g NULL  3.786 10.487 -6.445 3.007
OBS: 55911.4 g NULL  11.513 11.689 -7.653 1.102
OBS: 55947.3 g NULL  -0.785 11.003 nan -15.216
OBS: 55955.2 g NULL  24.652 12.829 -8.480 0.565
OBS: 56206.5 g NULL  0.410 18.359 -4.031 48.641
OBS: 56209.5 g NULL  10.057 12.849 -7.506 1.387
OBS: 56214.5 g NULL  -0.693 15.673 nan -24.559
OBS: 56217.5 g NULL  -4.377 13.815 nan -3.427
OBS: 56220.5 g NULL  -2.450 16.104 nan -7.138
OBS: 56235.4 g NULL  -20.351 13.848 nan -0.739
OBS: 56238.4 g NULL  24.116 20.226 -8.456 0.911
OBS: 56268.4 g NULL  0.317 11.979 -3.754 40.989
OBS: 56271.4 g NULL  2.789 12.050 -6.114 4.691
OBS: 56309.2 g NULL  -26.380 15.465 nan -0.636
OBS: 56563.6 g NULL  10.998 31.291 -7.603 3.089
OBS: 56590.5 g NULL  -26.215 16.896 nan -0.700
OBS: 56593.5 g NULL  2.628 15.466 -6.049 6.389
OBS: 56622.4 g NULL  -6.663 14.145 nan -2.305
OBS: 56625.4 g NULL  8.404 16.044 -7.311 2.073
OBS: 56630.4 g NULL  -2.467 16.748 nan -7.371
OBS: 56633.4 g NULL  -12.198 16.421 nan -1.462
OBS: 56636.3 g NULL  -21.588 18.986 nan -0.955
OBS: 56652.3 g NULL  -15.104 12.172 nan -0.875
OBS: 56655.3 g NULL  20.132 12.540 -8.260 0.676
OBS: 56663.3 g NULL  0.982 16.072 -4.980 17.775
OBS: 55083.6 r NULL  -27.424 25.884 nan -1.025
OBS: 55086.6 r NULL  118.621 28.069 -10.185 0.257
OBS: 55089.6 r NULL  -12.926 16.093 nan -1.352
OBS: 55095.6 r NULL  -29.239 21.169 nan -0.786
OBS: 55098.6 r NULL  -39.889 19.055 nan -0.519
OBS: 55101.6 r NULL  2.943 13.253 -6.172 4.889
OBS: 55170.4 r NULL  -81.135 57.989 nan -0.776
OBS: 55188.3 r NULL  52.572 16.288 -9.302 0.336
OBS: 55191.3 r NULL  2.605 12.737 -6.040 5.308
OBS: 55203.3 r NULL  6.201 12.990 -6.981 2.274
OBS: 55221.2 r NULL  7.993 17.675 -7.257 2.401
OBS: 55446.6 r NULL  -0.071 14.987 nan -228.543
OBS: 55449.6 r NULL  7.794 14.646 -7.229 2.040
OBS: 55452.6 r NULL  -9.623 12.930 nan -1.459
OBS: 55455.6 r NULL  6.041 11.381 -6.953 2.045
OBS: 55458.6 r NULL  17.016 22.547 -8.077 1.439
