SURVEY:  PS1MD
SNID:  PSc440398
IAUC:    UNKNOWN
RA:        51.9465208  deg
DECL:       -26.9507889  deg
MWEBV: 0.0110 +- 0.0005 MW E(B-V)
REDSHIFT_FINAL:  0.3667 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 10.4940 +- 0.1405
SEARCH_PEAKMJD: 56210.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc440398.0x1613.doug.phot1
# CNTRD_FLUX_OFFSET: 0.0003
# HOSTNAME: dsp056

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 314
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55089.6 g NULL  -16.291 11.863 nan -0.791
OBS: 55092.6 g NULL  23.144 15.148 -8.411 0.711
OBS: 55095.6 g NULL  -3.800 12.378 nan -3.536
OBS: 55098.6 g NULL  -12.033 18.777 nan -1.694
OBS: 55101.6 g NULL  -12.080 13.534 nan -1.216
OBS: 55104.6 g NULL  16.751 13.930 -8.060 0.903
OBS: 55170.4 g NULL  -41.701 39.688 nan -1.033
OBS: 55188.3 g NULL  -2.251 14.439 nan -6.964
OBS: 55191.3 g NULL  2.293 11.324 -5.901 5.361
OBS: 55203.3 g NULL  7.616 9.256 -7.204 1.320
OBS: 55221.2 g NULL  -7.119 12.739 nan -1.943
OBS: 55446.6 g NULL  13.332 9.361 -7.812 0.762
OBS: 55449.6 g NULL  6.654 11.078 -7.058 1.808
OBS: 55452.6 g NULL  12.396 9.321 -7.733 0.816
OBS: 55455.6 g NULL  9.746 7.449 -7.472 0.830
OBS: 55458.6 g NULL  27.414 15.629 -8.595 0.619
OBS: 55476.6 g NULL  -0.854 8.157 nan -10.369
OBS: 55479.5 g NULL  14.750 19.443 -7.922 1.431
OBS: 55482.5 g NULL  0.629 6.181 -4.496 10.678
OBS: 55485.5 g NULL  9.400 15.612 -7.433 1.803
OBS: 55500.5 g NULL  -8.100 7.299 nan -0.978
OBS: 55503.5 g NULL  -10.723 15.517 nan -1.571
OBS: 55509.4 g NULL  0.615 8.972 -4.472 15.839
OBS: 55518.4 g NULL  9.867 20.256 -7.485 2.229
OBS: 55524.4 g NULL  61.814 32.360 -9.478 0.568
OBS: 55545.4 g NULL  -5.676 31.019 nan -5.934
OBS: 55548.4 g NULL  18.659 32.988 -8.177 1.920
OBS: 55557.3 g NULL  -1.936 12.345 nan -6.925
OBS: 55596.2 g NULL  9.890 10.871 -7.488 1.193
OBS: 55821.6 g NULL  37.190 31.561 -8.926 0.921
OBS: 55824.6 g NULL  -9.332 8.310 nan -0.967
OBS: 55828.6 g NULL  4.941 7.475 -6.735 1.643
OBS: 55833.6 g NULL  -1.186 29.966 nan -27.423
OBS: 55836.6 g NULL  -72.841 26.879 nan -0.401
OBS: 55852.5 g NULL  6.553 12.521 -7.041 2.074
OBS: 55858.5 g NULL  11.691 7.103 -7.670 0.660
OBS: 55869.5 g NULL  9.240 21.013 -7.414 2.469
OBS: 55889.4 g NULL  -3.736 4.139 nan -1.203
OBS: 55895.4 g NULL  -4.035 5.675 nan -1.527
OBS: 55911.4 g NULL  -17.586 12.480 nan -0.771
OBS: 55947.3 g NULL  -2.235 7.942 nan -3.858
OBS: 55955.2 g NULL  -3.311 11.099 nan -3.639
OBS: 56206.5 g NULL  73.444 17.866 -9.665 0.264
OBS: 56209.5 g NULL  31.633 8.123 -8.750 0.279
OBS: 56214.5 g NULL  27.091 13.481 -8.582 0.540
OBS: 56217.5 g NULL  33.413 10.555 -8.810 0.343
OBS: 56220.5 g NULL  4.138 12.779 -6.542 3.353
OBS: 56235.4 g NULL  -2.316 12.990 nan -6.089
OBS: 56238.4 g NULL  15.403 20.279 -7.969 1.429
OBS: 56268.4 g NULL  -3.107 7.384 nan -2.580
OBS: 56271.4 g NULL  6.693 7.353 -7.064 1.193
OBS: 56309.2 g NULL  12.763 16.984 -7.765 1.445
OBS: 56590.5 g NULL  0.913 8.932 -4.901 10.624
OBS: 56593.5 g NULL  -4.450 13.650 nan -3.330
OBS: 56622.4 g NULL  -19.130 11.023 nan -0.626
OBS: 56625.4 g NULL  -9.027 10.100 nan -1.215
OBS: 56630.4 g NULL  2.355 10.087 -5.930 4.651
OBS: 56633.4 g NULL  -4.983 12.879 nan -2.806
OBS: 56636.3 g NULL  6.781 22.938 -7.078 3.673
OBS: 56652.3 g NULL  -2.565 6.126 nan -2.593
