SURVEY:  PS1MD
SNID:  PSc460038
IAUC:    UNKNOWN
RA:        128.9357167  deg
DECL:       44.0254639  deg
MWEBV: 0.0252 +- 0.0012 MW E(B-V)
REDSHIFT_FINAL:  0.1816 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 11.2760 +- 0.0395
SEARCH_PEAKMJD: 56272.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: PSc460038.0x1613.dougpv3.phot1
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: dsp058

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 393
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR

OBS: 55161.5 g NULL  2.142 22.090 -5.827 11.199
OBS: 55173.5 g NULL  -15.399 8.761 nan -0.618
OBS: 55179.5 g NULL  6.919 5.929 -7.100 0.930
OBS: 55182.5 g NULL  -0.778 6.604 nan -9.223
OBS: 55188.6 g NULL  9.500 9.405 -7.444 1.075
OBS: 55191.5 g NULL  -6.837 7.497 nan -1.191
OBS: 55203.4 g NULL  -2.297 6.195 nan -2.928
OBS: 55206.5 g NULL  -12.419 3.997 nan -0.349
OBS: 55212.4 g NULL  3.799 4.038 -6.449 1.154
OBS: 55215.4 g NULL  0.823 4.745 -4.788 6.260
OBS: 55221.4 g NULL  0.708 14.112 -4.625 21.641
OBS: 55230.5 g NULL  15.241 21.766 -7.958 1.551
OBS: 55233.4 g NULL  4.613 9.048 -6.660 2.130
OBS: 55236.3 g NULL  -6.840 11.988 nan -1.903
OBS: 55239.4 g NULL  12.378 6.022 -7.732 0.528
OBS: 55242.3 g NULL  -1.568 5.176 nan -3.585
OBS: 55248.4 g NULL  -1.623 6.397 nan -4.280
OBS: 55275.4 g NULL  6.489 6.921 -7.031 1.158
OBS: 55479.6 g NULL  -37.210 39.475 nan -1.152
OBS: 55482.6 g NULL  6.469 9.360 -7.027 1.571
OBS: 55485.6 g NULL  -14.119 9.600 nan -0.738
OBS: 55503.6 g NULL  -1.710 3.949 nan -2.508
OBS: 55509.6 g NULL  0.674 7.490 -4.571 12.069
OBS: 55515.6 g NULL  -0.499 5.631 nan -12.257
OBS: 55518.6 g NULL  5.305 3.446 -6.812 0.705
OBS: 55545.5 g NULL  -7.970 7.318 nan -0.997
OBS: 55548.6 g NULL  7.555 6.018 -7.196 0.865
OBS: 55560.4 g NULL  -14.187 8.190 nan -0.627
OBS: 55563.6 g NULL  6.789 9.116 -7.080 1.458
OBS: 55566.6 g NULL  -2.448 8.013 nan -3.555
OBS: 55584.5 g NULL  -2.098 11.742 nan -6.078
OBS: 55587.6 g NULL  17.481 12.402 -8.106 0.770
OBS: 55590.5 g NULL  -0.521 3.054 nan -6.357
OBS: 55593.6 g NULL  7.712 10.240 -7.218 1.442
OBS: 55596.3 g NULL  -1.903 6.534 nan -3.728
OBS: 55602.3 g NULL  -1.560 14.423 nan -10.038
OBS: 55614.4 g NULL  87.616 101.157 -9.856 1.254
OBS: 55632.3 g NULL  -1.398 10.152 nan -7.885
OBS: 55650.3 g NULL  -11.646 6.286 nan -0.586
OBS: 55653.3 g NULL  9.290 8.252 -7.420 0.964
OBS: 55665.3 g NULL  11.138 23.624 -7.617 2.303
OBS: 55889.6 g NULL  -5.309 6.154 nan -1.258
OBS: 55895.6 g NULL  -5.336 7.957 nan -1.619
OBS: 55911.6 g NULL  3.491 20.912 -6.357 6.505
OBS: 55947.4 g NULL  -10.735 9.371 nan -0.948
OBS: 55952.6 g NULL  7.934 6.081 -7.249 0.832
OBS: 55955.3 g NULL  7.809 8.621 -7.232 1.199
OBS: 55970.4 g NULL  9.873 11.595 -7.486 1.275
OBS: 55978.3 g NULL  18.271 12.329 -8.154 0.733
OBS: 55984.3 g NULL  -6.760 7.394 nan -1.188
OBS: 56000.4 g NULL  -8.266 6.022 nan -0.791
OBS: 56006.3 g NULL  0.725 5.034 -4.651 7.540
OBS: 56238.6 g NULL  13.562 13.009 -7.831 1.041
OBS: 56243.6 g NULL  -3.792 15.868 nan -4.543
OBS: 56268.6 g NULL  129.417 13.808 -10.280 0.116
OBS: 56271.6 g NULL  167.123 8.705 -10.558 0.057
OBS: 56273.6 g NULL  166.296 11.900 -10.552 0.078
OBS: 56282.6 g NULL  105.755 9.762 -10.061 0.100
OBS: 56295.5 g NULL  62.653 20.990 -9.492 0.364
OBS: 56303.5 g NULL  26.174 10.154 -8.545 0.421
OBS: 56309.6 g NULL  23.184 7.324 -8.413 0.343
OBS: 56325.5 g NULL  2.779 15.791 -6.110 6.169
OBS: 56328.4 g NULL  6.789 10.372 -7.080 1.659
OBS: 56331.5 g NULL  3.498 7.950 -6.360 2.467
OBS: 56333.4 g NULL  8.164 7.380 -7.280 0.981
OBS: 56354.4 g NULL  6.280 5.840 -6.995 1.010
OBS: 56357.3 g NULL  3.658 10.818 -6.408 3.211
OBS: 56360.3 g NULL  -3.313 10.745 nan -3.521
OBS: 56384.3 g NULL  26.361 14.178 -8.552 0.584
OBS: 56387.3 g NULL  14.682 7.440 -7.917 0.550
OBS: 56392.3 g NULL  7.594 7.375 -7.201 1.054
OBS: 56395.3 g NULL  10.227 7.492 -7.524 0.795
OBS: 56398.3 g NULL  18.304 76.862 -8.156 4.559
OBS: 56421.3 g NULL  6.837 7.814 -7.087 1.241
OBS: 56622.6 g NULL  -4.477 15.495 nan -3.758
OBS: 56630.6 g NULL  1.646 6.697 -5.541 4.418
OBS: 56633.6 g NULL  -4.902 12.289 nan -2.722
OBS: 56663.5 g NULL  2.212 9.302 -5.862 4.565
OBS: 56666.6 g NULL  18.448 9.953 -8.165 0.586
OBS: 56682.4 g NULL  1.082 7.550 -5.085 7.578
OBS: 56709.3 g NULL  0.162 17.809 -3.026 119.135
OBS: 55161.5 r NULL  10.873 21.836 -7.591 2.180
OBS: 55173.5 r NULL  0.046 9.253 -1.655 218.869
OBS: 55179.5 r NULL  4.314 6.779 -6.587 1.706
OBS: 55182.5 r NULL  -10.788 5.561 nan -0.560
OBS: 55188.6 r NULL  11.968 10.400 -7.695 0.943
OBS: 55191.5 r NULL  7.792 5.483 -7.229 0.764
OBS: 55203.5 r NULL  20.063 7.654 -8.256 0.414
OBS: 55206.5 r NULL  0.776 5.353 -4.725 7.490
OBS: 55212.4 r NULL  -0.979 4.607 nan -5.110
OBS: 55215.4 r NULL  -2.833 5.231 nan -2.005
OBS: 55221.5 r NULL  -10.654 13.532 nan -1.379
OBS: 55230.5 r NULL  17.654 13.954 -8.117 0.858
OBS: 55233.4 r NULL  -2.901 9.877 nan -3.696
OBS: 55236.3 r NULL  15.938 15.653 -8.006 1.066
OBS: 55239.4 r NULL  2.744 8.362 -6.096 3.309
OBS: 55242.3 r NULL  0.718 4.097 -4.640 6.194
OBS: 55248.4 r NULL  3.107 7.300 -6.231 2.551
OBS: 55275.4 r NULL  3.928 7.541 -6.486 2.084
OBS: 55482.6 r NULL  -2.056 8.215 nan -4.338
OBS: 55485.6 r NULL  -14.178 9.369 nan -0.717
OBS: 55503.6 r NULL  4.783 7.131 -6.699 1.619
OBS: 55509.6 r NULL  -1.955 7.133 nan -3.962
OBS: 55515.6 r NULL  7.074 7.850 -7.124 1.205
OBS: 55518.6 r NULL  3.494 11.240 -6.358 3.493
OBS: 55530.6 r NULL  3.325 11.808 -6.305 3.856
OBS: 55545.5 r NULL  -8.622 6.584 nan -0.829
OBS: 55548.6 r NULL  -12.374 9.478 nan -0.832
OBS: 55560.4 r NULL  -9.828 7.947 nan -0.878
OBS: 55563.6 r NULL  -4.228 13.704 nan -3.519
OBS: 55566.6 r NULL  2.859 8.988 -6.140 3.413
OBS: 55584.5 r NULL  0.353 11.831 -3.868 36.441
OBS: 55587.6 r NULL  -6.406 9.516 nan -1.613
OBS: 55590.6 r NULL  3.586 5.744 -6.387 1.739
OBS: 55593.6 r NULL  -11.358 9.629 nan -0.920
OBS: 55596.3 r NULL  -4.590 7.792 nan -1.843
OBS: 55602.3 r NULL  -1.770 6.956 nan -4.266
OBS: 55632.3 r NULL  13.011 10.085 -7.786 0.842
OBS: 55650.4 r NULL  -4.686 7.125 nan -1.651
OBS: 55653.3 r NULL  -2.390 10.335 nan -4.694
OBS: 55665.3 r NULL  -0.036 10.030 nan -300.815
OBS: 55888.5 r NULL  -8.812 8.256 nan -1.017
OBS: 55892.5 r NULL  -1.935 3104.118 nan -1741.373
OBS: 55895.6 r NULL  -3.563 8.123 nan -2.475
OBS: 55911.6 r NULL  11.009 10.101 -7.604 0.996
OBS: 55947.4 r NULL  -3.792 7.156 nan -2.049
OBS: 55948.4 r NULL  -5.399 14.091 nan -2.834
OBS: 55952.6 r NULL  -1.017 6.069 nan -6.482
OBS: 55955.3 r NULL  5.660 9.209 -6.882 1.767
OBS: 55970.4 r NULL  -2.559 6.867 nan -2.913
OBS: 55984.3 r NULL  5.368 9.683 -6.825 1.958
OBS: 56000.4 r NULL  -1.676 7.591 nan -4.918
OBS: 56006.4 r NULL  -13.635 6.059 nan -0.483
OBS: 56238.6 r NULL  1.738 13.539 -5.600 8.456
OBS: 56242.6 r NULL  21.138 14.238 -8.313 0.731
OBS: 56268.6 r NULL  188.392 10.528 -10.688 0.061
OBS: 56271.6 r NULL  211.036 9.127 -10.811 0.047
OBS: 56282.6 r NULL  185.591 8.742 -10.671 0.051
