#               DATEOBS        MJDim filter m dm gr gr_err ri ri_err iz iz_err cflg photcodehex  flux_c dflux_c ZPTMAG_c    flux   dflux ZPTMAG       type                                                                               cmpfile
 2010-06-26T13:52:07.82 55373.577868      y -  -  -      -  -      -  -      -    -      0x1617 1692.07 1171.26  30.3997 1692.07 1171.16 30.400 0x00000011 ut100626e_temple/101/md10s039.y.100626e.120870_101_y.091230e.127770_101.diff.cut.dcmp
 2010-07-26T13:00:14.68 55403.541837      y -  -  -      -  -      -  -      -    -      0x1617 2433.81 1240.48  30.3997 2433.81 1240.28 30.400 0x00000011 ut100726e_temple/101/md10s039.y.100726e.131654_101_y.091230e.127770_101.diff.cut.dcmp
 2010-07-27T11:49:49.17 55404.492930      y -  -  -      -  -      -  -      -    -      0x1617 4119.58 1670.05  30.3997 4119.58 1669.61 30.400 0x00000011 ut100727e_temple/101/md10s039.y.100727e.133181_101_y.091230e.127770_101.diff.cut.dcmp
 2010-09-25T11:25:03.61 55464.475736      y -  -  -      -  -      -  -      -    -      0x1617 8527.37 2895.61  30.3997 9090.23 3085.59 30.469 0x00000011 ut100925e_temple/101/md10s039.y.100925e.161849_101_y.091230e.127770_101.diff.cut.dcmp
 2010-11-23T07:50:23.24 55523.326658      y -  -  -      -  -      -  -      -    -      0x1617 1300.44 1655.64  30.3997 1300.44 1655.60 30.400 0x00000011 ut101123e_temple/101/md10s039.y.101123e.184705_101_y.091230e.127770_101.diff.cut.dcmp
