#               DATEOBS        MJDim filter      m    dm gr gr_err ri ri_err iz iz_err cflg photcodehex   flux_c dflux_c ZPTMAG_c     flux   dflux ZPTMAG       type                                                                               cmpfile
 2010-09-26T06:01:28.13 55465.251020      i 21.152 0.073  -      -  -      -  -      -    -      0x1615 16255.57 1097.05  31.6793 17746.89 1186.38 31.775 0x00000011 ut100926m_templm/113/md11s111.i.100926m.162306_113_i.100929m.164179_113.diff.cut.dcmp
 2010-10-05T05:30:11.52 55474.229300      i 21.225 0.065  -      -  -      -  -      -    -      0x1615 15200.28  913.91  31.6793 17200.13 1021.83 31.814 0x00000011 ut101005m_templm/113/md11s111.i.101005m.166237_113_i.100929m.164179_113.diff.cut.dcmp
 2010-09-22T06:01:22.91 55461.250960      y      -     -  -      -  -      -  -      -    -      0x1617   877.49 1013.45  30.0448   893.23 1031.59 30.064 0x00000011 ut100922m_templm/113/md11s111.y.100922m.158467_113_y.100921m.158236_113.diff.cut.dcmp
 2010-09-24T06:00:32.50 55463.250376      y      -     -  -      -  -      -  -      -    -      0x1617   -60.54 1150.03  30.0448   -60.54 1150.03 30.045 0x00000011 ut100924m_templm/113/md11s111.y.100924m.161379_113_y.100921m.158236_113.diff.cut.dcmp
 2010-09-25T06:03:58.22 55464.252757      y      -     -  -      -  -      -  -      -    -      0x1617  -392.96 1154.00  30.0448  -392.96 1153.99 30.045 0x00000011 ut100925m_templm/113/md11s111.y.100925m.161988_113_y.100921m.158236_113.diff.cut.dcmp
