#               DATEOBS        MJDim filter m dm gr gr_err ri ri_err iz iz_err cflg photcodehex  flux_c dflux_c ZPTMAG_c    flux   dflux ZPTMAG       type                                                                           cmpfile
 2010-10-22T14:57:22.93 55491.623182      y -  -  -      -  -      -  -      -    -      0x1617 -360.22 1282.83  29.4379 -358.20 1275.64 29.432 0x00000011 ut101022e_temple/33/md03s040.y.101022e.173801_33_y.100129e.98763_33.diff.cut.dcmp
 2010-10-24T14:30:36.33 55493.604587      y -  -  -      -  -      -  -      -    -      0x1617 2719.32 2076.46  29.4379 2719.32 2076.31 29.438 0x00000011 ut101024e_temple/33/md03s040.y.101024e.174528_33_y.100129e.98763_33.diff.cut.dcmp
