#               DATEOBS        MJDim filter      m    dm gr gr_err ri ri_err iz iz_err cflg photcodehex   flux_c dflux_c ZPTMAG_c     flux   dflux ZPTMAG       type                                                                          cmpfile
 2010-01-16T10:34:02.90 55212.440311      r 23.010 0.328  -      -  -      -  -      -    -      0x1614  7863.39 2378.94  32.7487  7564.32 2287.39 32.707 0x00000011 ut100116b_templb/32/md03s017.r.100116b.45761_32_r.100110b.41987_32.diff.cut.dcmp
 2010-01-19T10:03:14.24 55215.418915      r 21.618 0.067  -      -  -      -  -      -    -      0x1614 28338.74 1779.75  32.7487 27185.70 1688.70 32.704 0x00000011 ut100119b_templb/32/md03s017.r.100119b.51910_32_r.100110b.41987_32.diff.cut.dcmp
 2010-02-21T09:45:47.90 55248.406804      r 22.438 0.208  -      -  -      -  -      -    -      0x1614 13307.12 2557.83  32.7487 12765.68 2450.91 32.704 0x00000011 ut100221b_templb/32/md03s017.r.100221b.62959_32_r.100110b.41987_32.diff.cut.dcmp
