#               DATEOBS        MJDim filter      m    dm gr gr_err ri ri_err iz iz_err cflg photcodehex    flux_c  dflux_c ZPTMAG_c      flux    dflux ZPTMAG       type                                                                            cmpfile
 2010-01-19T05:12:27.94 55215.216990      g      -     -  -      -  -      -  -      -    -      0x1613    680.62  1395.38  33.0679    634.14  1300.07 32.991 0x00000011   ut100119e_temple/11/md01s044.g.100119e.51641_11_g.091214e.38204_11.diff.cut.dcmp
 2010-01-19T05:12:28.29 55215.216994      g      -     -  -      -  -      -  -      -    -      0x1613   3228.88  2407.90  33.0679   2649.79  1975.90 32.853 0x00000011   ut100119e_temple/11/md01s044.g.100119e.51641_11_g.091226e.40600_11.diff.cut.dcmp
 2010-08-05T14:04:23.23 55413.586380      g      -     -  -      -  -      -  -      -    -      0x1613    -83.19  1457.07  33.0679    -84.11  1473.26 33.080 0x00000011  ut100805e_temple/11/md01s044.g.100805e.135238_11_g.091214e.38204_11.diff.cut.dcmp
 2010-08-05T14:04:23.23 55413.586380      g      -     -  -      -  -      -  -      -    -      0x1613   2327.17  2363.18  33.0679   2068.37  2100.29 32.940 0x00000011  ut100805e_temple/11/md01s044.g.100805e.135238_11_g.091226e.40600_11.diff.cut.dcmp
 2010-08-08T14:23:30.62 55416.599660      g      -     -  -      -  -      -  -      -    -      0x1613   -254.94  1095.01  33.0679   -254.94  1095.01 33.068 0x00000011  ut100808e_temple/11/md01s044.g.100808e.136650_11_g.091214e.38204_11.diff.cut.dcmp
 2010-08-08T14:23:30.62 55416.599660      g      -     -  -      -  -      -  -      -    -      0x1613   2073.72  2084.03  33.0679   1758.37  1767.04 32.889 0x00000011  ut100808e_temple/11/md01s044.g.100808e.136650_11_g.091226e.40600_11.diff.cut.dcmp
 2010-08-14T14:10:45.12 55422.590800      g      -     -  -      -  -      -  -      -    -      0x1613  -2232.48  3100.74  33.0679  -2201.65  3057.85 33.053 0x00000011  ut100814e_temple/11/md01s044.g.100814e.138623_11_g.091214e.38204_11.diff.cut.dcmp
 2010-08-14T14:10:45.12 55422.590800      g      -     -  -      -  -      -  -      -    -      0x1613   1197.49  4678.43  33.0679   1057.87  4132.94 32.933 0x00000011  ut100814e_temple/11/md01s044.g.100814e.138623_11_g.091226e.40600_11.diff.cut.dcmp
 2010-08-17T14:19:42.53 55425.597020      g      -     -  -      -  -      -  -      -    -      0x1613   -415.52  1324.61  33.0679   -415.52  1324.60 33.068 0x00000011  ut100817e_temple/11/md01s044.g.100817e.140121_11_g.091214e.38204_11.diff.cut.dcmp
 2010-08-17T14:19:42.53 55425.597020      g      -     -  -      -  -      -  -      -    -      0x1613   1762.17  2211.00  33.0679   1473.02  1848.15 32.873 0x00000011  ut100817e_temple/11/md01s044.g.100817e.140121_11_g.091226e.40600_11.diff.cut.dcmp
 2010-08-20T14:04:04.22 55428.586160      g      -     -  -      -  -      -  -      -    -      0x1613   -276.65  1980.44  33.0679   -271.38  1942.68 33.047 0x00000011  ut100820e_temple/11/md01s044.g.100820e.142011_11_g.091214e.38204_11.diff.cut.dcmp
 2010-08-20T14:04:04.22 55428.586160      g      -     -  -      -  -      -  -      -    -      0x1613   1629.32  3068.73  33.0679   1404.77  2645.78 32.907 0x00000011  ut100820e_temple/11/md01s044.g.100820e.142011_11_g.091226e.40600_11.diff.cut.dcmp
 2010-09-07T14:16:17.76 55446.594650      g      -     -  -      -  -      -  -      -    -      0x1613   1572.38  1281.93  33.0679   1572.38  1281.85 33.068 0x00000011  ut100907e_temple/11/md01s044.g.100907e.150341_11_g.091214e.38204_11.diff.cut.dcmp
 2010-09-07T14:16:17.76 55446.594650      g      -     -  -      -  -      -  -      -    -      0x1613   3351.58  2136.57  33.0679   3022.24  1926.42 32.956 0x00000011  ut100907e_temple/11/md01s044.g.100907e.150341_11_g.091226e.40600_11.diff.cut.dcmp
 2010-09-10T13:46:47.42 55449.574160      g      -     -  -      -  -      -  -      -    -      0x1613   -530.39  1297.45  33.0679   -530.39  1297.44 33.068 0x00000011  ut100910e_temple/11/md01s044.g.100910e.152117_11_g.091214e.38204_11.diff.cut.dcmp
 2010-09-10T13:46:47.42 55449.574160      g      -     -  -      -  -      -  -      -    -      0x1613   1270.55  2012.86  33.0679   1088.61  1724.59 32.900 0x00000011  ut100910e_temple/11/md01s044.g.100910e.152117_11_g.091226e.40600_11.diff.cut.dcmp
 2010-09-13T13:58:25.54 55452.582240      g      -     -  -      -  -      -  -      -    -      0x1613      8.08  1187.63  33.0679      8.08  1187.63 33.068 0x00000011  ut100913e_temple/11/md01s044.g.100913e.153756_11_g.091214e.38204_11.diff.cut.dcmp
 2010-09-13T13:58:25.54 55452.582240      g      -     -  -      -  -      -  -      -    -      0x1613   1456.68  1931.58  33.0679   1214.07  1609.84 32.870 0x00000011  ut100913e_temple/11/md01s044.g.100913e.153756_11_g.091226e.40600_11.diff.cut.dcmp
 2010-09-16T13:44:46.46 55455.572760      g      -     -  -      -  -      -  -      -    -      0x1613   -457.14  1011.16  33.0679   -457.14  1011.15 33.068 0x00000011  ut100916e_temple/11/md01s044.g.100916e.155441_11_g.091214e.38204_11.diff.cut.dcmp
 2010-09-16T13:44:46.46 55455.572760      g      -     -  -      -  -      -  -      -    -      0x1613   1199.39  1841.90  33.0679   1030.39  1582.33 32.903 0x00000011  ut100916e_temple/11/md01s044.g.100916e.155441_11_g.091226e.40600_11.diff.cut.dcmp
 2010-09-19T14:09:58.46 55458.590260      g      -     -  -      -  -      -  -      -    -      0x1613   4550.04  2369.37  33.0679   4177.68  2175.13 32.975 0x00000011  ut100919e_temple/11/md01s044.g.100919e.156815_11_g.091214e.38204_11.diff.cut.dcmp
 2010-09-19T14:09:58.46 55458.590260      g      -     -  -      -  -      -  -      -    -      0x1613   7561.86  4102.39  33.0679   6191.97  3358.72 32.851 0x00000011  ut100919e_temple/11/md01s044.g.100919e.156815_11_g.091226e.40600_11.diff.cut.dcmp
 2010-09-28T14:22:47.42 55467.599160      g      -     -  -      -  -      -  -      -    -      0x1613  -1789.24  3322.69  33.0679  -1789.24  3322.65 33.068 0x00000011  ut100928e_temple/11/md01s044.g.100928e.162953_11_g.091214e.38204_11.diff.cut.dcmp
 2010-09-28T14:22:47.42 55467.599160      g      -     -  -      -  -      -  -      -    -      0x1613     40.65  3824.58  33.0679     32.29  3037.69 32.818 0x00000011  ut100928e_temple/11/md01s044.g.100928e.162953_11_g.091226e.40600_11.diff.cut.dcmp
 2010-10-07T14:29:19.68 55476.603700      g      -     -  -      -  -      -  -      -    -      0x1613   -421.04  1649.70  33.0679   -422.44  1655.17 33.072 0x00000011  ut101007e_temple/11/md01s044.g.101007e.166962_11_g.091214e.38204_11.diff.cut.dcmp
 2010-10-07T14:29:19.68 55476.603700      g      -     -  -      -  -      -  -      -    -      0x1613   1851.97  2925.86  33.0679   1632.28  2578.73 32.931 0x00000011  ut101007e_temple/11/md01s044.g.101007e.166962_11_g.091226e.40600_11.diff.cut.dcmp
 2010-10-10T13:30:22.46 55479.562760      g      -     -  -      -  -      -  -      -    -      0x1613   1971.11  3120.21  33.0679   1814.64  2872.48 32.978 0x00000011  ut101010e_temple/11/md01s044.g.101010e.168602_11_g.091214e.38204_11.diff.cut.dcmp
 2010-10-10T13:30:22.46 55479.562760      g      -     -  -      -  -      -  -      -    -      0x1613   7073.90  5189.02  33.0679   5815.39  4265.51 32.855 0x00000011  ut101010e_temple/11/md01s044.g.101010e.168602_11_g.091226e.40600_11.diff.cut.dcmp
 2010-10-13T13:47:52.22 55482.574910      g      -     -  -      -  -      -  -      -    -      0x1613   2124.24  1434.91  33.0679   2130.90  1439.28 33.071 0x00000011  ut101013e_temple/11/md01s044.g.101013e.170550_11_g.091214e.38204_11.diff.cut.dcmp
 2010-10-13T13:47:52.22 55482.574910      g      -     -  -      -  -      -  -      -    -      0x1613   3981.93  2394.22  33.0679   3506.66  2108.20 32.930 0x00000011  ut101013e_temple/11/md01s044.g.101013e.170550_11_g.091226e.40600_11.diff.cut.dcmp
 2010-10-16T14:09:54.14 55485.590210      g      -     -  -      -  -      -  -      -    -      0x1613   -774.70  2659.82  33.0679   -688.17  2362.71 32.939 0x00000011  ut101016e_temple/11/md01s044.g.101016e.172417_11_g.091214e.38204_11.diff.cut.dcmp
 2010-10-16T14:09:54.14 55485.590210      g      -     -  -      -  -      -  -      -    -      0x1613   2689.82  3818.82  33.0679   2115.26  3003.03 32.807 0x00000011  ut101016e_temple/11/md01s044.g.101016e.172417_11_g.091226e.40600_11.diff.cut.dcmp
 2010-10-31T11:05:03.84 55500.461850      g      -     -  -      -  -      -  -      -    -      0x1613    -95.18  1301.97  33.0679    -95.18  1301.97 33.068 0x00000011  ut101031e_temple/11/md01s044.g.101031e.176065_11_g.091214e.38204_11.diff.cut.dcmp
 2010-10-31T11:05:03.84 55500.461850      g      -     -  -      -  -      -  -      -    -      0x1613   1694.09  1978.31  33.0679   1466.95  1713.01 32.912 0x00000011  ut101031e_temple/11/md01s044.g.101031e.176065_11_g.091226e.40600_11.diff.cut.dcmp
 2010-11-09T11:32:03.84 55509.480600      g      -     -  -      -  -      -  -      -    -      0x1613   2085.19  1500.15  33.0679   2085.19  1500.03 33.068 0x00000011  ut101109e_temple/11/md01s044.g.101109e.180176_11_g.091214e.38204_11.diff.cut.dcmp
 2010-11-09T11:32:03.84 55509.480600      g      -     -  -      -  -      -  -      -    -      0x1613   3913.02  2759.25  33.0679   3415.64  2408.32 32.920 0x00000011  ut101109e_temple/11/md01s044.g.101109e.180176_11_g.091226e.40600_11.diff.cut.dcmp
 2010-11-24T11:13:12.86 55524.467510      g      -     -  -      -  -      -  -      -    -      0x1613    774.54  7433.95  33.0679    768.00  7371.22 33.059 0x00000011  ut101124e_temple/11/md01s044.g.101124e.184942_11_g.091214e.38204_11.diff.cut.dcmp
 2010-11-24T11:13:12.86 55524.467510      g      -     -  -      -  -      -  -      -    -      0x1613   4409.71  7942.57  33.0679   3863.05  6957.85 32.924 0x00000011  ut101124e_temple/11/md01s044.g.101124e.184942_11_g.091226e.40600_11.diff.cut.dcmp
 2010-11-30T10:32:53.66 55530.439510      g      -     -  -      -  -      -  -      -    -      0x1613    215.38  6182.07  33.0679    199.73  5732.89 32.986 0x00000011  ut101130e_temple/11/md01s044.g.101130e.191589_11_g.091214e.38204_11.diff.cut.dcmp
 2010-11-30T10:32:53.66 55530.439510      g      -     -  -      -  -      -  -      -    -      0x1613   5639.96  7372.95  33.0679   4601.25  6014.93 32.847 0x00000011  ut101130e_temple/11/md01s044.g.101130e.191589_11_g.091226e.40600_11.diff.cut.dcmp
 2011-01-26T07:01:57.50 55587.293027      g      -     -  -      -  -      -  -      -    -      0x1613    665.38  2033.07  33.0679    681.82  2083.29 33.094 0x00000011  ut110126e_temple/11/md01s044.g.110126e.216792_11_g.091214e.38204_11.diff.cut.dcmp
 2011-01-26T07:01:57.50 55587.293027      g      -     -  -      -  -      -  -      -    -      0x1613   3121.23  3175.19  33.0679   2820.24  2868.88 32.958 0x00000011  ut110126e_temple/11/md01s044.g.110126e.216792_11_g.091226e.40600_11.diff.cut.dcmp
 2011-01-29T06:53:01.64 55590.286825      g      -     -  -      -  -      -  -      -    -      0x1613  -1300.94  1494.23  33.0679  -1300.94  1494.18 33.068 0x00000011  ut110129e_temple/11/md01s044.g.110129e.218461_11_g.091214e.38204_11.diff.cut.dcmp
 2011-01-29T06:53:01.64 55590.286825      g      -     -  -      -  -      -  -      -    -      0x1613   1035.56  2363.47  33.0679    957.93  2186.28 32.983 0x00000011  ut110129e_temple/11/md01s044.g.110129e.218461_11_g.091226e.40600_11.diff.cut.dcmp
 2011-02-01T06:35:03.30 55593.274344      g      -     -  -      -  -      -  -      -    -      0x1613   3734.18  1702.79  33.0679   3734.18  1702.44 33.068 0x00000011  ut110201e_temple/11/md01s044.g.110201e.219982_11_g.091214e.38204_11.diff.cut.dcmp
 2011-02-01T06:35:03.30 55593.274344      g      -     -  -      -  -      -  -      -    -      0x1613   5754.78  2948.39  33.0679   5159.75  2643.10 32.949 0x00000011  ut110201e_temple/11/md01s044.g.110201e.219982_11_g.091226e.40600_11.diff.cut.dcmp
 2011-02-04T06:10:51.28 55596.257538      g      -     -  -      -  -      -  -      -    -      0x1613  -1958.84  1390.45  33.0679  -1958.84  1390.33 33.068 0x00000011  ut110204e_temple/11/md01s044.g.110204e.223068_11_g.091214e.38204_11.diff.cut.dcmp
 2011-02-04T06:10:51.28 55596.257538      g      -     -  -      -  -      -  -      -    -      0x1613   -237.86  2359.52  33.0679   -210.05  2083.64 32.933 0x00000011  ut110204e_temple/11/md01s044.g.110204e.223068_11_g.091226e.40600_11.diff.cut.dcmp
 2009-10-10T15:44:23.19 55114.655824      r      -     -  -      -  -      -  -      -    -      0x1614  -1393.01  1682.15  33.2392  -1428.35  1724.77 33.266 0x00000011   ut091010e_temple/11/md01s044.r.091010e.31703_11_r.091214e.38310_11.diff.cut.dcmp
 2009-12-08T08:46:35.62 55173.365690      r      -     -  -      -  -      -  -      -    -      0x1614   -196.01  1570.62  33.2392   -187.81  1504.91 33.193 0x00000011   ut091208e_temple/11/md01s044.r.091208e.37493_11_r.091214e.38310_11.diff.cut.dcmp
 2009-12-11T10:11:45.31 55176.424830      r      -     -  -      -  -      -  -      -    -      0x1614  -1784.68  2619.35  33.2392  -1687.64  2476.88 33.178 0x00000011   ut091211e_temple/11/md01s044.r.091211e.43974_11_r.091214e.38310_11.diff.cut.dcmp
 2009-12-23T07:57:40.61 55188.331720      r      -     -  -      -  -      -  -      -    -      0x1614   3309.27  3194.89  33.2392   2821.58  2723.93 33.066 0x00000011   ut091223e_temple/11/md01s044.r.091223e.44754_11_r.091214e.38310_11.diff.cut.dcmp
 2009-12-26T06:14:27.46 55191.260040      r      -     -  -      -  -      -  -      -    -      0x1614    826.97  2426.21  33.2392    826.97  2426.20 33.239 0x00000011   ut091226e_temple/11/md01s044.r.091226e.40704_11_r.091214e.38310_11.diff.cut.dcmp
 2010-01-07T06:21:39.46 55203.265040      r      -     -  -      -  -      -  -      -    -      0x1614   -149.36  1068.43  33.2392   -149.36  1068.43 33.239 0x00000011   ut100107e_temple/11/md01s044.r.100107e.36006_11_r.091214e.38310_11.diff.cut.dcmp
 2010-01-10T07:32:45.02 55206.314410      r      -     -  -      -  -      -  -      -    -      0x1614   -969.59  1097.86  33.2392   -962.12  1089.36 33.231 0x00000011   ut100110e_temple/11/md01s044.r.100110e.41791_11_r.091214e.38310_11.diff.cut.dcmp
 2010-01-19T05:32:03.84 55215.230600      r      -     -  -      -  -      -  -      -    -      0x1614   1558.70  1420.71  33.2392   1558.70  1420.64 33.239 0x00000011   ut100119e_temple/11/md01s044.r.100119e.51729_11_r.091214e.38310_11.diff.cut.dcmp
 2010-08-05T14:23:06.43 55413.599380      r      -     -  -      -  -      -  -      -    -      0x1614   2779.13  1673.06  33.2392   2779.13  1672.86 33.239 0x00000011  ut100805e_temple/11/md01s044.r.100805e.135318_11_r.091214e.38310_11.diff.cut.dcmp
 2010-08-08T14:04:47.42 55416.586660      r      -     -  -      -  -      -  -      -    -      0x1614    750.94  1454.61  33.2392    750.94  1454.59 33.239 0x00000011  ut100808e_temple/11/md01s044.r.100808e.136731_11_r.091214e.38310_11.diff.cut.dcmp
 2010-08-14T14:32:29.76 55422.605900      r      -     -  -      -  -      -  -      -    -      0x1614    -71.64  2864.13  33.2392    -65.11  2603.23 33.136 0x00000011  ut100814e_temple/11/md01s044.r.100814e.138707_11_r.091214e.38310_11.diff.cut.dcmp
 2010-08-17T14:00:44.64 55425.583850      r      -     -  -      -  -      -  -      -    -      0x1614    297.38  1454.36  33.2392    297.38  1454.36 33.239 0x00000011  ut100817e_temple/11/md01s044.r.100817e.140201_11_r.091214e.38310_11.diff.cut.dcmp
 2010-08-20T14:36:20.45 55428.608570      r      -     -  -      -  -      -  -      -    -      0x1614    253.78  2150.32  33.2392    253.78  2150.32 33.239 0x00000011  ut100820e_temple/11/md01s044.r.100820e.142095_11_r.091214e.38310_11.diff.cut.dcmp
 2010-09-07T14:35:57.98 55446.608310      r      -     -  -      -  -      -  -      -    -      0x1614   -238.88  1452.62  33.2392   -238.88  1452.62 33.239 0x00000011  ut100907e_temple/11/md01s044.r.100907e.150418_11_r.091214e.38310_11.diff.cut.dcmp
 2010-09-10T14:07:26.40 55449.588500      r      -     -  -      -  -      -  -      -    -      0x1614     95.98  1475.26  33.2392     95.98  1475.26 33.239 0x00000011  ut100910e_temple/11/md01s044.r.100910e.152194_11_r.091214e.38310_11.diff.cut.dcmp
 2010-09-13T13:39:41.47 55452.569230      r      -     -  -      -  -      -  -      -    -      0x1614     68.78  1708.79  33.2392     68.78  1708.79 33.239 0x00000011  ut100913e_temple/11/md01s044.r.100913e.153832_11_r.091214e.38310_11.diff.cut.dcmp
 2010-09-16T14:03:15.84 55455.585600      r      -     -  -      -  -      -  -      -    -      0x1614   2701.67  1238.08  33.2392   2701.67  1237.83 33.239 0x00000011  ut100916e_temple/11/md01s044.r.100916e.155517_11_r.091214e.38310_11.diff.cut.dcmp
 2010-09-19T14:28:49.44 55458.603350      r      -     -  -      -  -      -  -      -    -      0x1614 -10788.75  2352.01  33.2392  -9637.65  2099.17 33.117 0x00000011  ut100919e_temple/11/md01s044.r.100919e.156895_11_r.091214e.38310_11.diff.cut.dcmp
 2010-09-28T14:41:15.94 55467.611990      r      -     -  -      -  -      -  -      -    -      0x1614   1052.44  3009.74  33.2392   1052.44  3009.72 33.239 0x00000011  ut100928e_temple/11/md01s044.r.100928e.163035_11_r.091214e.38310_11.diff.cut.dcmp
 2010-10-07T14:10:45.12 55476.590800      r      -     -  -      -  -      -  -      -    -      0x1614   -238.35  1710.72  33.2392   -238.35  1710.72 33.239 0x00000011  ut101007e_temple/11/md01s044.r.101007e.167046_11_r.091214e.38310_11.diff.cut.dcmp
 2010-10-10T13:47:53.95 55479.574930      r      -     -  -      -  -      -  -      -    -      0x1614   4083.31  4368.70  33.2392   3328.53  3561.03 33.017 0x00000011  ut101010e_temple/11/md01s044.r.101010e.168685_11_r.091214e.38310_11.diff.cut.dcmp
 2010-10-13T14:06:44.93 55482.588020      r      -     -  -      -  -      -  -      -    -      0x1614   -346.01  1670.27  33.2392   -346.01  1670.27 33.239 0x00000011  ut101013e_temple/11/md01s044.r.101013e.170633_11_r.091214e.38310_11.diff.cut.dcmp
 2010-10-16T13:48:20.74 55485.575240      r      -     -  -      -  -      -  -      -    -      0x1614  -2735.51  2977.84  33.2392  -2366.35  2575.88 33.082 0x00000011  ut101016e_temple/11/md01s044.r.101016e.172501_11_r.091214e.38310_11.diff.cut.dcmp
 2010-10-31T10:47:34.94 55500.449710      r      -     -  -      -  -      -  -      -    -      0x1614   -852.70  1539.21  33.2392   -852.70  1539.19 33.239 0x00000011  ut101031e_temple/11/md01s044.r.101031e.176139_11_r.091214e.38310_11.diff.cut.dcmp
 2010-11-03T10:17:16.22 55503.428660      r      -     -  -      -  -      -  -      -    -      0x1614    897.22  3226.27  33.2392    800.83  2879.65 33.116 0x00000011  ut101103e_temple/11/md01s044.r.101103e.177843_11_r.091214e.38310_11.diff.cut.dcmp
 2010-11-09T11:53:17.38 55509.495340      r      -     -  -      -  -      -  -      -    -      0x1614   5138.37  2092.45  33.2392   5138.37  2091.91 33.239 0x00000011  ut101109e_temple/11/md01s044.r.101109e.180256_11_r.091214e.38310_11.diff.cut.dcmp
 2011-01-26T07:21:03.94 55587.306296      r      -     -  -      -  -      -  -      -    -      0x1614   3519.11  3308.30  33.2392   3454.24  3247.16 33.219 0x00000011  ut110126e_temple/11/md01s044.r.110126e.216877_11_r.091214e.38310_11.diff.cut.dcmp
 2011-01-29T07:10:35.21 55590.299019      r      -     -  -      -  -      -  -      -    -      0x1614    718.19  2299.97  33.2392    718.19  2299.96 33.239 0x00000011  ut110129e_temple/11/md01s044.r.110129e.218542_11_r.091214e.38310_11.diff.cut.dcmp
 2011-02-01T06:56:05.76 55593.288956      r      -     -  -      -  -      -  -      -    -      0x1614   -430.01  2295.14  33.2392   -413.27  2205.81 33.196 0x00000011  ut110201e_temple/11/md01s044.r.110201e.220062_11_r.091214e.38310_11.diff.cut.dcmp
 2011-02-04T06:31:14.66 55596.271697      r      -     -  -      -  -      -  -      -    -      0x1614   -875.13  2052.13  33.2392   -875.13  2052.11 33.239 0x00000011  ut110204e_temple/11/md01s044.r.110204e.223149_11_r.091214e.38310_11.diff.cut.dcmp
 2009-09-15T07:48:41.18 55089.325477      i      -     -  -      -  -      -  -      -    -      0x1615  -1571.76  1795.45  33.5077  -1538.39  1757.27 33.484 0x00000011   ut090915e_temple/11/md01s044.i.090915e.31781_11_i.091215e.39051_11.diff.cut.dcmp
 2009-09-15T07:48:41.18 55089.325477      i      -     -  -      -  -      -  -      -    -      0x1615  -3284.36  2044.49  33.5077  -3278.92  2040.88 33.506 0x00000011   ut090915e_temple/11/md01s044.i.090915e.31781_11_i.091224e.40190_11.diff.cut.dcmp
 2009-12-15T08:14:35.81 55180.343470      i      -     -  -      -  -      -  -      -    -      0x1615  -1649.43  2217.06  33.5077  -1671.30  2246.40 33.522 0x00000011   ut091215e_temple/11/md01s044.i.091215e.39051_11_i.091224e.40190_11.diff.cut.dcmp
 2009-12-18T07:47:20.26 55183.324540      i      -     -  -      -  -      -  -      -    -      0x1615   1032.42  2345.77  33.5077   1023.80  2326.17 33.499 0x00000011   ut091218e_temple/11/md01s044.i.091218e.46538_11_i.091215e.39051_11.diff.cut.dcmp
 2009-12-18T07:47:20.26 55183.324540      i      -     -  -      -  -      -  -      -    -      0x1615  -1636.33  2557.94  33.5077  -1658.33  2592.28 33.522 0x00000011   ut091218e_temple/11/md01s044.i.091218e.46538_11_i.091224e.40190_11.diff.cut.dcmp
 2009-12-21T09:20:34.66 55186.389290      i      -     -  -      -  -      -  -      -    -      0x1615  -2095.87  6285.87  33.5077  -2193.84  6579.66 33.557 0x00000011   ut091221e_temple/11/md01s044.i.091221e.47057_11_i.091215e.39051_11.diff.cut.dcmp
 2009-12-21T09:20:34.66 55186.389290      i      -     -  -      -  -      -  -      -    -      0x1615  -4406.46  6460.55  33.5077  -4689.54  6875.45 33.575 0x00000011   ut091221e_temple/11/md01s044.i.091221e.47057_11_i.091224e.40190_11.diff.cut.dcmp
 2009-12-24T07:30:12.10 55189.312640      i      -     -  -      -  -      -  -      -    -      0x1615   1592.48  2197.99  33.5077   1592.48  2197.94 33.508 0x00000011   ut091224e_temple/11/md01s044.i.091224e.40190_11_i.091215e.39051_11.diff.cut.dcmp
 2010-01-08T07:18:20.16 55204.304400      i      -     -  -      -  -      -  -      -    -      0x1615   -455.36  1897.99  33.5077   -455.36  1897.99 33.508 0x00000011   ut100108e_temple/11/md01s044.i.100108e.35391_11_i.091215e.39051_11.diff.cut.dcmp
 2010-01-08T07:18:20.16 55204.304400      i      -     -  -      -  -      -  -      -    -      0x1615  -1846.47  2284.67  33.5077  -1813.94  2244.35 33.488 0x00000011   ut100108e_temple/11/md01s044.i.100108e.35391_11_i.091224e.40190_11.diff.cut.dcmp
 2010-01-17T05:48:48.67 55213.242230      i      -     -  -      -  -      -  -      -    -      0x1615   1316.07  2412.86  33.5077   1281.86  2350.10 33.479 0x00000011   ut100117e_temple/11/md01s044.i.100117e.49686_11_i.091215e.39051_11.diff.cut.dcmp
 2010-01-17T05:48:48.76 55213.242231      i      -     -  -      -  -      -  -      -    -      0x1615   -859.32  2625.12  33.5077   -861.06  2630.43 33.510 0x00000011   ut100117e_temple/11/md01s044.i.100117e.49686_11_i.091224e.40190_11.diff.cut.dcmp
 2010-01-26T05:31:18.82 55222.230079      i      -     -  -      -  -      -  -      -    -      0x1615  -3498.90  2867.92  33.5077  -3437.25  2817.21 33.488 0x00000011   ut100126e_temple/11/md01s044.i.100126e.97405_11_i.091224e.40190_11.diff.cut.dcmp
