#               DATEOBS        MJDim filter      m    dm gr gr_err ri ri_err iz iz_err cflg photcodehex    flux_c dflux_c ZPTMAG_c      flux   dflux ZPTMAG       type                                                                               cmpfile
 2010-10-03T05:45:55.87 55472.240230      z 17.277 0.010  -      -  -      -  -      -    -      0x1616 259743.66 3440.74  30.8132 265598.09 2517.71 30.837 0x00000011 ut101003l_templl/113/md11s105.z.101003l.165917_113_z.100927l.162773_113.diff.cut.dcmp
 2010-10-04T05:16:09.98 55473.219560      z 17.551 0.015  -      -  -      -  -      -    -      0x1616 201742.88 3365.15  30.8132 201817.22 2800.97 30.814 0x00000011 ut101004l_templl/113/md11s105.z.101004l.166152_113_z.100927l.162773_113.diff.cut.dcmp
