#               DATEOBS        MJDim filter      m    dm gr gr_err ri ri_err iz iz_err cflg photcodehex   flux_c dflux_c ZPTMAG_c     flux   dflux ZPTMAG       type                                                                               cmpfile
 2010-09-21T07:18:34.61 55460.304567      y 19.211 0.075  -      -  -      -  -      -    -      0x1617 31285.70 2178.66  30.4491 31285.70 2159.34 30.449 0x00000011 ut100921h_templh/102/md10s064.y.100921h.158119_102_y.091230h.127791_102.diff.cut.dcmp
 2010-10-24T07:44:43.67 55493.322728      y 19.260 0.191  -      -  -      -  -      -    -      0x1617 29891.36 5261.99  30.4491 29891.36 5254.72 30.449 0x00000011 ut101024h_templh/102/md10s064.y.101024h.174706_102_y.091230h.127791_102.diff.cut.dcmp
