#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        e148 179.509005888 -59.9840388724    0.03280     0.4270     0.4262    02:31:20.960   -08:36:14.195
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py e148.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=52800 --zeroMJDmin=53200
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:29 EDT
# Redshift information 
#       zgal   =     0.4270 
#       zsn    =     0.4290 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd5.020930_0250.087_10.diff.fits_CTIO4m_MOSAIC_II    52547.119300   R4m         0.6126000000   1.5448000000   1.5448000000
wdd5.021004_0413.047_10.diff.fits_CTIO4m_MOSAIC_II    52551.177200   R4m        -1.7520000000   2.0778000000   2.0778000000
wdd5.021008_0226.088_10.diff.fits_CTIO4m_MOSAIC_II    52555.102600   R4m        -0.3600000000   1.1024000000   1.1024000000
wdd5.021008_0255.044_10.diff.fits_CTIO4m_MOSAIC_II    52555.123200   R4m        -1.2564000000   0.7864000000   0.7864000000
wdd5.021012_0242.074_10.diff.fits_CTIO4m_MOSAIC_II    52559.113500   R4m         0.3565000000   1.0688000000   1.0688000000
wdd5.021014_0324.078_10.diff.fits_CTIO4m_MOSAIC_II    52561.142800   R4m        -0.7274000000   0.8214000000   0.8214000000
wdd5.021105_0410.072_10.diff.fits_CTIO4m_MOSAIC_II    52583.174600   R4m         0.0588000000   0.4693000000   0.4693000000
wdd5.021111_0329.075_10.diff.fits_CTIO4m_MOSAIC_II    52589.146600   R4m         0.3599000000   0.3427000000   0.3427000000
wdd5.021115_0344.068_10.diff.fits_CTIO4m_MOSAIC_II    52593.157100   R4m         0.4704000000   0.9293000000   0.9293000000
wdd5.021128_0408.053_10.diff.fits_CTIO4m_MOSAIC_II    52606.173300   R4m        -0.6822000000   0.3162000000   0.3162000000
wdd5.021206_0419.070_10.diff.fits_CTIO4m_MOSAIC_II    52614.181200   R4m        -0.2983000000   0.4488000000   0.4488000000
wdd5.021210_0258.054_10.diff.fits_CTIO4m_MOSAIC_II    52618.125200   R4m        -0.0929000000   0.6036000000   0.6036000000
wdd5.021214_0246.058_10.diff.fits_CTIO4m_MOSAIC_II    52622.116300   R4m        -0.1990000000   0.7702000000   0.7702000000
wdd5.021216_0311.057_10.diff.fits_CTIO4m_MOSAIC_II    52624.133900   R4m         1.0859000000   1.0467000000   1.0467000000
wdd5.021229_0321.057_10.diff.fits_CTIO4m_MOSAIC_II    52637.141200   R4m        -0.0712000000   0.3637000000   0.3637000000
wdd5.030103_0311.054_10.diff.fits_CTIO4m_MOSAIC_II    52642.134200   R4m        -0.2567000000   0.3088000000   0.3088000000
wdd5.031019_0429.073_10.diff.fits_CTIO4m_MOSAIC_II    52931.188500   R4m        -0.2020000000   0.3347000000   0.3347000000
wdd5.031024_0331.070_10.diff.fits_CTIO4m_MOSAIC_II    52936.148300   R4m        -0.9707000000   0.5826000000   0.5826000000
wdd5.031030_0337.094_10.diff.fits_CTIO4m_MOSAIC_II    52942.152100   R4m         0.0842000000   0.5204000000   0.5204000000
wdd5.031101_0246.059_10.diff.fits_CTIO4m_MOSAIC_II    52944.116300   R4m         0.1190000000   0.5579000000   0.5579000000
wdd5.031117_0351.069_10.sw.fits_CTIO4m_MOSAIC_II      52960.161900   R4m        -0.0863000000   0.6990000000   0.6990000000
wdd5.031121_0357.082_10.diff.fits_CTIO4m_MOSAIC_II    52964.165900   R4m         7.4387000000   0.6411000000   0.6411000000
wdd5.031125_0349.077_10.diff.fits_CTIO4m_MOSAIC_II    52968.160200   R4m         8.0836000000   0.7268000000   0.7268000000
wdd5.031127_0354.196_10.diff.fits_CTIO4m_MOSAIC_II    52970.163900   R4m        11.7845000000   0.4281000000   0.4281000000
wdd5.031127_0410.186_10.diff.fits_CTIO4m_MOSAIC_II    52970.174300   R4m        12.4689000000   0.3679000000   0.3679000000
wdd5.031129_0356.306_10.diff.fits_CTIO4m_MOSAIC_II    52972.165700   R4m        12.6650000000   0.3929000000   0.3929000000
wdd5.031201_0234.055_10.diff.fits_CTIO4m_MOSAIC_II    52974.108300   R4m        12.5538000000   0.4339000000   0.4339000000
wdd5.031203_0244.188_10.diff.fits_CTIO4m_MOSAIC_II    52976.115000   R4m        12.6954000000   0.5054000000   0.5054000000
wdd5.031215_0356.066_10.diff.fits_CTIO4m_MOSAIC_II    52988.165200   R4m        11.2710000000   0.5696000000   0.5696000000
wdd5.031219_0406.018_10.diff.fits_CTIO4m_MOSAIC_II    52992.172100   R4m         8.5115000000   0.4771000000   0.4771000000
wdd5.031223_0347.045_10.diff.fits_CTIO4m_MOSAIC_II    52996.159100   R4m         6.8930000000   0.4151000000   0.4151000000
wdd5.031225_0328.042_10.diff.fits_CTIO4m_MOSAIC_II    52998.146000   R4m         5.1975000000   0.5362000000   0.5362000000
wdd5.031229_0302.048_10.diff.fits_CTIO4m_MOSAIC_II    53002.127500   R4m         3.9073000000   0.7042000000   0.7042000000
wdd5.031231_0346.051_10.diff.fits_CTIO4m_MOSAIC_II    53004.158400   R4m         3.3448000000   0.7039000000   0.7039000000
wdd5.040920_0442.049_10.diff.fits_CTIO4m_MOSAIC_II    53268.197300   R4m         1.4767000000   0.6090000000   0.6090000000
wdd5.041009_0311.1072_10.diff.fits_CTIO4m_MOSAIC_II   53287.133800   R4m         0.7465000000   0.5213000000   0.5213000000
wdd5.041017_0314.1052_10.diff.fits_CTIO4m_MOSAIC_II   53295.136000   R4m         0.7147000000   0.5704000000   0.5704000000
wdd5.041021_0325.076_10.diff.fits_CTIO4m_MOSAIC_II    53299.143400   R4m         0.2412000000   0.4306000000   0.4306000000
wdd5.041112_0330.184_10.diff.fits_CTIO4m_MOSAIC_II    53321.147500   R4m         0.1409000000   0.5157000000   0.5157000000
wdd5.041116_0330.094_10.diff.fits_CTIO4m_MOSAIC_II    53325.147000   R4m         0.3731000000   0.5066000000   0.5066000000
wdd5.041122_0417.200_10.diff.fits_CTIO4m_MOSAIC_II    53331.179900   R4m        -0.1333000000   0.4398000000   0.4398000000
wdd5.041205_0417.085_10.diff.fits_CTIO4m_MOSAIC_II    53344.180100   R4m        -0.4488000000   0.5702000000   0.5702000000
wdd5.041209_0340.082_10.diff.fits_CTIO4m_MOSAIC_II    53348.153900   R4m        -0.0336000000   0.3983000000   0.3983000000
wdd5.041213_0229.073_10.diff.fits_CTIO4m_MOSAIC_II    53352.104900   R4m         0.2669000000   0.3398000000   0.3398000000
wdd5.041215_0322.081_10.diff.fits_CTIO4m_MOSAIC_II    53354.141800   R4m         0.0770000000   0.3147000000   0.3147000000
wdd5.041217_0335.060_10.diff.fits_CTIO4m_MOSAIC_II    53356.151000   R4m         0.0662000000   0.3600000000   0.3600000000
wdd5.041219_0310.080_10.diff.fits_CTIO4m_MOSAIC_II    53358.133300   R4m         0.0003000000   0.3930000000   0.3930000000
wdd5.041221_0340.082_10.diff.fits_CTIO4m_MOSAIC_II    53360.154500   R4m        -0.0272000000   0.4722000000   0.4722000000
wdd5.050107_0208.010_10.diff.fits_CTIO4m_MOSAIC_II    53377.090300   R4m        -1.1126000000   0.8139000000   0.8139000000
wdd5.050111_0147.065_10.diff.fits_CTIO4m_MOSAIC_II    53381.075600   R4m         0.1244000000   0.4369000000   0.4369000000
wdd5.050115_0226.076_10.diff.fits_CTIO4m_MOSAIC_II    53385.102700   R4m         0.0182000000   0.3274000000   0.3274000000
wdd5.050119_0159.074_10.diff.fits_CTIO4m_MOSAIC_II    53389.083800   R4m         0.2565000000   0.5700000000   0.5700000000
wdd5.050928_0356.102_10.diff.fits_CTIO4m_MOSAIC_II    53641.165000   R4m        -0.6912000000   1.3855000000   1.3855000000
wdd5.051002_0429.074_10.diff.fits_CTIO4m_MOSAIC_II    53645.189600   R4m        -0.9452000000   0.6481000000   0.6481000000
wdd5.051006_0403.095_10.diff.fits_CTIO4m_MOSAIC_II    53649.170000   R4m        -0.1018000000   1.2534000000   1.2534000000
wdd5.051124_0330.077_10.diff.fits_CTIO4m_MOSAIC_II    53698.147200   R4m        -0.0926000000   1.2170000000   1.2170000000
wdd5.051130_0356.081_10.sw.fits_CTIO4m_MOSAIC_II      53704.165000   R4m         0.0941000000   0.7028000000   0.7028000000
wdd5.020930_0303.090_10.diff.fits_CTIO4m_MOSAIC_II    52547.128000   I4m        -0.2200000000   2.0288000000   2.0288000000
wdd5.021008_0325.047_10.diff.fits_CTIO4m_MOSAIC_II    52555.143900   I4m        -0.3443000000   0.8286000000   0.8286000000
wdd5.021105_0416.073_10.diff.fits_CTIO4m_MOSAIC_II    52583.179200   I4m         0.0310000000   1.0885000000   1.0885000000
wdd5.021111_0336.076_10.diff.fits_CTIO4m_MOSAIC_II    52589.151300   I4m         0.3368000000   0.5427000000   0.5427000000
wdd5.021115_0351.069_10.diff.fits_CTIO4m_MOSAIC_II    52593.161700   I4m        -0.7832000000   1.8228000000   1.8228000000
wdd5.021115_0401.070_10.diff.fits_CTIO4m_MOSAIC_II    52593.168700   I4m         0.4782000000   1.7283000000   1.7283000000
wdd5.021128_0414.054_10.diff.fits_CTIO4m_MOSAIC_II    52606.178000   I4m         0.3272000000   0.5417000000   0.5417000000
wdd5.021206_0424.071_10.diff.fits_CTIO4m_MOSAIC_II    52614.185100   I4m        -0.3033000000   0.9813000000   0.9813000000
wdd5.021210_0305.055_10.diff.fits_CTIO4m_MOSAIC_II    52618.129800   I4m        -1.0441000000   1.0113000000   1.0113000000
wdd5.021214_0253.059_10.diff.fits_CTIO4m_MOSAIC_II    52622.121100   I4m        -1.2998000000   1.5281000000   1.5281000000
wdd5.021216_0318.058_10.diff.fits_CTIO4m_MOSAIC_II    52624.138500   I4m         1.4453000000   1.5198000000   1.5198000000
wdd5.021216_0328.059_10.diff.fits_CTIO4m_MOSAIC_II    52624.145500   I4m         1.3101000000   1.4844000000   1.4844000000
wdd5.021229_0328.058_10.diff.fits_CTIO4m_MOSAIC_II    52637.145900   I4m         0.9695000000   1.1911000000   1.1911000000
wdd5.021229_0337.059_10.diff.fits_CTIO4m_MOSAIC_II    52637.151100   I4m         0.1802000000   0.9065000000   0.9065000000
wdd5.030103_0318.055_10.diff.fits_CTIO4m_MOSAIC_II    52642.138900   I4m         0.2948000000   0.7810000000   0.7810000000
wdd5.031019_0500.077_10.diff.fits_CTIO4m_MOSAIC_II    52931.209600   I4m         0.7534000000   0.6551000000   0.6551000000
wdd5.031030_0410.099_10.diff.fits_CTIO4m_MOSAIC_II    52942.175300   I4m        -1.2291000000   0.6582000000   0.6582000000
wdd5.031101_0306.063_10.diff.fits_CTIO4m_MOSAIC_II    52944.130700   I4m         0.7801000000   1.0795000000   1.0795000000
wdd5.031117_0424.073_10.diff.fits_CTIO4m_MOSAIC_II    52960.184700   I4m         3.3348000000   1.5604000000   1.5604000000
wdd5.031121_0428.086_10.diff.fits_CTIO4m_MOSAIC_II    52964.187200   I4m         9.3293000000   0.8240000000   0.8240000000
wdd5.031125_0420.081_10.diff.fits_CTIO4m_MOSAIC_II    52968.181800   I4m        10.8009000000   0.7667000000   0.7667000000
wdd5.031127_0414.187_10.diff.fits_CTIO4m_MOSAIC_II    52970.177800   I4m        13.6034000000   0.6442000000   0.6442000000
wdd5.031129_0421.310_10.diff.fits_CTIO4m_MOSAIC_II    52972.182400   I4m        12.6436000000   0.7673000000   0.7673000000
wdd5.031201_0258.059_10.diff.fits_CTIO4m_MOSAIC_II    52974.124600   I4m        15.6147000000   0.6941000000   0.6941000000
wdd5.031203_0312.192_10.diff.fits_CTIO4m_MOSAIC_II    52976.135700   I4m        13.5441000000   0.9841000000   0.9841000000
wdd5.031215_0426.070_10.diff.fits_CTIO4m_MOSAIC_II    52988.186500   I4m        13.4591000000   0.8553000000   0.8553000000
wdd5.031219_0431.021_10.diff.fits_CTIO4m_MOSAIC_II    52992.190000   I4m        12.8026000000   0.8475000000   0.8475000000
wdd5.031223_0415.049_10.diff.fits_CTIO4m_MOSAIC_II    52996.178400   I4m        10.9182000000   0.6880000000   0.6880000000
wdd5.031229_0325.051_10.diff.fits_CTIO4m_MOSAIC_II    53002.144000   I4m         6.3605000000   1.0227000000   1.0227000000
wdd5.031231_0408.054_10.diff.fits_CTIO4m_MOSAIC_II    53004.174000   I4m         8.1390000000   1.2853000000   1.2853000000
wdd5.041013_0343.064_10.diff.fits_CTIO4m_MOSAIC_II    53291.156400   I4m        -1.7267000000   1.2111000000   1.2111000000
wdd5.041017_0346.1056_10.diff.fits_CTIO4m_MOSAIC_II   53295.158500   I4m         0.7169000000   0.6533000000   0.6533000000
wdd5.041021_0356.080_10.diff.fits_CTIO4m_MOSAIC_II    53299.165000   I4m         0.7271000000   0.6922000000   0.6922000000
wdd5.041116_0401.098_10.diff.fits_CTIO4m_MOSAIC_II    53325.168500   I4m        -0.0082000000   0.8360000000   0.8360000000
wdd5.041122_0431.202_10.diff.fits_CTIO4m_MOSAIC_II    53331.189300   I4m         0.8212000000   1.2914000000   1.2914000000
wdd5.041209_0410.086_10.diff.fits_CTIO4m_MOSAIC_II    53348.175200   I4m        -1.3783000000   0.9332000000   0.9332000000
wdd5.041213_0251.076_10.diff.fits_CTIO4m_MOSAIC_II    53352.120400   I4m         0.6222000000   0.8891000000   0.8891000000
wdd5.041215_0349.085_10.diff.fits_CTIO4m_MOSAIC_II    53354.160800   I4m         0.1785000000   0.7216000000   0.7216000000
wdd5.041217_0411.065_10.diff.fits_CTIO4m_MOSAIC_II    53356.175800   I4m        -0.1118000000   0.7626000000   0.7626000000
wdd5.041219_0334.084_10.diff.fits_CTIO4m_MOSAIC_II    53358.150000   I4m        -0.4316000000   0.6794000000   0.6794000000
wdd5.041221_0412.086_10.diff.fits_CTIO4m_MOSAIC_II    53360.177400   I4m         0.6823000000   1.3583000000   1.3583000000
wdd5.050107_0223.013_10.diff.fits_CTIO4m_MOSAIC_II    53377.101200   I4m        -0.4953000000   0.8879000000   0.8879000000
wdd5.050111_0202.068_10.diff.fits_CTIO4m_MOSAIC_II    53381.086200   I4m        -0.3633000000   0.7312000000   0.7312000000
wdd5.050115_0241.079_10.diff.fits_CTIO4m_MOSAIC_II    53385.113200   I4m        -0.5691000000   1.0314000000   1.0314000000
wdd5.050119_0217.077_10.diff.fits_CTIO4m_MOSAIC_II    53389.096400   I4m         0.1153000000   2.5420000000   2.5420000000
wdd5.050928_0427.106_10.diff.fits_CTIO4m_MOSAIC_II    53641.186600   I4m        -2.3605000000   1.2560000000   1.2560000000
wdd5.051124_0400.081_10.diff.fits_CTIO4m_MOSAIC_II    53698.168300   I4m         0.4422000000   2.0440000000   2.0440000000
wdd5.051130_0426.085_10.sw.fits_CTIO4m_MOSAIC_II      53704.186200   I4m        -0.0307000000   0.5301000000   0.5301000000
