#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        s353 177.503021 -60.030437089    0.02657     0.5800     0.5792    02:28:29.532   -07:53:28.493
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py s353.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:56:20 EDT
# Redshift information 
#       zgal   =     0.5800 
#       zsn    =     0.5810 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                 MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd3.050926_0343.097_4.diff.fits_CTIO4m_MOSAIC_II   53639.156000   R4m         0.3972000000   0.5463000000   0.5463000000
wdd3.050930_0338.089_4.diff.fits_CTIO4m_MOSAIC_II   53643.152400   R4m         0.4358000000   1.0138000000   1.0138000000
wdd3.051009_0309.077_4.diff.fits_CTIO4m_MOSAIC_II   53652.132900   R4m         0.1763000000   0.5027000000   0.5027000000
wdd3.051011_0346.084_4.diff.fits_CTIO4m_MOSAIC_II   53654.158000   R4m         0.0348000000   0.5048000000   0.5048000000
wdd3.051108_0315.078_4.diff.fits_CTIO4m_MOSAIC_II   53682.136900   R4m         0.3218000000   0.8093000000   0.8093000000
wdd3.051122_0347.075_4.diff.fits_CTIO4m_MOSAIC_II   53696.159300   R4m         0.0562000000   0.3134000000   0.3134000000
wdd3.051126_0601.281_4.diff.fits_CTIO4m_MOSAIC_II   53700.252300   R4m         0.5516000000   0.3881000000   0.3881000000
wdd3.051128_0417.083_4.diff.fits_CTIO4m_MOSAIC_II   53702.179500   R4m        -0.3456000000   0.3356000000   0.3356000000
wdd3.051202_0330.082_4.diff.fits_CTIO4m_MOSAIC_II   53706.147200   R4m         0.0198000000   0.3516000000   0.3516000000
wdd3.051204_0343.037_4.diff.fits_CTIO4m_MOSAIC_II   53708.156200   R4m        -0.1196000000   0.3770000000   0.3770000000
wdd3.051208_0349.078_4.diff.fits_CTIO4m_MOSAIC_II   53712.161500   R4m        -0.5468000000   0.4696000000   0.4696000000
wdd3.051210_0147.056_4.diff.fits_CTIO4m_MOSAIC_II   53714.075800   R4m         1.3518000000   0.8963000000   0.8963000000
wdd3.051231_0204.068_4.diff.fits_CTIO4m_MOSAIC_II   53735.087300   R4m        -0.5676000000   0.3678000000   0.3678000000
wdd3.060103_0209.073_4.diff.fits_CTIO4m_MOSAIC_II   53738.091000   R4m        -0.4903000000   0.3716000000   0.3716000000
wdd3.060916_0901.160_4.diff.fits_CTIO4m_MOSAIC_II   53994.376300   R4m        -0.3855000000   0.5339000000   0.5339000000
wdd3.060925_0826.407_4.diff.fits_CTIO4m_MOSAIC_II   54003.352400   R4m        -2.6376000000   0.7225000000   0.7225000000
wdd3.060928_0911.452_4.diff.fits_CTIO4m_MOSAIC_II   54006.384100   R4m        -0.0416000000   0.4591000000   0.4591000000
wdd3.061015_0852.284_4.diff.fits_CTIO4m_MOSAIC_II   54023.370900   R4m        -0.9120000000   1.0514000000   1.0514000000
wdd3.061017_0736.153_4.diff.fits_CTIO4m_MOSAIC_II   54025.318200   R4m         0.6250000000   0.9109000000   0.9109000000
wdd3.061021_0835.168_4.diff.fits_CTIO4m_MOSAIC_II   54029.358300   R4m         0.2662000000   0.5281000000   0.5281000000
wdd3.061031_0755.132_4.diff.fits_CTIO4m_MOSAIC_II   54039.331000   R4m         1.5504000000   0.9145000000   0.9145000000
wdd3.061112_0323.084_4.diff.fits_CTIO4m_MOSAIC_II   54051.144100   R4m        -0.2826000000   0.4816000000   0.4816000000
wdd3.061116_0614.107_4.diff.fits_CTIO4m_MOSAIC_II   54055.260600   R4m        -0.0295000000   0.8427000000   0.8427000000
wdd3.061126_0721.122_4.diff.fits_CTIO4m_MOSAIC_II   54065.308000   R4m         0.1428000000   0.6211000000   0.6211000000
wdd3.061128_0637.129_4.diff.fits_CTIO4m_MOSAIC_II   54067.277200   R4m         0.7244000000   0.6892000000   0.6892000000
wdd3.061130_0650.081_4.diff.fits_CTIO4m_MOSAIC_II   54069.286100   R4m         1.9525000000   0.7678000000   0.7678000000
wdd3.061213_0332.100_4.diff.fits_CTIO4m_MOSAIC_II   54082.148700   R4m         4.7622000000   0.7876000000   0.7876000000
wdd3.061217_0309.114_4.diff.fits_CTIO4m_MOSAIC_II   54086.135400   R4m         4.3503000000   0.5483000000   0.5483000000
wdd3.061219_0424.085_4.diff.fits_CTIO4m_MOSAIC_II   54088.184700   R4m         3.9577000000   0.4718000000   0.4718000000
wdd3.061221_0307.111_4.diff.fits_CTIO4m_MOSAIC_II   54090.131600   R4m         4.4607000000   0.3715000000   0.3715000000
