#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        q069 133.692283695 -62.0418162688    0.02595     0.2620     0.2609    01:11:31.492   +00:24:34.163
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py q069.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:47 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.2620 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wbb5.050928_0206.086_6.diff.fits_CTIO4m_MOSAIC_II    53641.088800   R4m         0.4166000000   1.0292000000   1.0292000000
wbb5.051011_0122.075_6.diff.fits_CTIO4m_MOSAIC_II    53654.059100   R4m        -1.1340000000   0.7074000000   0.7074000000
wbb5.051108_0211.067_6.diff.fits_CTIO4m_MOSAIC_II    53682.092200   R4m         1.0059000000   1.2427000000   1.2427000000
wbb5.051124_0137.061_6.diff.fits_CTIO4m_MOSAIC_II    53698.069500   R4m        -0.0016000000   0.6886000000   0.6886000000
wbb5.051126_0349.241_6.diff.fits_CTIO4m_MOSAIC_II    53700.160700   R4m         0.5702000000   0.5141000000   0.5141000000
wbb5.051130_0207.065_6.diff.fits_CTIO4m_MOSAIC_II    53704.089800   R4m         0.3753000000   0.4181000000   0.4181000000
wbb5.051204_0145.020_6.diff.fits_CTIO4m_MOSAIC_II    53708.074500   R4m         0.0686000000   0.4184000000   0.4184000000
wbb5.051208_0158.063_6.diff.fits_CTIO4m_MOSAIC_II    53712.083500   R4m         0.4481000000   0.5627000000   0.5627000000
wbb5.060914_0655.007_6.diff.fits_CTIO4m_MOSAIC_II    53992.289500   R4m        -0.7569000000   0.9998000000   0.9998000000
wbb5.060916_0459.127_6.diff.fits_CTIO4m_MOSAIC_II    53994.209000   R4m        -0.4911000000   0.5127000000   0.5127000000
wbb5.061015_0535.255_6.diff.fits_CTIO4m_MOSAIC_II    54023.234200   R4m        24.4394000000   0.6469000000   0.6469000000
wbb5.061019_0600.105_6.diff.fits_CTIO4m_MOSAIC_II    54027.254500   R4m        17.9434000000   0.6689000000   0.6689000000
