#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        y151 165.586598015 -60.2397382041    0.02255     0.5840     0.5831    02:10:15.529   -04:04:06.465
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py y151.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=54250 --zeroMJDmin=54625
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:56:58 EDT
# Redshift information 
#       zgal   =     0.5840 
#       zsn    =     0.5837 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc4.050928_0301.094_16.diff.fits_CTIO4m_MOSAIC_II    53641.127100   R4m         1.1741000000   0.7847000000   0.7847000000
wcc4.051006_0253.085_16.diff.fits_CTIO4m_MOSAIC_II    53649.122000   R4m         0.3217000000   0.9076000000   0.9076000000
wcc4.051009_0203.067_16.diff.fits_CTIO4m_MOSAIC_II    53652.085800   R4m        -1.4499000000   0.8042000000   0.8042000000
wcc4.051011_0202.080_16.diff.fits_CTIO4m_MOSAIC_II    53654.086400   R4m        -0.7841000000   0.7384000000   0.7384000000
wcc4.051108_0301.076_16.diff.fits_CTIO4m_MOSAIC_II    53682.126800   R4m         1.3131000000   1.1394000000   1.1394000000
wcc4.051124_0233.069_16.diff.fits_CTIO4m_MOSAIC_II    53698.107400   R4m        -1.2479000000   0.8300000000   0.8300000000
wcc4.051130_0301.073_16.diff.fits_CTIO4m_MOSAIC_II    53704.127400   R4m         0.0974000000   0.3482000000   0.3482000000
wcc4.051202_0242.075_16.diff.fits_CTIO4m_MOSAIC_II    53706.113500   R4m        -0.0665000000   0.3511000000   0.3511000000
wcc4.051204_0253.030_16.diff.fits_CTIO4m_MOSAIC_II    53708.121500   R4m        -0.0534000000   0.4035000000   0.4035000000
wcc4.051208_0259.071_16.diff.fits_CTIO4m_MOSAIC_II    53712.126600   R4m        -0.1770000000   0.4859000000   0.4859000000
wcc4.051210_0058.049_16.diff.fits_CTIO4m_MOSAIC_II    53714.041900   R4m         0.3137000000   0.7841000000   0.7841000000
wcc4.051224_0232.068_16.diff.fits_CTIO4m_MOSAIC_II    53728.107000   R4m        -0.6257000000   0.5843000000   0.5843000000
wcc4.051227_0238.058_16.diff.fits_CTIO4m_MOSAIC_II    53731.111200   R4m        -0.4343000000   0.4330000000   0.4330000000
wcc4.051229_0137.081_16.diff.fits_CTIO4m_MOSAIC_II    53733.069500   R4m         0.5110000000   0.3848000000   0.3848000000
wcc4.060103_0159.071_16.diff.fits_CTIO4m_MOSAIC_II    53738.084000   R4m        -0.0137000000   0.4564000000   0.4564000000
wcc4.060914_0732.014_16.diff.fits_CTIO4m_MOSAIC_II    53992.315000   R4m         1.5835000000   1.1095000000   1.1095000000
wcc4.060916_0702.144_16.diff.fits_CTIO4m_MOSAIC_II    53994.294600   R4m        -0.1569000000   0.3718000000   0.3718000000
wcc4.060925_0644.392_16.diff.fits_CTIO4m_MOSAIC_II    54003.281900   R4m         0.8484000000   0.5560000000   0.5560000000
wcc4.060928_0729.453_16.diff.fits_CTIO4m_MOSAIC_II    54006.313000   R4m         0.2705000000   0.5067000000   0.5067000000
wcc4.061013_0826.124_16.diff.fits_CTIO4m_MOSAIC_II    54021.352800   R4m         0.2800000000   1.0909000000   1.0909000000
wcc4.061015_0639.265_16.diff.fits_CTIO4m_MOSAIC_II    54023.278100   R4m         0.3332000000   0.5615000000   0.5615000000
wcc4.061017_0645.146_16.diff.fits_CTIO4m_MOSAIC_II    54025.282700   R4m        -0.3973000000   0.6998000000   0.6998000000
wcc4.061019_0714.117_16.diff.fits_CTIO4m_MOSAIC_II    54027.302700   R4m         0.1413000000   0.5251000000   0.5251000000
wcc4.061031_0650.121_16.diff.fits_CTIO4m_MOSAIC_II    54039.286300   R4m        -0.5312000000   0.8630000000   0.8630000000
wcc4.061114_0218.094_16.diff.fits_CTIO4m_MOSAIC_II    54053.097200   R4m         0.1544000000   0.3954000000   0.3954000000
wcc4.061118_0541.085_16.diff.fits_CTIO4m_MOSAIC_II    54057.238200   R4m         1.2072000000   1.2454000000   1.2454000000
wcc4.061120_0534.104_16.diff.fits_CTIO4m_MOSAIC_II    54059.233100   R4m         1.0187000000   0.9580000000   0.9580000000
wcc4.061124_0553.114_16.diff.fits_CTIO4m_MOSAIC_II    54063.246200   R4m         0.2507000000   0.4940000000   0.4940000000
wcc4.061126_0531.105_16.diff.fits_CTIO4m_MOSAIC_II    54065.230900   R4m        -1.1618000000   0.5427000000   0.5427000000
wcc4.061128_0537.121_16.diff.fits_CTIO4m_MOSAIC_II    54067.235100   R4m        -0.1607000000   0.6605000000   0.6605000000
wcc4.061130_0529.068_16.diff.fits_CTIO4m_MOSAIC_II    54069.229600   R4m        -0.5063000000   1.1216000000   1.1216000000
wcc4.061213_0245.093_16.diff.fits_CTIO4m_MOSAIC_II    54082.115900   R4m         0.9150000000   0.5766000000   0.5766000000
wcc4.061217_0221.107_16.diff.fits_CTIO4m_MOSAIC_II    54086.099100   R4m        -0.1682000000   0.4117000000   0.4117000000
wcc4.061219_0254.072_16.diff.fits_CTIO4m_MOSAIC_II    54088.122100   R4m         0.0306000000   0.5093000000   0.5093000000
wcc4.061221_0205.102_16.diff.fits_CTIO4m_MOSAIC_II    54090.088500   R4m        -0.8651000000   0.3987000000   0.3987000000
wcc4.061223_0245.064_16.diff.fits_CTIO4m_MOSAIC_II    54092.116200   R4m         0.1239000000   0.3990000000   0.3990000000
wcc4.061225_0243.250_16.diff.fits_CTIO4m_MOSAIC_II    54094.114800   R4m         0.1491000000   0.4734000000   0.4734000000
wcc4.061227_0302.026_16.diff.fits_CTIO4m_MOSAIC_II    54096.127700   R4m         1.0567000000   1.3102000000   1.3102000000
