#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        z208 134.808362499 -61.4533995257    0.03017     0.5300     0.5289    01:14:01.011   +00:53:47.598
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py z208.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=54250 --zeroMJDmin=54625
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:57:14 EDT
# Redshift information 
#       zgal   =     0.5300 
#       zsn    =     0.5020 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wbb1.051006_0136.073_5.diff.fits_CTIO4m_MOSAIC_II    53649.068700   R4m         0.9185000000   0.8884000000   0.8884000000
wbb1.051011_0112.073_5.diff.fits_CTIO4m_MOSAIC_II    53654.051100   R4m        -1.5602000000   0.7291000000   0.7291000000
wbb1.051108_0155.064_5.diff.fits_CTIO4m_MOSAIC_II    53682.081500   R4m        -1.2226000000   0.8545000000   0.8545000000
wbb1.051124_0121.058_5.diff.fits_CTIO4m_MOSAIC_II    53698.058000   R4m         0.6161000000   0.7563000000   0.7563000000
wbb1.051126_0324.237_5.diff.fits_CTIO4m_MOSAIC_II    53700.143800   R4m         0.1355000000   0.6057000000   0.6057000000
wbb1.051130_0151.062_5.diff.fits_CTIO4m_MOSAIC_II    53704.079200   R4m         0.2777000000   0.3779000000   0.3779000000
wbb1.051202_0139.066_5.diff.fits_CTIO4m_MOSAIC_II    53706.070900   R4m        -0.2957000000   0.3791000000   0.3791000000
wbb1.051204_0140.019_5.diff.fits_CTIO4m_MOSAIC_II    53708.071000   R4m         0.6738000000   0.4322000000   0.4322000000
wbb1.051208_0153.062_5.diff.fits_CTIO4m_MOSAIC_II    53712.080000   R4m        -0.5629000000   0.5161000000   0.5161000000
wbb1.051229_0127.079_5.diff.fits_CTIO4m_MOSAIC_II    53733.061800   R4m        -0.2010000000   0.5084000000   0.5084000000
wbb1.060103_0116.064_5.diff.fits_CTIO4m_MOSAIC_II    53738.054500   R4m        -0.1853000000   0.4295000000   0.4295000000
wbb1.060916_0443.124_5.diff.fits_CTIO4m_MOSAIC_II    53994.198300   R4m         1.6118000000   0.6706000000   0.6706000000
wbb1.060925_0438.374_5.diff.fits_CTIO4m_MOSAIC_II    54003.196400   R4m        -0.3965000000   0.4417000000   0.4417000000
wbb1.061015_0519.252_5.diff.fits_CTIO4m_MOSAIC_II    54023.222600   R4m         0.2838000000   0.6941000000   0.6941000000
wbb1.061017_0539.136_5.diff.fits_CTIO4m_MOSAIC_II    54025.236500   R4m        -0.2758000000   0.5548000000   0.5548000000
wbb1.061019_0544.102_5.diff.fits_CTIO4m_MOSAIC_II    54027.240300   R4m         0.4884000000   0.5115000000   0.5115000000
wbb1.061023_0555.135_5.diff.fits_CTIO4m_MOSAIC_II    54031.248100   R4m        -0.3837000000   0.5813000000   0.5813000000
wbb1.061031_0451.100_5.diff.fits_CTIO4m_MOSAIC_II    54039.204200   R4m         0.8772000000   1.0526000000   1.0526000000
wbb1.061114_0047.078_5.diff.fits_CTIO4m_MOSAIC_II    54053.035500   R4m         0.0150000000   0.5031000000   0.5031000000
wbb1.061120_0426.092_5.diff.fits_CTIO4m_MOSAIC_II    54059.188500   R4m        -0.5401000000   0.6651000000   0.6651000000
wbb1.061126_0447.098_5.diff.fits_CTIO4m_MOSAIC_II    54065.200200   R4m        -0.2803000000   0.5299000000   0.5299000000
wbb1.061128_0445.113_5.diff.fits_CTIO4m_MOSAIC_II    54067.199100   R4m        -0.8425000000   1.0523000000   1.0523000000
wbb1.061130_0418.054_5.diff.fits_CTIO4m_MOSAIC_II    54069.180400   R4m         0.4982000000   1.4107000000   1.4107000000
wbb1.061213_0137.082_5.diff.fits_CTIO4m_MOSAIC_II    54082.069900   R4m         0.3573000000   0.5802000000   0.5802000000
wbb1.061217_0114.096_5.diff.fits_CTIO4m_MOSAIC_II    54086.053300   R4m         0.2775000000   0.5312000000   0.5312000000
wbb1.061223_0102.055_5.diff.fits_CTIO4m_MOSAIC_II    54092.045500   R4m         0.2926000000   0.3968000000   0.3968000000
wbb1.061225_0105.234_5.diff.fits_CTIO4m_MOSAIC_II    54094.047400   R4m        -0.3674000000   0.6044000000   0.6044000000
wbb1.061226_0147.371_5.diff.fits_CTIO4m_MOSAIC_II    54095.075700   R4m         0.8985000000   0.9751000000   0.9751000000
wbb1.061227_0143.012_5.diff.fits_CTIO4m_MOSAIC_II    54096.072600   R4m        -0.4784000000   1.1803000000   1.1803000000
wbb1.070111_0134.059_5.diff.fits_CTIO4m_MOSAIC_II    54111.067600   R4m        -0.6727000000   0.5932000000   0.5932000000
wbb1.070113_0132.104_5.diff.fits_CTIO4m_MOSAIC_II    54113.064900   R4m         0.4554000000   0.4917000000   0.4917000000
wbb1.070114_0105.103_5.diff.fits_CTIO4m_MOSAIC_II    54114.046200   R4m        -0.4845000000   0.7617000000   0.7617000000
wbb1.070908_0632.050_5.diff.fits_CTIO4m_MOSAIC_II    54351.273800   R4m        -0.1266000000   0.4200000000   0.4200000000
wbb1.070911_0649.049_5.diff.fits_CTIO4m_MOSAIC_II    54354.286000   R4m        -0.5089000000   0.4481000000   0.4481000000
wbb1.071004_0456.033_5.diff.fits_CTIO4m_MOSAIC_II    54377.208000   R4m        -0.3411000000   0.5345000000   0.5345000000
wbb1.071006_0511.062_5.diff.fits_CTIO4m_MOSAIC_II    54379.217400   R4m         0.9594000000   0.9222000000   0.9222000000
wbb1.071008_0440.038_5.diff.fits_CTIO4m_MOSAIC_II    54381.197000   R4m        -0.2449000000   0.4632000000   0.4632000000
wbb1.071010_0539.037_5.diff.fits_CTIO4m_MOSAIC_II    54383.237400   R4m        -0.4208000000   0.6439000000   0.6439000000
wbb1.071016_0516.054_5.diff.fits_CTIO4m_MOSAIC_II    54389.221000   R4m         0.3627000000   1.0125000000   1.0125000000
wbb1.071020_0533.046_5.diff.fits_CTIO4m_MOSAIC_II    54393.233200   R4m        -1.1214000000   0.6007000000   0.6007000000
wbb1.071103_0439.002_5.diff.fits_CTIO4m_MOSAIC_II    54407.197600   R4m        -0.0909000000   0.7077000000   0.7077000000
wbb1.071105_0539.064_5.diff.fits_CTIO4m_MOSAIC_II    54409.236900   R4m        -0.2870000000   0.4908000000   0.4908000000
wbb1.071107_0443.057_5.diff.fits_CTIO4m_MOSAIC_II    54411.197900   R4m         1.1692000000   0.3561000000   0.3561000000
wbb1.071117_0024.044_5.diff.fits_CTIO4m_MOSAIC_II    54421.018700   R4m        -0.6862000000   0.6159000000   0.6159000000
wbb1.071119_0228.066_5.diff.fits_CTIO4m_MOSAIC_II    54423.103400   R4m        -0.8238000000   0.7655000000   0.7655000000
wbb1.071203_0304.083_5.diff.fits_CTIO4m_MOSAIC_II    54437.128900   R4m         2.0735000000   0.5710000000   0.5710000000
wbb1.071207_0034.061_5.diff.fits_CTIO4m_MOSAIC_II    54441.025600   R4m         4.8457000000   0.8347000000   0.8347000000
wbb1.071209_0103.065_5.diff.fits_CTIO4m_MOSAIC_II    54443.044700   R4m         6.9943000000   0.7706000000   0.7706000000
wbb1.071211_0057.064_5.diff.fits_CTIO4m_MOSAIC_II    54445.040700   R4m         7.1239000000   0.5792000000   0.5792000000
wbb1.071213_0100.051_5.diff.fits_CTIO4m_MOSAIC_II    54447.043200   R4m         8.5804000000   0.4346000000   0.4346000000
wbb1.071215_0103.056_5.diff.fits_CTIO4m_MOSAIC_II    54449.045400   R4m         9.1269000000   0.6066000000   0.6066000000
wbb1.071217_0203.061_5.diff.fits_CTIO4m_MOSAIC_II    54451.086900   R4m         8.9172000000   0.9082000000   0.9082000000
wbb1.071219_0135.058_5.diff.fits_CTIO4m_MOSAIC_II    54453.067300   R4m         8.5650000000   2.1046000000   2.1046000000
wbb1.071230_0057.056_5.diff.fits_CTIO4m_MOSAIC_II    54464.041900   R4m         8.5497000000   0.5949000000   0.5949000000
wbb1.080102_0129.050_5.diff.fits_CTIO4m_MOSAIC_II    54467.063300   R4m         8.4206000000   0.4546000000   0.4546000000
wbb1.080104_0115.1016_5.diff.fits_CTIO4m_MOSAIC_II   54469.053800   R4m         7.7214000000   0.4634000000   0.4634000000
wbb1.080107_0119.1082_5.diff.fits_CTIO4m_MOSAIC_II   54472.057000   R4m         5.6117000000   0.5461000000   0.5461000000
wbb1.080109_0108.6251_5.sw.fits_CTIO4m_MOSAIC_II     54474.050100   R4m         6.7115000000   0.6439000000   0.6439000000
wbb1.050928_0211.087_5.diff.fits_CTIO4m_MOSAIC_II    53641.092300   I4m         0.7091000000   1.6139000000   1.6139000000
wbb1.051006_0158.077_5.diff.fits_CTIO4m_MOSAIC_II    53649.083600   I4m        -1.3407000000   1.2659000000   1.2659000000
wbb1.051011_0145.078_5.diff.fits_CTIO4m_MOSAIC_II    53654.074300   I4m        -0.5716000000   0.9261000000   0.9261000000
wbb1.051124_0143.062_5.diff.fits_CTIO4m_MOSAIC_II    53698.072900   I4m        -1.1309000000   1.2265000000   1.2265000000
wbb1.051130_0212.066_5.diff.fits_CTIO4m_MOSAIC_II    53704.093300   I4m         0.3297000000   0.7048000000   0.7048000000
wbb1.051202_0202.070_5.diff.fits_CTIO4m_MOSAIC_II    53706.086300   I4m         0.6492000000   0.6372000000   0.6372000000
wbb1.051204_0205.024_5.diff.fits_CTIO4m_MOSAIC_II    53708.088500   I4m        -1.1002000000   0.8020000000   0.8020000000
wbb1.051208_0214.066_5.diff.fits_CTIO4m_MOSAIC_II    53712.094100   I4m         0.5441000000   0.8213000000   0.8213000000
wbb1.060916_0519.131_5.diff.fits_CTIO4m_MOSAIC_II    53994.223100   I4m         0.2085000000   0.6531000000   0.6531000000
wbb1.060925_0530.382_5.diff.fits_CTIO4m_MOSAIC_II    54003.232900   I4m        -2.5415000000   1.3159000000   1.3159000000
wbb1.061015_0541.256_5.diff.fits_CTIO4m_MOSAIC_II    54023.237900   I4m         1.2849000000   0.7462000000   0.7462000000
wbb1.061019_0610.106_5.diff.fits_CTIO4m_MOSAIC_II    54027.258000   I4m        -0.9041000000   0.9874000000   0.9874000000
wbb1.061023_0644.142_5.diff.fits_CTIO4m_MOSAIC_II    54031.281800   I4m         0.2834000000   1.0419000000   1.0419000000
wbb1.061114_0110.082_5.diff.fits_CTIO4m_MOSAIC_II    54053.051300   I4m        -0.0783000000   0.7484000000   0.7484000000
wbb1.061120_0450.096_5.diff.fits_CTIO4m_MOSAIC_II    54059.202700   I4m         0.2734000000   1.2741000000   1.2741000000
wbb1.061126_0513.102_5.diff.fits_CTIO4m_MOSAIC_II    54065.218900   I4m         1.5698000000   1.3018000000   1.3018000000
wbb1.061128_0518.118_5.diff.fits_CTIO4m_MOSAIC_II    54067.222100   I4m         0.4442000000   1.4507000000   1.4507000000
