#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        m026 71.35871299 -63.5708322514    0.03742     0.6550     0.6538    23:28:39.960   -09:19:49.986
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py m026.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53525 --zeroMJDmin=53900
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:04 EDT
# Redshift information 
#       zgal   =     0.6550 
#       zsn    =     0.6560 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
waa5.040918_0232.010_12.diff.fits_CTIO4m_MOSAIC_II    53266.106900   R4m        -0.2651000000   0.6651000000   0.6651000000
waa5.040920_0117.018_12.diff.fits_CTIO4m_MOSAIC_II    53268.055300   R4m         0.5397000000   0.6854000000   0.6854000000
waa5.041007_0025.050_12.diff.fits_CTIO4m_MOSAIC_II    53285.018500   R4m        -0.5625000000   0.8904000000   0.8904000000
waa5.041009_0021.1048_12.diff.fits_CTIO4m_MOSAIC_II   53287.016100   R4m        -0.4385000000   0.6781000000   0.6781000000
waa5.041013_0022.036_12.diff.fits_CTIO4m_MOSAIC_II    53291.016800   R4m        -0.3477000000   0.7765000000   0.7765000000
waa5.041017_0020.1037_12.diff.fits_CTIO4m_MOSAIC_II   53295.016000   R4m        -0.0476000000   0.5121000000   0.5121000000
waa5.041021_0036.052_12.diff.fits_CTIO4m_MOSAIC_II    53299.026200   R4m        -0.8435000000   0.5398000000   0.5398000000
waa5.041112_0035.160_12.diff.fits_CTIO4m_MOSAIC_II    53321.026200   R4m         0.4428000000   0.5169000000   0.5169000000
waa5.041116_0042.070_12.diff.fits_CTIO4m_MOSAIC_II    53325.030800   R4m         0.1454000000   0.3855000000   0.3855000000
waa5.041217_0115.060_12.diff.fits_CTIO4m_MOSAIC_II    53356.053300   R4m        -0.5515000000   0.6561000000   0.6561000000
waa5.050926_0116.076_12.diff.fits_CTIO4m_MOSAIC_II    53639.053400   R4m         5.2846000000   0.4937000000   0.4937000000
waa5.050928_0010.070_12.diff.fits_CTIO4m_MOSAIC_II    53641.008300   R4m         5.5367000000   1.0400000000   1.0400000000
waa5.051005_2357.059_12.diff.fits_CTIO4m_MOSAIC_II    53648.999000   R4m         2.7520000000   0.7571000000   0.7571000000
waa5.051011_0018.065_12.diff.fits_CTIO4m_MOSAIC_II    53654.013800   R4m         2.1804000000   0.5996000000   0.5996000000
waa5.051108_0103.056_12.diff.fits_CTIO4m_MOSAIC_II    53682.045300   R4m         0.9158000000   0.7970000000   0.7970000000
