#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        e531 165.017744165 -60.0918172469    0.02288        ---        ---    02:09:42.519   -03:46:48.442
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py e531.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=52800 --zeroMJDmin=53200
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/16 19:59:13 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =        --- 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc1.021006_0306.093_4.diff.fits_CTIO4m_MOSAIC_II    52553.129600   R4m         2.0405000000   1.6494000000   1.6494000000
wcc1.021012_0325.081_4.diff.fits_CTIO4m_MOSAIC_II    52559.143900   R4m        -0.2056000000   1.3329000000   1.3329000000
wcc1.021014_0653.110_4.diff.fits_CTIO4m_MOSAIC_II    52561.288300   R4m         0.9489000000   2.5224000000   2.5224000000
wcc1.021030_0342.068_4.diff.fits_CTIO4m_MOSAIC_II    52577.155800   R4m        -0.3233000000   0.6608000000   0.6608000000
wcc1.021103_0334.086_4.diff.fits_CTIO4m_MOSAIC_II    52581.150300   R4m         0.0555000000   0.8530000000   0.8530000000
wcc1.021105_0253.064_4.diff.fits_CTIO4m_MOSAIC_II    52583.121400   R4m        -0.9785000000   0.7379000000   0.7379000000
wcc1.031020_0230.041_4.diff.fits_CTIO4m_MOSAIC_II    52932.105700   R4m        -0.4078000000   0.4248000000   0.4248000000
wcc1.031030_0212.080_4.diff.fits_CTIO4m_MOSAIC_II    52942.093600   R4m         0.9945000000   0.5345000000   0.5345000000
wcc1.031101_0127.055_4.diff.fits_CTIO4m_MOSAIC_II    52944.062100   R4m         2.5922000000   1.2859000000   1.2859000000
wcc1.031117_0241.058_4.diff.fits_CTIO4m_MOSAIC_II    52960.113100   R4m         4.4247000000   0.7536000000   0.7536000000
wcc1.031121_0246.071_4.diff.fits_CTIO4m_MOSAIC_II    52964.117200   R4m         4.0998000000   0.5449000000   0.5449000000
wcc1.031125_0127.057_4.diff.fits_CTIO4m_MOSAIC_II    52968.062200   R4m         3.1949000000   0.7561000000   0.7561000000
wcc1.031127_0243.186_4.diff.fits_CTIO4m_MOSAIC_II    52970.115800   R4m         4.4171000000   0.4409000000   0.4409000000
wcc1.031127_0423.188_4.diff.fits_CTIO4m_MOSAIC_II    52970.184200   R4m         3.5647000000   0.4387000000   0.4387000000
wcc1.031129_0237.296_4.diff.fits_CTIO4m_MOSAIC_II    52972.110800   R4m         3.0655000000   0.5585000000   0.5585000000
wcc1.031201_0135.046_4.diff.fits_CTIO4m_MOSAIC_II    52974.067200   R4m         2.9556000000   0.5043000000   0.5043000000
wcc1.031203_0134.179_4.diff.fits_CTIO4m_MOSAIC_II    52976.067800   R4m         2.8943000000   0.5830000000   0.5830000000
wcc1.031215_0246.055_4.diff.fits_CTIO4m_MOSAIC_II    52988.116900   R4m         1.6980000000   0.4292000000   0.4292000000
wcc1.031219_0323.018_4.diff.fits_CTIO4m_MOSAIC_II    52992.143000   R4m         0.7285000000   0.5200000000   0.5200000000
wcc1.031223_0241.035_4.diff.fits_CTIO4m_MOSAIC_II    52996.113900   R4m         1.6560000000   0.3677000000   0.3677000000
wcc1.031225_0226.039_4.diff.fits_CTIO4m_MOSAIC_II    52998.103900   R4m         1.2814000000   0.5114000000   0.5114000000
wcc1.031227_0228.039_4.diff.fits_CTIO4m_MOSAIC_II    53000.104700   R4m         1.3792000000   0.3992000000   0.3992000000
wcc1.031231_0240.041_4.diff.fits_CTIO4m_MOSAIC_II    53004.113400   R4m         1.2940000000   1.1149000000   1.1149000000
wcc1.040920_0403.042_4.diff.fits_CTIO4m_MOSAIC_II    53268.171400   R4m        -0.3732000000   0.6620000000   0.6620000000
wcc1.041009_0200.1061_4.diff.fits_CTIO4m_MOSAIC_II   53287.085200   R4m        -0.0981000000   1.1396000000   1.1396000000
wcc1.041017_0203.1041_4.diff.fits_CTIO4m_MOSAIC_II   53295.087400   R4m        -0.6960000000   0.5335000000   0.5335000000
wcc1.041021_0214.065_4.diff.fits_CTIO4m_MOSAIC_II    53299.095100   R4m        -0.2601000000   0.4547000000   0.4547000000
wcc1.041112_0216.173_4.diff.fits_CTIO4m_MOSAIC_II    53321.096500   R4m        -0.0313000000   0.4643000000   0.4643000000
wcc1.041116_0216.083_4.diff.fits_CTIO4m_MOSAIC_II    53325.096500   R4m        -0.3989000000   0.3654000000   0.3654000000
wcc1.041120_0235.080_4.diff.fits_CTIO4m_MOSAIC_II    53329.108800   R4m        -0.3945000000   0.5082000000   0.5082000000
wcc1.041205_0300.074_4.diff.fits_CTIO4m_MOSAIC_II    53344.126500   R4m         0.7543000000   0.5063000000   0.5063000000
wcc1.041209_0228.071_4.diff.fits_CTIO4m_MOSAIC_II    53348.104300   R4m         0.2963000000   0.3741000000   0.3741000000
wcc1.041213_0137.065_4.diff.fits_CTIO4m_MOSAIC_II    53352.069300   R4m        -0.3712000000   0.3020000000   0.3020000000
wcc1.041215_0149.067_4.diff.fits_CTIO4m_MOSAIC_II    53354.077600   R4m         0.4456000000   0.3866000000   0.3866000000
wcc1.041217_0228.070_4.diff.fits_CTIO4m_MOSAIC_II    53356.104100   R4m         0.0890000000   0.3989000000   0.3989000000
wcc1.041219_0207.071_4.diff.fits_CTIO4m_MOSAIC_II    53358.089600   R4m        -0.5668000000   0.5122000000   0.5122000000
wcc1.041221_0243.073_4.diff.fits_CTIO4m_MOSAIC_II    53360.113800   R4m         0.2862000000   1.2383000000   1.2383000000
wcc1.050109_0126.080_4.diff.fits_CTIO4m_MOSAIC_II    53379.063200   R4m         0.4144000000   0.3748000000   0.3748000000
wcc1.050113_0107.059_4.diff.fits_CTIO4m_MOSAIC_II    53383.047900   R4m         0.0690000000   0.4347000000   0.4347000000
wcc1.050117_0110.059_4.diff.fits_CTIO4m_MOSAIC_II    53387.049600   R4m         0.6865000000   1.2286000000   1.2286000000
wcc1.050928_0245.091_4.diff.fits_CTIO4m_MOSAIC_II    53641.116300   R4m        -0.1237000000   0.7217000000   0.7217000000
wcc1.051006_0243.083_4.diff.fits_CTIO4m_MOSAIC_II    53649.114200   R4m         1.4486000000   1.1918000000   1.1918000000
wcc1.051011_0230.085_4.diff.fits_CTIO4m_MOSAIC_II    53654.105900   R4m         0.2595000000   0.6546000000   0.6546000000
wcc1.051108_0245.073_4.diff.fits_CTIO4m_MOSAIC_II    53682.116100   R4m         0.4970000000   0.9420000000   0.9420000000
wcc1.051124_0217.066_4.diff.fits_CTIO4m_MOSAIC_II    53698.096700   R4m        -0.6793000000   0.6141000000   0.6141000000
wcc1.051130_0246.070_4.diff.fits_CTIO4m_MOSAIC_II    53704.116800   R4m         0.5566000000   0.3809000000   0.3809000000
wcc1.051224_0216.065_4.diff.fits_CTIO4m_MOSAIC_II    53728.095800   R4m         0.4809000000   0.5188000000   0.5188000000
wcc1.051229_0200.085_4.diff.fits_CTIO4m_MOSAIC_II    53733.084500   R4m        -0.1822000000   0.3786000000   0.3786000000
wcc1.051231_0135.063_4.diff.fits_CTIO4m_MOSAIC_II    53735.067600   R4m        -0.3579000000   0.3380000000   0.3380000000
wcc1.060916_0624.140_4.diff.fits_CTIO4m_MOSAIC_II    53994.268300   R4m         0.0706000000   0.4025000000   0.4025000000
wcc1.060925_0629.389_4.diff.fits_CTIO4m_MOSAIC_II    54003.271400   R4m         0.1505000000   0.5733000000   0.5733000000
wcc1.061013_0811.121_4.diff.fits_CTIO4m_MOSAIC_II    54021.342200   R4m        -0.0181000000   1.1647000000   1.1647000000
wcc1.061015_0621.262_4.diff.fits_CTIO4m_MOSAIC_II    54023.266900   R4m         0.0442000000   0.6262000000   0.6262000000
wcc1.061019_0659.114_4.diff.fits_CTIO4m_MOSAIC_II    54027.292200   R4m         0.2731000000   0.4739000000   0.4739000000
wcc1.061023_0720.147_4.diff.fits_CTIO4m_MOSAIC_II    54031.306700   R4m        -0.0428000000   0.5007000000   0.5007000000
wcc1.061029_0659.113_4.diff.fits_CTIO4m_MOSAIC_II    54037.292200   R4m        -0.5928000000   0.6383000000   0.6383000000
wcc1.061031_0630.117_4.diff.fits_CTIO4m_MOSAIC_II    54039.272300   R4m         1.5264000000   0.9344000000   0.9344000000
wcc1.061114_0203.091_4.diff.fits_CTIO4m_MOSAIC_II    54053.086400   R4m        -0.5283000000   0.4949000000   0.4949000000
wcc1.061120_0539.105_4.diff.fits_CTIO4m_MOSAIC_II    54059.236600   R4m         0.2852000000   0.9819000000   0.9819000000
