#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        e149 179.596125047 -59.9479360992    0.03166     0.4910     0.4902    02:31:34.528   -08:36:46.462
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py e149.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=52800 --zeroMJDmin=53200
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:29 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.4910 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd5.020930_0250.087_10.diff.fits_CTIO4m_MOSAIC_II    52547.119300   R4m         0.2253000000   1.5961000000   1.5961000000
wdd5.021004_0413.047_10.diff.fits_CTIO4m_MOSAIC_II    52551.177200   R4m         2.4962000000   2.1421000000   2.1421000000
wdd5.021008_0226.088_10.diff.fits_CTIO4m_MOSAIC_II    52555.102600   R4m        -1.1559000000   1.0755000000   1.0755000000
wdd5.021008_0255.044_10.diff.fits_CTIO4m_MOSAIC_II    52555.123200   R4m        -1.0502000000   0.7742000000   0.7742000000
wdd5.021012_0242.074_10.diff.fits_CTIO4m_MOSAIC_II    52559.113500   R4m         1.8549000000   1.1219000000   1.1219000000
wdd5.021014_0324.078_10.diff.fits_CTIO4m_MOSAIC_II    52561.142800   R4m         0.2883000000   0.8020000000   0.8020000000
wdd5.021105_0410.072_10.diff.fits_CTIO4m_MOSAIC_II    52583.174600   R4m        -0.5951000000   0.4973000000   0.4973000000
wdd5.021111_0329.075_10.diff.fits_CTIO4m_MOSAIC_II    52589.146600   R4m         0.3194000000   0.3220000000   0.3220000000
wdd5.021115_0344.068_10.diff.fits_CTIO4m_MOSAIC_II    52593.157100   R4m        -0.5351000000   0.9244000000   0.9244000000
wdd5.021128_0408.053_10.diff.fits_CTIO4m_MOSAIC_II    52606.173300   R4m         0.0868000000   0.2724000000   0.2724000000
wdd5.021206_0419.070_10.diff.fits_CTIO4m_MOSAIC_II    52614.181200   R4m        -0.0030000000   0.4410000000   0.4410000000
wdd5.021210_0258.054_10.diff.fits_CTIO4m_MOSAIC_II    52618.125200   R4m         0.6593000000   0.5918000000   0.5918000000
wdd5.021214_0246.058_10.diff.fits_CTIO4m_MOSAIC_II    52622.116300   R4m        -0.2410000000   0.7878000000   0.7878000000
wdd5.021216_0311.057_10.diff.fits_CTIO4m_MOSAIC_II    52624.133900   R4m        -0.2634000000   1.0980000000   1.0980000000
wdd5.021229_0321.057_10.diff.fits_CTIO4m_MOSAIC_II    52637.141200   R4m        -0.5850000000   0.2843000000   0.2843000000
wdd5.030103_0311.054_10.diff.fits_CTIO4m_MOSAIC_II    52642.134200   R4m        -0.1003000000   0.3258000000   0.3258000000
wdd5.031019_0429.073_10.diff.fits_CTIO4m_MOSAIC_II    52931.188500   R4m         0.7438000000   0.3318000000   0.3318000000
wdd5.031024_0331.070_10.diff.fits_CTIO4m_MOSAIC_II    52936.148300   R4m         3.0293000000   0.5280000000   0.5280000000
wdd5.031030_0337.094_10.diff.fits_CTIO4m_MOSAIC_II    52942.152100   R4m         8.2990000000   0.5298000000   0.5298000000
wdd5.031101_0246.059_10.diff.fits_CTIO4m_MOSAIC_II    52944.116300   R4m         9.0324000000   0.6109000000   0.6109000000
wdd5.031117_0351.069_10.diff.fits_CTIO4m_MOSAIC_II    52960.161900   R4m         8.7847000000   0.7747000000   0.7747000000
wdd5.031121_0357.082_10.diff.fits_CTIO4m_MOSAIC_II    52964.165900   R4m         7.4875000000   0.6233000000   0.6233000000
wdd5.031125_0349.077_10.diff.fits_CTIO4m_MOSAIC_II    52968.160200   R4m         7.6791000000   0.7547000000   0.7547000000
wdd5.031127_0354.196_10.diff.fits_CTIO4m_MOSAIC_II    52970.163900   R4m         5.0201000000   0.4006000000   0.4006000000
wdd5.031127_0410.186_10.diff.fits_CTIO4m_MOSAIC_II    52970.174300   R4m         5.4025000000   0.3488000000   0.3488000000
wdd5.031129_0356.306_10.diff.fits_CTIO4m_MOSAIC_II    52972.165700   R4m         4.9310000000   0.4302000000   0.4302000000
wdd5.031201_0234.055_10.diff.fits_CTIO4m_MOSAIC_II    52974.108300   R4m         4.4013000000   0.4567000000   0.4567000000
wdd5.031203_0244.188_10.diff.fits_CTIO4m_MOSAIC_II    52976.115000   R4m         3.6146000000   0.5188000000   0.5188000000
wdd5.031215_0356.066_10.diff.fits_CTIO4m_MOSAIC_II    52988.165200   R4m         2.4384000000   0.5616000000   0.5616000000
wdd5.031219_0406.018_10.diff.fits_CTIO4m_MOSAIC_II    52992.172100   R4m         1.7103000000   0.4728000000   0.4728000000
wdd5.031223_0347.045_10.diff.fits_CTIO4m_MOSAIC_II    52996.159100   R4m         1.0230000000   0.4188000000   0.4188000000
wdd5.031225_0328.042_10.diff.fits_CTIO4m_MOSAIC_II    52998.146000   R4m         0.8220000000   0.5016000000   0.5016000000
wdd5.031229_0302.048_10.diff.fits_CTIO4m_MOSAIC_II    53002.127500   R4m         1.6676000000   0.7050000000   0.7050000000
wdd5.031231_0346.051_10.diff.fits_CTIO4m_MOSAIC_II    53004.158400   R4m         1.3824000000   0.7646000000   0.7646000000
wdd5.040920_0442.049_10.diff.fits_CTIO4m_MOSAIC_II    53268.197300   R4m         0.0375000000   0.6249000000   0.6249000000
wdd5.041009_0311.1072_10.diff.fits_CTIO4m_MOSAIC_II   53287.133800   R4m        -0.1419000000   0.5696000000   0.5696000000
wdd5.041017_0314.1052_10.diff.fits_CTIO4m_MOSAIC_II   53295.136000   R4m        -0.2194000000   0.4816000000   0.4816000000
wdd5.041021_0325.076_10.diff.fits_CTIO4m_MOSAIC_II    53299.143400   R4m         0.3590000000   0.4178000000   0.4178000000
wdd5.041112_0330.184_10.diff.fits_CTIO4m_MOSAIC_II    53321.147500   R4m         0.7535000000   0.5203000000   0.5203000000
wdd5.041116_0330.094_10.diff.fits_CTIO4m_MOSAIC_II    53325.147000   R4m         0.3341000000   0.5812000000   0.5812000000
wdd5.041122_0417.200_10.diff.fits_CTIO4m_MOSAIC_II    53331.179900   R4m         0.5326000000   0.5223000000   0.5223000000
