#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        m032 70.6748189026 -64.1891234286    0.02911     0.1550     0.1538    23:29:35.343   -09:58:46.304
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py m032.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53525 --zeroMJDmin=53900
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:06 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.1550 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
waa7.040918_0320.016_2.diff.fits_CTIO4m_MOSAIC_II    53266.139900   R4m         0.2647000000   0.5813000000   0.5813000000
waa7.040920_0145.022_2.diff.fits_CTIO4m_MOSAIC_II    53268.074000   R4m        -1.1808000000   0.8206000000   0.8206000000
waa7.041005_0059.1048_2.diff.fits_CTIO4m_MOSAIC_II   53283.041700   R4m        -0.3019000000   0.7612000000   0.7612000000
waa7.041009_0401.1078_2.diff.fits_CTIO4m_MOSAIC_II   53287.168400   R4m        -0.9050000000   1.5613000000   1.5613000000
waa7.041011_0014.1050_2.diff.fits_CTIO4m_MOSAIC_II   53289.011200   R4m        -0.9259000000   0.6533000000   0.6533000000
waa7.041019_0001.034_2.diff.fits_CTIO4m_MOSAIC_II    53297.002200   R4m         0.3829000000   0.6952000000   0.6952000000
waa7.041106_0038.038_2.diff.fits_CTIO4m_MOSAIC_II    53315.027400   R4m        -0.6800000000   0.5442000000   0.5442000000
waa7.041114_0044.058_2.diff.fits_CTIO4m_MOSAIC_II    53323.032100   R4m         1.0637000000   0.4576000000   0.4576000000
waa7.041122_0051.166_2.diff.fits_CTIO4m_MOSAIC_II    53331.036900   R4m        -3.4034000000   1.5694000000   1.5694000000
waa7.050925_2353.066_2.diff.fits_CTIO4m_MOSAIC_II    53638.997100   R4m        72.2914000000   0.8317000000   0.8317000000
waa7.050928_0020.072_2.diff.fits_CTIO4m_MOSAIC_II    53641.015300   R4m        68.6840000000   0.9773000000   0.9773000000
waa7.051006_0002.060_2.diff.fits_CTIO4m_MOSAIC_II    53649.002600   R4m        48.2322000000   0.8499000000   0.8499000000
waa7.051008_2358.068_2.diff.fits_CTIO4m_MOSAIC_II    53651.999900   R4m        41.8589000000   0.9429000000   0.9429000000
waa7.051122_0055.051_2.diff.fits_CTIO4m_MOSAIC_II    53696.039800   R4m         9.9734000000   0.4537000000   0.4537000000
waa7.051126_0201.235_2.diff.fits_CTIO4m_MOSAIC_II    53700.085700   R4m         9.2153000000   0.5396000000   0.5396000000
waa7.051128_0121.063_2.diff.fits_CTIO4m_MOSAIC_II    53702.057800   R4m         8.5113000000   0.4699000000   0.4699000000
waa7.051202_0058.061_2.diff.fits_CTIO4m_MOSAIC_II    53706.042000   R4m         7.9697000000   0.4707000000   0.4707000000
waa7.051204_0037.010_2.diff.fits_CTIO4m_MOSAIC_II    53708.027700   R4m         7.3830000000   0.8438000000   0.8438000000
waa7.051204_0046.011_2.diff.fits_CTIO4m_MOSAIC_II    53708.033000   R4m         7.5874000000   0.8986000000   0.8986000000
waa7.051208_0115.057_2.diff.fits_CTIO4m_MOSAIC_II    53712.054100   R4m         7.8225000000   1.0931000000   1.0931000000
waa7.051231_0118.060_2.diff.fits_CTIO4m_MOSAIC_II    53735.056100   R4m         4.4592000000   0.8442000000   0.8442000000
waa7.060106_0114.070_2.diff.fits_CTIO4m_MOSAIC_II    53741.051800   R4m         3.9939000000   1.3843000000   1.3843000000
waa7.060928_0444.426_2.diff.fits_CTIO4m_MOSAIC_II    54006.202000   R4m         0.8600000000   0.9931000000   0.9931000000
waa7.070908_0609.046_2.diff.fits_CTIO4m_MOSAIC_II    54351.257300   R4m         0.0582000000   0.5405000000   0.5405000000
waa7.070911_0633.046_2.diff.fits_CTIO4m_MOSAIC_II    54354.274100   R4m         0.9624000000   0.6511000000   0.6511000000
waa7.070920_0533.044_2.sw.fits_CTIO4m_MOSAIC_II      54363.232800   R4m        -2.1333000000   1.1988000000   1.1988000000
waa7.040918_0333.018_2.diff.fits_CTIO4m_MOSAIC_II    53266.149400   I4m        -0.2552000000   0.9679000000   0.9679000000
waa7.040920_0149.023_2.diff.fits_CTIO4m_MOSAIC_II    53268.077500   I4m         0.1773000000   0.9165000000   0.9165000000
waa7.041005_0206.1056_2.diff.fits_CTIO4m_MOSAIC_II   53283.090600   I4m        -0.1617000000   1.3179000000   1.3179000000
waa7.041011_0038.1054_2.diff.fits_CTIO4m_MOSAIC_II   53289.028100   I4m        -0.9049000000   1.2475000000   1.2475000000
waa7.041015_0020.181_2.diff.fits_CTIO4m_MOSAIC_II    53293.015200   I4m        -0.0411000000   1.8513000000   1.8513000000
waa7.041019_0048.039_2.diff.fits_CTIO4m_MOSAIC_II    53297.034900   I4m        -0.8569000000   0.9448000000   0.9448000000
waa7.041023_0059.047_2.diff.fits_CTIO4m_MOSAIC_II    53301.042300   I4m        -2.7844000000   2.9927000000   2.9927000000
waa7.041106_0102.042_2.diff.fits_CTIO4m_MOSAIC_II    53315.045100   I4m        -0.1186000000   0.8293000000   0.8293000000
waa7.041114_0126.057_2.diff.fits_CTIO4m_MOSAIC_II    53323.060600   I4m         0.9796000000   0.7980000000   0.7980000000
waa7.041122_0118.170_2.diff.fits_CTIO4m_MOSAIC_II    53331.054800   I4m        -2.3697000000   2.8418000000   2.8418000000
waa7.041122_0122.171_2.diff.fits_CTIO4m_MOSAIC_II    53331.058600   I4m         0.6211000000   3.4459000000   3.4459000000
waa7.041203_0123.063_2.diff.fits_CTIO4m_MOSAIC_II    53342.058700   I4m        -0.0621000000   0.8284000000   0.8284000000
waa7.050926_0028.072_2.diff.fits_CTIO4m_MOSAIC_II    53639.020800   I4m        66.7245000000   1.0363000000   1.0363000000
waa7.050928_0123.080_2.diff.fits_CTIO4m_MOSAIC_II    53641.059800   I4m        59.4507000000   1.6222000000   1.6222000000
waa7.050930_0112.075_2.diff.fits_CTIO4m_MOSAIC_II    53643.051200   I4m        50.5872000000   1.7442000000   1.7442000000
waa7.051006_0032.064_2.diff.fits_CTIO4m_MOSAIC_II    53649.023800   I4m        40.6885000000   1.2126000000   1.2126000000
waa7.051009_0030.073_2.diff.fits_CTIO4m_MOSAIC_II    53652.022200   I4m        40.0879000000   1.2334000000   1.2334000000
