#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        g053 70.2328793949 -63.4765774025    0.03110     0.6329     0.6317    23:26:57.910   -09:37:18.984
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py g053.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53150 --zeroMJDmin=53525
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/16 20:03:09 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.6329 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
waa8.031019_0027.041_7.diff.fits_CTIO4m_MOSAIC_II    52931.020200   R4m         0.6575000000   0.4687000000   0.4687000000
waa8.031022_0014.045_7.diff.fits_CTIO4m_MOSAIC_II    52934.011300   R4m        -0.5001000000   0.5513000000   0.5513000000
waa8.031030_0024.066_7.diff.fits_CTIO4m_MOSAIC_II    52942.018700   R4m         0.0309000000   0.4835000000   0.4835000000
waa8.031115_0046.037_7.diff.fits_CTIO4m_MOSAIC_II    52958.033200   R4m        -0.7347000000   1.2612000000   1.2612000000
waa8.031119_0047.045_7.diff.fits_CTIO4m_MOSAIC_II    52962.034200   R4m        -0.1799000000   0.8680000000   0.8680000000
waa8.031123_0058.046_7.diff.fits_CTIO4m_MOSAIC_II    52966.041900   R4m        -0.6869000000   0.7889000000   0.7889000000
waa8.031213_0051.042_7.diff.fits_CTIO4m_MOSAIC_II    52986.036600   R4m        -0.9800000000   0.6590000000   0.6590000000
waa8.040920_0003.008_7.diff.fits_CTIO4m_MOSAIC_II    53268.005800   R4m         2.1507000000   0.9334000000   0.9334000000
waa8.041005_0103.1049_7.diff.fits_CTIO4m_MOSAIC_II   53283.045200   R4m         8.0452000000   0.7286000000   0.7286000000
waa8.041009_0406.1079_7.diff.fits_CTIO4m_MOSAIC_II   53287.172100   R4m         9.2981000000   2.0836000000   2.0836000000
waa8.041011_0019.1051_7.diff.fits_CTIO4m_MOSAIC_II   53289.015000   R4m         7.3036000000   0.6094000000   0.6094000000
waa8.041019_0030.036_7.diff.fits_CTIO4m_MOSAIC_II    53297.022100   R4m         5.3509000000   0.5444000000   0.5444000000
waa8.041106_0043.039_7.diff.fits_CTIO4m_MOSAIC_II    53315.031400   R4m         1.2663000000   0.3892000000   0.3892000000
waa8.041114_0049.059_7.diff.fits_CTIO4m_MOSAIC_II    53323.035800   R4m         1.1315000000   0.3930000000   0.3930000000
waa8.041122_0056.167_7.diff.fits_CTIO4m_MOSAIC_II    53331.040700   R4m         8.1953000000   2.4318000000   2.4318000000
waa8.041207_0103.057_7.diff.fits_CTIO4m_MOSAIC_II    53346.045200   R4m        -1.1975000000   1.3482000000   1.3482000000
waa8.041211_0042.057_7.diff.fits_CTIO4m_MOSAIC_II    53350.030500   R4m         0.2963000000   0.6645000000   0.6645000000
waa8.050928_0025.073_7.diff.fits_CTIO4m_MOSAIC_II    53641.018800   R4m        -0.6337000000   0.8702000000   0.8702000000
waa8.051006_0051.067_7.diff.fits_CTIO4m_MOSAIC_II    53649.037100   R4m         0.7142000000   0.5424000000   0.5424000000
waa8.051009_0003.069_7.diff.fits_CTIO4m_MOSAIC_II    53652.005000   R4m        -0.2375000000   0.8823000000   0.8823000000
waa8.051108_0037.051_7.diff.fits_CTIO4m_MOSAIC_II    53682.027400   R4m         0.5616000000   0.7544000000   0.7544000000
waa8.051122_0100.052_7.diff.fits_CTIO4m_MOSAIC_II    53696.043300   R4m         0.2060000000   0.3505000000   0.3505000000
waa8.051126_0207.236_7.diff.fits_CTIO4m_MOSAIC_II    53700.089200   R4m         0.3107000000   0.4423000000   0.4423000000
waa8.051128_0126.064_7.sw.fits_CTIO4m_MOSAIC_II      53702.061200   R4m        -0.4456000000   0.3882000000   0.3882000000
waa8.031019_0055.045_7.diff.fits_CTIO4m_MOSAIC_II    52931.040200   I4m         0.0144000000   0.8287000000   0.8287000000
waa8.031022_0042.049_7.diff.fits_CTIO4m_MOSAIC_II    52934.030700   I4m         0.2119000000   0.9651000000   0.9651000000
waa8.031030_0055.070_7.diff.fits_CTIO4m_MOSAIC_II    52942.039400   I4m         0.8491000000   0.8812000000   0.8812000000
waa8.031115_0113.041_7.diff.fits_CTIO4m_MOSAIC_II    52958.052300   I4m         2.3407000000   2.1842000000   2.1842000000
waa8.031123_0126.050_7.diff.fits_CTIO4m_MOSAIC_II    52966.062000   I4m        -0.1905000000   1.1599000000   1.1599000000
waa8.031213_0123.046_7.diff.fits_CTIO4m_MOSAIC_II    52986.059200   I4m        -0.6582000000   0.8962000000   0.8962000000
waa8.040920_0018.010_7.diff.fits_CTIO4m_MOSAIC_II    53268.014600   I4m         1.7482000000   1.3817000000   1.3817000000
waa8.041005_0217.1057_7.diff.fits_CTIO4m_MOSAIC_II   53283.097100   I4m         8.1084000000   1.0542000000   1.0542000000
waa8.041015_0028.182_7.diff.fits_CTIO4m_MOSAIC_II    53293.021200   I4m         8.1828000000   1.7818000000   1.7818000000
waa8.041019_0057.040_7.diff.fits_CTIO4m_MOSAIC_II    53297.040800   I4m         7.5689000000   0.9390000000   0.9390000000
